timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
208618706,208618706,39,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
208633649,208633649,39,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
209119841,209119841,38,0,0,0,982,1495,1515,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
209605886,209605886,38,0,0,0,982,1494,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
210117126,210117126,38,0,0,0,982,1494,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
210623205,210623205,38,0,0,0,982,1494,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
211127506,211127506,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
211618637,211618637,38,0,0,0,982,1494,1518,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
212130261,212130261,38,0,0,0,982,1495,1515,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
212631030,212631030,38,0,0,0,982,1495,1518,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
213118956,213118956,38,0,0,0,982,1495,1518,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
213620164,213620164,38,0,0,0,982,1495,1518,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
214124480,214124480,37,0,0,0,982,1494,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
214627459,214627459,40,0,0,0,982,1494,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
215128635,215128635,40,0,0,0,982,1495,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
215612937,215612937,40,0,0,0,982,1494,1518,1494,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
216125476,216125476,40,0,0,0,982,1494,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
216609670,216609670,40,0,0,0,982,1494,1518,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
217128315,217128315,40,0,0,0,982,1495,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
217612791,217612791,40,0,0,0,982,1494,1518,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
218115627,218115627,40,0,0,0,982,1494,1518,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
218619762,218619762,40,0,0,0,982,1495,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
219111646,219111646,40,0,0,0,982,1495,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
219612080,219612080,40,0,0,0,982,1495,1515,1495,2006,982,982,982,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
