timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
582561851,582561851,39,0,0,0,982,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
582581809,582581809,39,0,0,0,982,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
583064688,583064688,38,0,0,0,982,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
583560612,583560612,38,0,0,0,982,1495,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
584059755,584059755,38,0,0,0,982,1496,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
584542990,584542990,38,0,0,0,982,1496,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
585069287,585069287,38,0,0,0,982,1496,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
585558142,585558142,38,0,0,0,982,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
586061564,586061564,38,0,0,0,982,1496,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
586565791,586565791,37,0,0,0,982,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
587056605,587056605,37,0,0,0,982,1496,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
587559924,587559924,38,0,0,0,982,1495,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
588051142,588051142,37,0,0,0,982,1496,1522,1496,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
588555022,588555022,37,0,0,0,982,1496,1518,1496,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
589063483,589063483,37,0,0,0,982,1497,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
589569596,589569596,38,0,0,0,982,1498,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
590070814,590070814,38,0,0,0,986,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
590555356,590555356,37,0,0,0,1048,1496,1518,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
591058132,591058132,38,0,0,0,1120,1497,1522,1497,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
591564251,591564251,37,0,0,0,1215,1497,1522,1496,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
592050514,592050514,37,0,0,0,982,1495,1522,1496,2006,982,982,1494,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
592551490,592551490,37,0,0,0,982,1495,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
593055544,593055544,38,0,0,0,982,1495,1522,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
593568997,593568997,38,0,0,0,982,1496,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
