timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
256512045,256512045,255,0,0,0,998,1493,1491,1498,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
257024077,257024077,255,0,0,0,998,1492,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
257520037,257520037,255,0,0,0,998,1492,1491,1498,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
258024037,258024037,255,0,0,0,998,1493,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
258516037,258516037,255,0,0,0,998,1493,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
259020922,259020922,255,0,0,0,1035,1492,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
259516037,259516037,255,0,0,0,1068,1492,1492,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
260020109,260020109,255,0,0,0,1129,1492,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
260524787,260524787,255,0,0,0,1211,1492,1491,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
261020037,261020037,255,0,0,0,1283,1492,1491,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
261524037,261524037,255,0,0,0,1291,1492,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
262020065,262020065,255,0,0,0,1332,1492,1491,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
262512445,262512445,255,0,0,0,1308,1493,1491,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
263016037,263016037,255,0,0,0,1277,1154,1480,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
263521032,263521032,255,0,0,0,1276,1461,1491,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
264024037,264024037,255,0,0,0,1038,1491,1488,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
264520327,264520327,255,0,0,0,1212,1489,1490,1458,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
265024037,265024037,255,0,0,0,1400,1459,1491,1370,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
265518428,265518428,255,0,0,0,1348,1432,1490,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
266016134,266016134,255,0,0,0,1277,1430,1488,1478,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
266520041,266520041,255,0,0,0,1326,1492,1491,1457,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,9
