timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
43306263,43306263,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
43326449,43326449,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
43810246,43810246,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
44313595,44313595,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
44802475,44802475,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
45293626,45293626,38,0,0,0,998,1494,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
45800317,45800317,38,0,0,0,1041,1460,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
46306057,46306057,38,0,0,0,1089,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
46812553,46812553,38,0,0,0,982,1487,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
47298275,47298275,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
47804870,47804870,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
48306075,48306075,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
48797316,48797316,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
49298709,49298709,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
49806530,49806530,38,0,0,0,982,1496,1501,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
