timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
36149144,36149144,39,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
36169202,36169202,39,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
36632710,36632710,38,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
37138944,37138944,38,0,0,0,982,1497,1508,1497,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
37648329,37648329,38,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
38136173,38136173,38,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
38640293,38640293,38,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
39141552,39141552,38,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
39632552,39632552,38,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
40138329,40138329,38,0,0,0,982,1496,1508,1497,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
40641798,40641798,38,0,0,0,982,1496,1508,1497,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
41150677,41150677,38,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
41651842,41651842,37,0,0,0,982,1496,1508,1497,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
42132980,42132980,37,0,0,0,982,1496,1508,1497,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
42634155,42634155,37,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
43132619,43132619,37,0,0,0,982,1496,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
43636348,43636348,38,0,0,0,982,1497,1508,1498,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
44147587,44147587,38,0,0,0,982,1496,1508,1498,982,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
44634383,44634383,38,0,0,0,982,1497,1508,1498,982,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
