timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
598119455,598119455,38,0,0,0,982,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
598142625,598142625,38,0,0,0,982,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
598608224,598608224,38,0,0,0,982,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
599127003,599127003,38,0,0,0,982,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
599615601,599615601,38,0,0,0,982,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
600102954,600102954,38,0,0,0,1007,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
600607945,600607945,38,0,0,0,1085,1498,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
601109175,601109175,38,0,0,0,1087,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
601610639,601610639,38,0,0,0,1087,1498,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
602112478,602112478,38,0,0,0,1158,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
602617548,602617548,38,0,0,0,1194,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
603126030,603126030,38,0,0,0,1255,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
603607165,603607165,38,0,0,0,1313,1498,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
604112164,604112164,38,0,0,0,982,1495,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
604617289,604617289,38,0,0,0,982,1495,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
605118394,605118394,38,0,0,0,982,1495,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
605621795,605621795,38,0,0,0,1158,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
606106084,606106084,38,0,0,0,1161,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
606609175,606609175,38,0,0,0,1202,1497,1522,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
607113485,607113485,38,0,0,0,1250,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
607621460,607621460,38,0,0,0,1289,1497,1518,1497,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
608105647,608105647,38,0,0,0,1289,1497,1515,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
608608802,608608802,38,0,0,0,1289,1497,1508,1496,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
609113121,609113121,38,0,0,0,1215,1496,1522,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
609621167,609621167,38,0,0,0,1277,1496,1522,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
610124986,610124986,38,0,0,0,1332,1496,1518,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
610608354,610608354,38,0,0,0,990,1496,1522,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
611117277,611117277,38,0,0,0,989,1494,1522,1495,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
611618457,611618457,38,0,0,0,989,1495,1522,1495,2006,982,982,2006,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
612110001,612110001,39,0,0,0,982,1496,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
612618121,612618121,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
613124749,613124749,40,0,0,0,982,1497,1522,1496,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
613608022,613608022,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
614111416,614111416,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
614625967,614625967,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
615111432,615111432,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
615617838,615617838,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
616118864,616118864,40,0,0,0,982,1497,1522,1495,2006,982,982,2006,2006,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
