timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
82272080,82272080,39,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
82292150,82292150,39,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
82773066,82773066,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
83281210,83281210,38,0,0,0,982,1495,1518,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
83785478,83785478,38,0,0,0,982,1495,1515,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
84277937,84277937,38,0,0,0,982,1495,1518,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
84782210,84782210,38,0,0,0,982,1495,1515,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
85263518,85263518,37,0,0,0,982,1495,1515,1494,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
85774622,85774622,37,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
86275818,86275818,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
86779223,86779223,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
87283776,87283776,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
87771411,87771411,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
88275669,88275669,38,0,0,0,982,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
88781487,88781487,38,0,0,0,982,1496,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
89282628,89282628,38,0,0,0,1065,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
89769361,89769361,38,0,0,0,1067,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
90270287,90270287,38,0,0,0,1067,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
90781532,90781532,38,0,0,0,1067,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
91282788,91282788,38,0,0,0,1068,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
91770555,91770555,38,0,0,0,1067,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
92275065,92275065,38,0,0,0,1067,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
92786194,92786194,38,0,0,0,1068,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
93269036,93269036,39,0,0,0,1163,1495,1515,1495,2006,982,982,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
