timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
467099737,467099737,39,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
467113089,467113089,39,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
467598842,467598842,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
468109277,468109277,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
468611290,468611290,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
469093173,469093173,38,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
469600859,469600859,38,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
470102127,470102127,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
470606580,470606580,38,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
471112114,471112114,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
471595564,471595564,38,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
472100046,472100046,38,0,0,0,982,1494,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
472605813,472605813,37,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
473111903,473111903,37,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
473593109,473593109,37,0,0,0,982,1495,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
474101558,474101558,38,0,0,0,982,1495,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
474606247,474606247,37,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
475113894,475113894,37,0,0,0,982,1495,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
475595119,475595119,37,0,0,0,982,1495,1508,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
476101252,476101252,37,0,0,0,982,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
476605540,476605540,37,0,0,0,1007,1495,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
477106994,477106994,38,0,0,0,1047,1494,1505,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
477612588,477612588,38,0,0,0,1092,1494,1505,1497,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
478095975,478095975,38,0,0,0,1094,1494,1508,1498,2006,2006,2006,982,982,982,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
