timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
126160760,-0.40844837,0.5216299,-0.007091539,0.0,0.0,-0.0
126165773,-0.40842417,0.52163666,-0.0070683523,0.0,0.0,-0.0
126185895,-0.40843457,0.52155316,-0.007073575,0.0,0.0,-0.0
126205917,-0.4083949,0.5215961,-0.0070804195,0.0,0.0,-0.0
126220932,-0.4083662,0.52153563,-0.0070815114,0.0,0.0,-0.0
126240944,-0.40844527,0.52143997,-0.0070793503,0.0,0.0,-0.0
126265960,-0.4085656,0.5213802,-0.0070724497,0.0,0.0,-0.0
126285996,-0.40854764,0.52135646,-0.0070816698,0.0,0.0,-0.0
126301020,-0.40860462,0.5213448,-0.0070682717,0.0,0.0,-0.0
126321121,-0.40863183,0.5212578,-0.007057137,0.0,0.0,-0.0
126346159,-0.40867162,0.5212209,-0.0070654526,0.0,0.0,-0.0
126361196,-0.408739,0.5211706,-0.007068917,0.0,0.0,-0.0
126381261,-0.40878007,0.5211809,-0.0070835017,0.0,0.0,-0.0
126406269,-0.40872586,0.5210738,-0.0070799096,0.0,0.0,-0.0
126421289,-0.40871847,0.52114564,-0.0070863008,0.0,0.0,-0.0
126441425,-0.40876466,0.5211399,-0.0070828395,0.0,0.0,-0.0
126461439,-0.40887928,0.5210252,-0.007069828,0.0,0.0,-0.0
126486467,-0.4088017,0.5210511,-0.0070883296,0.0,0.0,-0.0
126501471,-0.40878433,0.52100426,-0.007104206,0.0,0.0,-0.0
126521515,-0.4088278,0.52096564,-0.0070721474,0.0,0.0,-0.0
126541572,-0.4088288,0.52094674,-0.007091359,0.0,0.0,-0.0
126561621,-0.4089262,0.52086824,-0.0070921867,0.0,0.0,-0.0
126581702,-0.40890506,0.52081585,-0.0070924424,0.0,0.0,-0.0
126601702,-0.4088805,0.5207709,-0.007090428,0.0,0.0,-0.0
126626838,-0.4087713,0.52074796,-0.007096569,0.0,0.0,-0.0
126641866,-0.408737,0.5207763,-0.0070788255,0.0,0.0,-0.0
126661902,-0.40872374,0.52074766,-0.0070745465,0.0,0.0,-0.0
126681928,-0.4086798,0.52065194,-0.0070870183,0.0,0.0,-0.0
126706951,-0.40880206,0.5205208,-0.007051144,0.0,0.0,-0.0
126721990,-0.40881363,0.52050656,-0.007092278,0.0,0.0,-0.0
126742154,-0.40881935,0.52047855,-0.0070884535,0.0,0.0,-0.0
126762190,-0.4088281,0.52043545,-0.0070704245,0.0,0.0,-0.0
126782231,-0.40878052,0.52044946,-0.0070866244,0.0,0.0,-0.0
126802238,-0.4088884,0.52039975,-0.0070919585,0.0,0.0,-0.0
126822276,-0.40888175,0.52039456,-0.007083942,0.0,0.0,-0.0
126847341,-0.4088178,0.52044284,-0.007081241,0.0,0.0,-0.0
126862414,-0.4088189,0.5205707,-0.0070669027,0.0,0.0,-0.0
126882460,-0.4088515,0.52061653,-0.007089971,0.0,0.0,-0.0
126902494,-0.40889412,0.52069527,-0.007076711,0.0,0.0,-0.0
126922531,-0.40891534,0.52055466,-0.007080839,0.0,0.0,-0.0
126942583,-0.4089418,0.52061266,-0.007088439,0.0,0.0,-0.0
126962665,-0.408879,0.5206398,-0.0070835804,0.0,0.0,-0.0
126982748,-0.40884548,0.5205742,-0.0071025533,0.0,0.0,-0.0
127002783,-0.40890318,0.5203938,-0.007083178,0.0,0.0,-0.0
127022840,-0.40899965,0.5203466,-0.0070818514,0.0,0.0,-0.0
127042830,-0.4090246,0.52032316,-0.0070649674,0.0,0.0,-0.0
127062813,-0.40897372,0.5202872,-0.007065827,0.0,0.0,-0.0
127082852,-0.40894103,0.520136,-0.0070810365,0.0,0.0,-0.0
127102970,-0.40883353,0.52010834,-0.00707763,0.0,0.0,-0.0
127123023,-0.40876,0.5201833,-0.007077815,0.0,0.0,-0.0
127143042,-0.40866902,0.5202027,-0.007105533,0.0,0.0,-0.0
127168074,-0.40857154,0.5202419,-0.007083451,0.0,0.0,-0.0
127183082,-0.40863115,0.52024007,-0.0070817443,0.0,0.0,-0.0
127203155,-0.4086867,0.520198,-0.007068745,0.0,0.0,-0.0
127223180,-0.40878075,0.52019954,-0.0070867995,0.0,0.0,-0.0
127243264,-0.40872562,0.52014244,-0.0070636054,0.0,0.0,-0.0
127263305,-0.40865648,0.52013415,-0.0070594004,0.0,0.0,-0.0
127283321,-0.40866363,0.52013916,-0.0070685595,0.0,0.0,-0.0
127303315,-0.40859815,0.520147,-0.007070834,0.0,0.0,-0.0
127323371,-0.408551,0.5201238,-0.007075744,0.0,0.0,-0.0
127343408,-0.4085115,0.52007216,-0.0070893127,0.0,0.0,-0.0
127363525,-0.40849045,0.52014273,-0.007065651,0.0,0.0,-0.0
127383548,-0.40845287,0.5202045,-0.007097618,0.0,0.0,-0.0
127403596,-0.4083333,0.5201808,-0.0070644356,0.0,0.0,-0.0
127423595,-0.40822938,0.52032924,-0.007055621,0.0,0.0,-0.0
127443651,-0.4081752,0.5203709,-0.007085913,0.0,0.0,-0.0
127463683,-0.40813354,0.5204591,-0.00708468,0.0,0.0,-0.0
127483793,-0.40813166,0.52043486,-0.007069931,0.0,0.0,-0.0
127503826,-0.40815452,0.52035314,-0.007091327,0.0,0.0,-0.0
127523879,-0.40824676,0.5203349,-0.0070670354,0.0,0.0,-0.0
127543903,-0.40823394,0.52028894,-0.007078581,0.0,0.0,-0.0
127563912,-0.4082669,0.5201481,-0.0070838993,0.0,0.0,-0.0
127583960,-0.4083629,0.52013445,-0.007086301,0.0,0.0,-0.0
127604077,-0.4083156,0.5200544,-0.0071001793,0.0,0.0,-0.0
127624115,-0.40842038,0.52008957,-0.007050096,0.0,0.0,-0.0
127644189,-0.408387,0.5201406,-0.0070709405,0.0,0.0,-0.0
127664153,-0.40838698,0.52017176,-0.0070643635,0.0,0.0,-0.0
127684189,-0.4083848,0.49633932,-0.0067746253,0.0,0.0,-0.0
127704238,-0.4082408,0.49632746,-0.0067537874,0.0,0.0,-0.0
127724284,-0.40824193,0.49633613,-0.0067520104,0.0,0.0,-0.0
127744382,-0.4083225,0.49630642,-0.0067691645,0.0,0.0,-0.0
127764484,-0.40833932,0.49622795,-0.006753501,0.0,0.0,-0.0
127784515,-0.40824085,0.52012074,-0.007091309,0.0,0.0,-0.0
127804537,-0.40822023,0.5201309,-0.0070889676,0.0,0.0,-0.0
127819555,-0.40821907,0.5201133,-0.0070635485,0.0,0.0,-0.0
127844693,-0.4082864,0.5199537,-0.007056875,0.0,0.0,-0.0
127864702,-0.4083684,0.5199611,-0.0070654643,0.0,0.0,-0.0
127884759,-0.4085343,0.5199472,-0.007081345,0.0,0.0,-0.0
127899788,-0.4084831,0.5199109,-0.007048548,0.0,0.0,-0.0
127924877,-0.40839902,0.5198325,-0.0070693423,0.0,0.0,-0.0
127944844,-0.40845558,0.5198538,-0.0070888605,0.0,0.0,-0.0
127959890,-0.40842098,0.5198474,-0.0070743747,0.0,0.0,-0.0
127984997,-0.40842184,0.5199606,-0.007076947,0.0,0.0,-0.0
128005034,-0.40837282,0.51994264,-0.0070715207,0.0,0.0,-0.0
128025124,-0.4083721,0.51985896,-0.0070614703,0.0,0.0,-0.0
128040072,-0.4083199,0.51983225,-0.0070712,0.0,0.0,-0.0
128065113,-0.40833482,0.519873,-0.0070436965,0.0,0.0,-0.0
128085162,-0.40841225,0.5199085,-0.0070535885,0.0,0.0,-0.0
128100251,-0.4083767,0.5198553,-0.0070690303,0.0,0.0,-0.0
128120271,-0.4083563,0.5197852,-0.0070525245,0.0,0.0,-0.0
128145343,-0.40842542,0.5198304,-0.0070753247,0.0,0.0,-0.0
128165340,-0.40843496,0.51983327,-0.0070899557,0.0,0.0,-0.0
128180362,-0.40836865,0.5199044,-0.007068486,0.0,0.0,-0.0
128205458,-0.40829003,0.5198663,-0.007038179,0.0,0.0,-0.0
128225546,-0.40829617,0.5198099,-0.007064168,0.0,0.0,-0.0
128245584,-0.40833068,0.51985276,-0.007060287,0.0,0.0,-0.0
128260598,-0.40838906,0.51982,-0.0070781712,0.0,0.0,-0.0
128285610,-0.40829957,0.5198586,-0.0070519834,0.0,0.0,-0.0
128305620,-0.40829286,0.51990044,-0.007048037,0.0,0.0,-0.0
128320645,-0.40829268,0.5198505,-0.0070505757,0.0,0.0,-0.0
128340699,-0.4083781,0.5197462,-0.007062082,0.0,0.0,-0.0
128365825,-0.4083821,0.5197201,-0.0070650224,0.0,0.0,-0.0
128385852,-0.40842378,0.5196475,-0.00708246,0.0,0.0,-0.0
128400873,-0.40837312,0.5195237,-0.007087931,0.0,0.0,-0.0
128425897,-0.40834445,0.5194714,-0.007060592,0.0,0.0,-0.0
128445950,-0.40833965,0.5193782,-0.0070550325,0.0,0.0,-0.0
128460971,-0.40833858,0.51931435,-0.0070547475,0.0,0.0,-0.0
128481008,-0.40828177,0.51926166,-0.007056293,0.0,0.0,-0.0
128506169,-0.40828186,0.51907927,-0.0070655113,0.0,0.0,-0.0
128526158,-0.4081974,0.5190543,-0.00704684,0.0,0.0,-0.0
128541201,-0.40820318,0.5191075,-0.0070545627,0.0,0.0,-0.0
128561230,-0.4082487,0.51915807,-0.0070447214,0.0,0.0,-0.0
128586259,-0.40816754,0.5191651,-0.0070646177,0.0,0.0,-0.0
128601283,-0.40801775,0.51922476,-0.007052142,0.0,0.0,-0.0
128621401,-0.40801892,0.519269,-0.0070514902,0.0,0.0,-0.0
128646461,-0.4079181,0.5192741,-0.007034799,0.0,0.0,-0.0
128661538,-0.40794423,0.5193148,-0.007047281,0.0,0.0,-0.0
128681469,-0.40790534,0.51937646,-0.007052079,0.0,0.0,-0.0
128701512,-0.4077145,0.5193586,-0.007025296,0.0,0.0,-0.0
128726571,-0.40747142,0.5192866,-0.007032603,0.0,0.0,-0.0
128741726,-0.40745923,0.5193087,-0.0070488416,0.0,0.0,-0.0
128761771,-0.4074259,0.51926583,-0.007063023,0.0,0.0,-0.0
128781803,-0.407403,0.51925683,-0.0070583713,0.0,0.0,-0.0
128801810,-0.40733665,0.5191778,-0.0070445365,0.0,0.0,-0.0
128821914,-0.40729234,0.5190879,-0.007013935,0.0,0.0,-0.0
128841981,-0.40740383,0.51912045,-0.0070193317,0.0,0.0,-0.0
128867081,-0.40747854,0.5191579,-0.0070408485,0.0,0.0,-0.0
128882096,-0.4075761,0.51928574,-0.007039763,0.0,0.0,-0.0
128902117,-0.4075854,0.5191705,-0.0070345206,0.0,0.0,-0.0
128922187,-0.40751255,0.5190014,-0.007046129,0.0,0.0,-0.0
128947234,-0.4075385,0.51889426,-0.007029311,0.0,0.0,-0.0
128962255,-0.40745783,0.5189528,-0.0070489235,0.0,0.0,-0.0
128982284,-0.40749466,0.51901466,-0.0070296526,0.0,0.0,-0.0
129002304,-0.4074492,0.51898026,-0.0070584486,0.0,0.0,-0.0
129022358,-0.40735373,0.5190282,-0.0070268703,0.0,0.0,-0.0
129042490,-0.4072935,0.5190613,-0.0070237042,0.0,0.0,-0.0
129062504,-0.40730774,0.5191214,-0.007029565,0.0,0.0,-0.0
129087564,-0.40742338,0.51910263,-0.0070240386,0.0,0.0,-0.0
129102584,-0.4073881,0.51909316,-0.007033774,0.0,0.0,-0.0
129122580,-0.4072564,0.5189738,-0.0070343977,0.0,0.0,-0.0
129142618,-0.40717697,0.5188942,-0.007053368,0.0,0.0,-0.0
129162628,-0.40727878,0.5189435,-0.0070360615,0.0,0.0,-0.0
129182714,-0.40726104,0.5188691,-0.0070505077,0.0,0.0,-0.0
129202754,-0.4071821,0.51881385,-0.0070525417,0.0,0.0,-0.0
129222765,-0.407181,0.51871747,-0.007031953,0.0,0.0,-0.0
129242772,-0.40706268,0.5187534,-0.007042607,0.0,0.0,-0.0
129262816,-0.40708083,0.5189156,-0.0070335176,0.0,0.0,-0.0
129282848,-0.4071676,0.51906747,-0.0070431367,0.0,0.0,-0.0
129302965,-0.40708095,0.51911163,-0.0070422785,0.0,0.0,-0.0
129323028,-0.40702525,0.5190515,-0.007040215,0.0,0.0,-0.0
129343051,-0.40690523,0.5189009,-0.007043364,0.0,0.0,-0.0
129363029,-0.40677372,0.5189048,-0.007022386,0.0,0.0,-0.0
129383088,-0.40670165,0.51897025,-0.007033299,0.0,0.0,-0.0
129403129,-0.40674505,0.518875,-0.0070483806,0.0,0.0,-0.0
129423284,-0.40683493,0.518717,-0.007030281,0.0,0.0,-0.0
129443263,-0.40675163,0.5186072,-0.0070437696,0.0,0.0,-0.0
129463304,-0.40675002,0.51856995,-0.007012422,0.0,0.0,-0.0
129483314,-0.4067466,0.51871026,-0.007021719,0.0,0.0,-0.0
129503368,-0.40671706,0.518815,-0.007029087,0.0,0.0,-0.0
129523401,-0.40670222,0.5188699,-0.007033783,0.0,0.0,-0.0
129543478,-0.40664488,0.5188274,-0.007053092,0.0,0.0,-0.0
129563559,-0.4066092,0.51875603,-0.007027405,0.0,0.0,-0.0
129583589,-0.40665263,0.5187049,-0.007022671,0.0,0.0,-0.0
129603591,-0.40678132,0.5187109,-0.0070306784,0.0,0.0,-0.0
129623665,-0.40675864,0.51862144,-0.00703259,0.0,0.0,-0.0
129643697,-0.4067728,0.51847804,-0.00703007,0.0,0.0,-0.0
129663718,-0.406736,0.5183651,-0.0070225145,0.0,0.0,-0.0
129683897,-0.40680102,0.51832974,-0.0070136525,0.0,0.0,-0.0
129703931,-0.4068772,0.51833594,-0.00703355,0.0,0.0,-0.0
129723949,-0.4068059,0.5182035,-0.007029688,0.0,0.0,-0.0
129744009,-0.40671757,0.5182036,-0.007015468,0.0,0.0,-0.0
129764075,-0.40663975,0.51817447,-0.007005127,0.0,0.0,-0.0
129784165,-0.40652066,0.51821643,-0.0070026144,0.0,0.0,-0.0
129804209,-0.40645024,0.5182788,-0.0070113847,0.0,0.0,-0.0
129824227,-0.40641886,0.5183587,-0.0070167864,0.0,0.0,-0.0
129844284,-0.4063561,0.51828563,-0.0070081926,0.0,0.0,-0.0
129864287,-0.40632725,0.5183026,-0.007009918,0.0,0.0,-0.0
129884285,-0.4064656,0.5182429,-0.0070030075,0.0,0.0,-0.0
129904460,-0.40659088,0.5182563,-0.0070204074,0.0,0.0,-0.0
129924448,-0.40672827,0.51810056,-0.007025072,0.0,0.0,-0.0
129944460,-0.40676615,0.5179589,-0.0070242137,0.0,0.0,-0.0
129964510,-0.40679467,0.51780057,-0.0070056943,0.0,0.0,-0.0
129984504,-0.406888,0.5178027,-0.0070153195,0.0,0.0,-0.0049309665
130004607,-0.40699744,0.5178796,-0.0070227543,0.0,0.0,-0.01775148
130024588,-0.4068959,0.5178514,-0.007024119,0.0,0.0,-0.0591716
130044709,-0.4067848,0.5178984,-0.007002366,0.0,0.0,-0.081854045
130064745,-0.40658832,0.5179258,-0.0070046005,0.0,0.0,-0.082840234
130084751,-0.40621078,0.5181355,-0.006981004,0.0,0.0,-0.082840234
130104851,-0.4065502,0.5181582,-0.0071603553,0.0,0.0,-0.08382643
130124879,-0.406536,0.5180972,-0.0069964267,0.0,0.0,-0.08382643
130139921,-0.40637583,0.518109,-0.0069686132,0.0,0.0,-0.08382643
130164905,-0.4063998,0.5179279,-0.006998869,0.0,0.0,-0.08382643
130184930,-0.40637878,0.5178393,-0.007004115,0.0,0.0,-0.08382643
130205008,-0.4063986,0.5179436,-0.007007394,0.0,0.0,-0.082840234
130225085,-0.40653795,0.5178907,-0.0070371307,0.0,0.0,-0.082840234
130245127,-0.40655616,0.5178984,-0.0069312514,0.0,0.0,-0.082840234
130265172,-0.40713072,0.5176052,-0.007887813,0.0,0.0,-0.082840234
130280186,-0.40740576,0.51733905,-0.006431816,0.0,0.0,-0.081854045
130305207,-0.40673643,0.5174178,-0.006811985,0.0,0.0,-0.081854045
130325246,-0.4061357,0.51749355,-0.006672584,0.0,0.0,-0.081854045
130345286,-0.40665355,0.5175985,-0.0069021317,0.0,0.0,-0.081854045
130360375,-0.4063333,0.51773024,-0.006928323,0.0,0.0,-0.081854045
130385449,-0.4059648,0.517637,-0.007029353,0.0,0.0,-0.081854045
130405461,-0.40573674,0.5175185,-0.007137076,0.0,0.0,-0.081854045
130420487,-0.40598607,0.5173308,-0.0070907148,0.0,0.0,-0.081854045
130445533,-0.40656793,0.51711786,-0.007034073,0.0,0.0,-0.081854045
130465567,-0.4064029,0.5168844,-0.006890864,0.0,0.0,-0.081854045
130485666,-0.40595916,0.51674396,-0.0068630558,0.0,0.0,-0.081854045
130500690,-0.40580788,0.51659155,-0.0069365427,0.0,0.0,-0.081854045
130525761,-0.40612388,0.51625174,-0.0070133246,0.0,0.0,-0.081854045
130545761,-0.40651482,0.51604295,-0.007009124,0.0,0.0,-0.081854045
130560797,-0.40638724,0.51589006,-0.006931615,0.0,0.0,-0.081854045
130580835,-0.4058003,0.515849,-0.0070165275,0.0,0.0,-0.081854045
130605949,-0.40566155,0.5155525,-0.0070434147,0.0,0.0,-0.081854045
130621025,-0.40573755,0.51526374,-0.0069422894,0.0,0.0,-0.081854045
130641079,-0.40556547,0.5151818,-0.006952298,0.0,0.0,-0.081854045
130666132,-0.4056571,0.5149602,-0.0069161938,0.0,0.0,-0.081854045
130686100,-0.4056972,0.51463604,-0.0069618872,0.0,0.0,-0.081854045
130701185,-0.40560225,0.51421636,-0.006912322,0.0,0.0,-0.081854045
130721267,-0.4057584,0.5137418,-0.006860058,0.0,0.0,-0.081854045
130746330,-0.40603465,0.51380515,-0.006901382,0.0,0.0,-0.081854045
130761341,-0.40587413,0.5137022,-0.0069348197,0.0,0.0,-0.08974359
130781358,-0.4061284,0.5135892,-0.007083156,0.0,0.0,-0.09171598
130801402,-0.40556216,0.51312923,-0.006855264,0.0,0.0,-0.16532545
130826451,-0.40544996,0.5129755,-0.007072432,0.0,0.0,-0.16532545
130841560,-0.40525702,0.5129182,-0.007366783,0.0,0.0,-0.16615385
130861561,-0.40383303,0.51204175,-0.007252919,0.0,0.0,-0.16615385
130881624,-0.4029311,0.5097362,-0.007466755,0.0,0.0,-0.16615385
130906615,-0.40347284,0.5075169,-0.0076428466,0.0,0.0,-0.16615385
130921662,-0.40388736,0.5076553,-0.007719825,0.0,0.0,-0.16615385
130941699,-0.4055408,0.5069621,-0.007871825,0.0,0.0,-0.18769231
130966823,-0.4047936,0.5051853,-0.0079079475,0.0,0.0,-0.18769231
130981866,-0.403689,0.5040022,-0.007949926,0.0,0.0,-0.18769231
131001918,-0.40237164,0.5021721,-0.00830636,0.0,0.0,-0.18852071
131021931,-0.40321553,0.5016241,-0.008808776,0.0,0.0,-0.18852071
131046945,-0.4032884,0.5009317,-0.009011513,0.0,0.0,-0.18934911
131062004,-0.4022395,0.501524,-0.00928787,0.0,0.0,-0.18934911
131082034,-0.40173107,0.50023985,-0.009324003,0.0,0.0,-0.18934911
131102180,-0.4026816,0.4985509,-0.010372089,0.0,0.0,-0.18934911
131122161,-0.40185887,0.4971032,-0.010372019,0.0,0.0,-0.18934911
131142187,-0.40147874,0.49697462,-0.011064075,0.0,0.0,-0.19017752
131162175,-0.4001751,0.49615923,-0.009922615,0.0,0.0,-0.19017752
131187219,-0.40370724,0.4934929,-0.009964578,0.0,0.0,-0.19017752
131202302,-0.39988357,0.49438122,-0.010071224,0.0,0.0,-0.19017752
131222373,-0.3998895,0.49331278,-0.010066629,0.0,0.0,-0.19017752
131242398,-0.3999563,0.49321693,-0.011414736,0.0,0.0,-0.19017752
