timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
93113471,0.0,0.0,0.0,-0.0043044,0.013065913,-0.021911621,0.0,0.0,0.0,0.0075431466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25779477,0.2577951,4.060656,0.0,0.0,0.0,0.09014648,0.0,0.0,0.0,0.0,0.0,0.00022299134,0.00063339743,0.0014346893,0.0,0.0,0.0,0.0,0.0,0.0
93315872,0.0,0.0,0.0,-0.0043857,0.012913031,-0.26287842,0.0,0.0,0.0,0.0070836544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25792322,0.2579236,4.061166,0.0,0.0,0.0,0.09014684,0.0,0.0,0.0,0.0,0.0,0.00019198397,0.002015388,0.00608955,0.0,0.0,0.0,0.0,0.0,0.0
93517470,0.0,0.0,0.0,-0.0046675396,0.012985219,-0.10803223,0.0,0.0,0.0,0.006780684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25802743,0.25802788,4.061673,0.0,0.0,0.0,0.09014672,0.0,0.0,0.0,0.0,0.0,0.00019156186,0.0020731217,0.006923276,0.0,0.0,0.0,0.0,0.0,0.0
93722270,0.0,0.0,0.0,-0.0047095167,0.012768785,-0.18804932,0.0,0.0,0.0,0.007493317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25793478,0.25793526,4.0614715,0.0,0.0,0.0,0.090146534,0.0,0.0,0.0,0.0,0.0,0.00020971107,0.004625663,0.015234338,0.0,0.0,0.0,0.0,0.0,0.0
93930270,0.0,0.0,0.0,-0.0049020983,0.012600648,-0.13201904,0.0,0.0,0.0,0.0075776577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25775117,0.25775167,4.060827,0.0,0.0,0.0,0.0901464,0.0,0.0,0.0,0.0,0.0,0.00024187237,0.0059922896,0.019730128,0.0,0.0,0.0,0.0,0.0,0.0
94131070,0.0,0.0,0.0,-0.0050403457,0.0125568,0.095581055,0.0,0.0,0.0,0.007237971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25765365,0.25765422,4.060421,0.0,0.0,0.0,0.090146296,0.0,0.0,0.0,0.0,0.0,0.00023062233,0.0041939467,0.0144601725,0.0,0.0,0.0,0.0,0.0,0.0
94335871,0.0,0.0,0.0,-0.004972066,0.012691981,0.18469238,0.0,0.0,0.0,0.0073753595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575797,0.2575803,4.060047,0.0,0.0,0.0,0.09014618,0.0,0.0,0.0,0.0,0.0,0.00020651204,0.0012309756,0.0049431585,0.0,0.0,0.0,0.0,0.0,0.0
94535870,0.0,0.0,0.0,-0.004993876,0.01341786,0.07733154,0.0,0.0,0.0,0.0073595047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25778416,0.25778484,4.0607686,0.0,0.0,0.0,0.090146124,0.0,0.0,0.0,0.0,0.0,0.00022390422,0.0028410042,0.008236258,0.0,0.0,0.0,0.0,0.0,0.0
94736673,0.0,0.0,0.0,-0.004861686,0.013738336,-0.18969727,0.0,0.0,0.0,0.0069037676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25776714,0.25776783,4.0606723,0.0,0.0,0.0,0.09014594,0.0,0.0,0.0,0.0,0.0,0.00020526066,0.0007930235,0.0024826238,0.0,0.0,0.0,0.0,0.0,0.0
94945478,0.0,0.0,0.0,-0.0047372505,0.014544969,-0.21191406,0.0,0.0,0.0,0.007178068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579634,0.2579641,4.061459,0.0,0.0,0.0,0.09014584,0.0,0.0,0.0,0.0,0.0,0.00020617039,0.0017155131,0.0052828914,0.0,0.0,0.0,0.0,0.0,0.0
95145474,0.0,0.0,0.0,-0.0043805405,0.014783376,0.08380127,0.0,0.0,0.0,0.007541001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25788933,0.25789008,4.0612516,0.0,0.0,0.0,0.09014574,0.0,0.0,0.0,0.0,0.0,0.00020444691,0.00020175701,0.00026024,0.0,0.0,0.0,0.0,0.0,0.0
95346270,0.0,0.0,0.0,-0.004055182,0.015080842,0.3482666,0.0,0.0,0.0,0.00661999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25775668,0.25775737,4.0607586,0.0,0.0,0.0,0.0901457,0.0,0.0,0.0,0.0,0.0,0.00020010819,0.0022400012,0.0068665957,0.0,0.0,0.0,0.0,0.0,0.0
95555070,0.0,0.0,0.0,-0.0036714834,0.015509806,0.06542969,0.0,0.0,0.0,0.0070014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25767347,0.25767413,4.0603805,0.0,0.0,0.0,0.09014561,0.0,0.0,0.0,0.0,0.0,0.00022271702,0.003079019,0.009981207,0.0,0.0,0.0,0.0,0.0,0.0
95755070,0.0,0.0,0.0,-0.0034179226,0.015844807,-0.032592773,0.0,0.0,0.0,0.006435573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25767225,0.2576729,4.0603027,0.0,0.0,0.0,0.09014565,0.0,0.0,0.0,0.0,0.0,0.00020332879,0.002581478,0.00888616,0.0,0.0,0.0,0.0,0.0,0.0
95955870,0.0,0.0,0.0,-0.0031859286,0.016317595,-0.1930542,0.0,0.0,0.0,0.0064753294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25773874,0.2577394,4.060505,0.0,0.0,0.0,0.09014555,0.0,0.0,0.0,0.0,0.0,0.00022084928,0.0037142546,0.011070417,0.0,0.0,0.0,0.0,0.0,0.0
96163870,0.0,0.0,0.0,-0.0031087326,0.0166225,-0.22827148,0.0,0.0,0.0,0.0065306425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25765616,0.25765678,4.0601287,0.0,0.0,0.0,0.09014552,0.0,0.0,0.0,0.0,0.0,0.00025062286,0.0048510674,0.01551055,0.0,0.0,0.0,0.0,0.0,0.0
96360670,0.0,0.0,0.0,-0.0031038607,0.017066834,0.16790771,0.0,0.0,0.0,0.0063277483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25765625,0.25765684,4.0600452,0.0,0.0,0.0,0.090145424,0.0,0.0,0.0,0.0,0.0,0.00020344845,0.0006611399,0.0022262582,0.0,0.0,0.0,0.0,0.0,0.0
96569470,0.0,0.0,0.0,-0.0031117955,0.017806768,-0.27441406,0.0,0.0,0.0,0.0062395334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577583,0.2577589,4.0604196,0.0,0.0,0.0,0.0901454,0.0,0.0,0.0,0.0,0.0,0.00020361821,0.0025415937,0.0081862835,0.0,0.0,0.0,0.0,0.0,0.0
96769472,0.0,0.0,0.0,-0.0031399017,0.01839674,-0.19146729,0.0,0.0,0.0,0.0061526895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25789252,0.2578931,4.0609207,0.0,0.0,0.0,0.090145536,0.0,0.0,0.0,0.0,0.0,0.00017880728,0.0005741079,0.0010484586,0.0,0.0,0.0,0.0,0.0,0.0
96970270,0.0,0.0,0.0,-0.0032036556,0.018289864,-0.061462402,0.0,0.0,0.0,0.0064757466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25776535,0.2577659,4.06045,0.0,0.0,0.0,0.09014543,0.0,0.0,0.0,0.0,0.0,0.00019108217,0.0014365353,0.004067015,0.0,0.0,0.0,0.0,0.0,0.0
97179070,0.0,0.0,0.0,-0.00274082,0.018783957,0.24578857,0.0,0.0,0.0,0.005903363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577543,0.2577548,4.060365,0.0,0.0,0.0,0.09014533,0.0,0.0,0.0,0.0,0.0,0.0001892161,0.0023760544,0.007524857,0.0,0.0,0.0,0.0,0.0,0.0
97380670,0.0,0.0,0.0,-0.002395634,0.019132165,-0.10473633,0.0,0.0,0.0,0.005500853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25788245,0.25788295,4.0608435,0.0,0.0,0.0,0.09014539,0.0,0.0,0.0,0.0,0.0,0.00019316172,0.0011468679,0.0030116488,0.0,0.0,0.0,0.0,0.0,0.0
97580670,0.0,0.0,0.0,-0.0022206318,0.019006833,-0.06689453,0.0,0.0,0.0,0.0053277016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25783652,0.25783697,4.060701,0.0,0.0,0.0,0.0901453,0.0,0.0,0.0,0.0,0.0,0.0001877468,0.0012505939,0.003046922,0.0,0.0,0.0,0.0,0.0,0.0
97781470,0.0,0.0,0.0,-0.001957886,0.019738166,0.06530762,0.0,0.0,0.0,0.005461693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25778204,0.25778246,4.0604963,0.0,0.0,0.0,0.09014528,0.0,0.0,0.0,0.0,0.0,0.00017475251,0.0013661576,0.0042576413,0.0,0.0,0.0,0.0,0.0,0.0
97981475,0.0,0.0,0.0,-0.002289069,0.020155711,-0.0234375,0.0,0.0,0.0,0.004873574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25767684,0.25767726,4.060057,0.0,0.0,0.0,0.09014522,0.0,0.0,0.0,0.0,0.0,0.00018287034,0.00082393247,0.0015538008,0.0,0.0,0.0,0.0,0.0,0.0
98186273,0.0,0.0,0.0,-0.0023970974,0.019894287,-0.19647217,0.0,0.0,0.0,0.00513041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25759465,0.25759503,4.0596433,0.0,0.0,0.0,0.09014511,0.0,0.0,0.0,0.0,0.0,0.0002160943,0.0025462862,0.0076300357,0.0,0.0,0.0,0.0,0.0,0.0
98387080,0.0,0.0,0.0,-0.0030065496,0.019940658,-0.19543457,0.0,0.0,0.0,0.0064237714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577153,0.2577157,4.060011,0.0,0.0,0.0,0.09014523,0.0,0.0,0.0,0.0,0.0,0.00020641657,0.0020444274,0.0064470586,0.0,0.0,0.0,0.0,0.0,0.0
98595070,0.0,0.0,0.0,-0.003218343,0.019857975,0.16168213,0.0,0.0,0.0,0.0066206455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25776517,0.2577656,4.0601754,0.0,0.0,0.0,0.09014529,0.0,0.0,0.0,0.0,0.0,0.00019889281,0.0009160878,0.0026640554,0.0,0.0,0.0,0.0,0.0,0.0
98796670,0.0,0.0,0.0,-0.0032923673,0.020005278,-0.013366699,0.0,0.0,0.0,0.00646919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25788507,0.25788546,4.0606303,0.0,0.0,0.0,0.090145126,0.0,0.0,0.0,0.0,0.0,0.00021506072,0.0012209739,0.004043499,0.0,0.0,0.0,0.0,0.0,0.0
99001470,0.0,0.0,0.0,-0.0033799165,0.01926538,0.3394165,0.0,0.0,0.0,0.006669283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25768638,0.25768676,4.0598493,0.0,0.0,0.0,0.09014503,0.0,0.0,0.0,0.0,0.0,0.00021165055,0.0014344641,0.0039546695,0.0,0.0,0.0,0.0,0.0,0.0
99201477,0.0,0.0,0.0,-0.0036003126,0.019201849,-0.075805664,0.0,0.0,0.0,0.0067849755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25771993,0.25772035,4.059892,0.0,0.0,0.0,0.09014509,0.0,0.0,0.0,0.0,0.0,0.00021725983,0.0018183485,0.005513712,0.0,0.0,0.0,0.0,0.0,0.0
99402278,0.0,0.0,0.0,-0.0039266953,0.01881949,0.0014038086,0.0,0.0,0.0,0.004924178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577032,0.25770363,4.0597744,0.0,0.0,0.0,0.09014506,0.0,0.0,0.0,0.0,0.0,0.0002440243,0.00551539,0.017677454,0.0,0.0,0.0,0.0,0.0,0.0
99611070,0.0,0.0,0.0,-0.004845591,0.017968297,-0.0012817383,0.0,0.0,0.0,0.0049834847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25769445,0.2576949,4.059658,0.0,0.0,0.0,0.090145275,0.0,0.0,0.0,0.0,0.0,0.00019900074,0.0009808942,0.0039062104,0.0,0.0,0.0,0.0,0.0,0.0
99811070,0.0,0.0,0.0,-0.005014538,0.017668556,-0.13665771,0.0,0.0,0.0,0.0035233498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25774965,0.25775012,4.0598245,0.0,0.0,0.0,0.09014533,0.0,0.0,0.0,0.0,0.0,0.00015951516,0.00017190233,0.00066356844,0.0,0.0,0.0,0.0,0.0,0.0
100011870,0.0,0.0,0.0,-0.006925381,0.016639,0.0034179688,0.0,0.0,0.0,0.0014070868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578596,0.2578601,4.060229,0.0,0.0,0.0,0.09014522,0.0,0.0,0.0,0.0,0.0,0.00015006575,0.001264942,0.003712628,0.0,0.0,0.0,0.0,0.0,0.0
100213470,0.0,0.0,0.0,-0.006300557,0.016467165,-0.27398682,0.0,0.0,0.0,0.0013434887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25773385,0.25773436,4.059755,0.0,0.0,0.0,0.090145126,0.0,0.0,0.0,0.0,0.0,0.00013326893,0.0008460387,0.0022723733,0.0,0.0,0.0,0.0,0.0,0.0
100422270,0.0,0.0,0.0,-0.007566459,0.015376004,-0.2774048,0.0,0.0,0.0,-0.0012680292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25766373,0.2576642,4.059402,0.0,0.0,0.0,0.090145275,0.0,0.0,0.0,0.0,0.0,0.00013513182,0.00085035403,0.0015945779,0.0,0.0,0.0,0.0,0.0,0.0
100622270,0.0,0.0,0.0,-0.0071198414,0.016870173,-0.2642212,0.0,0.0,0.0,0.0007224083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25760275,0.25760323,4.05905,0.0,0.0,0.0,0.0901451,0.0,0.0,0.0,0.0,0.0,0.00015548905,0.0027003936,0.0080116065,0.0,0.0,0.0,0.0,0.0,0.0
100827070,0.0,0.0,0.0,-0.0066908346,0.0162185,-0.17340088,0.0,0.0,0.0,0.001676321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25768754,0.25768805,4.059253,0.0,0.0,0.0,0.09014508,0.0,0.0,0.0,0.0,0.0,0.00013960815,0.0011269315,0.0030425687,0.0,0.0,0.0,0.0,0.0,0.0
101027070,0.0,0.0,0.0,-0.004610471,0.016361812,-0.16375732,0.0,0.0,0.0,0.0026037097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577217,0.25772217,4.0593176,0.0,0.0,0.0,0.09014506,0.0,0.0,0.0,0.0,0.0,0.00015439246,0.0013924779,0.004446916,0.0,0.0,0.0,0.0,0.0,0.0
101231870,0.0,0.0,0.0,-0.004153995,0.016624784,0.14941406,0.0,0.0,0.0,-0.0007762909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578232,0.25782368,4.0596504,0.0,0.0,0.0,0.090145275,0.0,0.0,0.0,0.0,0.0,0.00015249038,0.002149035,0.0070483056,0.0,0.0,0.0,0.0,0.0,0.0
101432670,0.0,0.0,0.0,-0.00330527,0.01736042,-0.21173096,0.0,0.0,0.0,0.0005200505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577817,0.2577822,4.0594935,0.0,0.0,0.0,0.09014517,0.0,0.0,0.0,0.0,0.0,0.0001811493,0.0071244417,0.0233285,0.0,0.0,0.0,0.0,0.0,0.0
101632670,0.0,0.0,0.0,-0.003293274,0.016707813,-0.05731201,0.0,0.0,0.0,1.7344952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25768647,0.25768694,4.0590997,0.0,0.0,0.0,0.09014508,0.0,0.0,0.0,0.0,0.0,0.00018935019,0.0063657966,0.021475988,0.0,0.0,0.0,0.0,0.0,0.0
101833470,0.0,0.0,0.0,-0.0031132698,0.01676652,-0.07098389,0.0,0.0,0.0,-0.0037685037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576131,0.25761354,4.0587344,0.0,0.0,0.0,0.09014514,0.0,0.0,0.0,0.0,0.0,0.0002010441,0.006831995,0.02347407,0.0,0.0,0.0,0.0,0.0,0.0
102042270,0.0,0.0,0.0,-0.0038775618,0.016813437,-0.1505127,0.0,0.0,0.0,-0.002922535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576878,0.25768828,4.05895,0.0,0.0,0.0,0.090145044,0.0,0.0,0.0,0.0,0.0,0.00016784464,0.0027196424,0.010339758,0.0,0.0,0.0,0.0,0.0,0.0
102243912,0.0,0.0,0.0,-0.0043322477,0.016846262,0.15124512,0.0,0.0,0.0,-0.002778411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25768283,0.2576833,4.058881,0.0,0.0,0.0,0.09014504,0.0,0.0,0.0,0.0,0.0,0.00017196512,0.004419539,0.015399877,0.0,0.0,0.0,0.0,0.0,0.0
102443870,0.0,0.0,0.0,-0.0048294575,0.017309783,-0.0423584,0.0,0.0,0.0,-0.0029256344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579194,0.25791994,4.0597034,0.0,0.0,0.0,0.09014518,0.0,0.0,0.0,0.0,0.0,0.00015744059,0.0021350519,0.007844701,0.0,0.0,0.0,0.0,0.0,0.0
