timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
208628717,0.0,0.0,0,36,58150,65536,0,3,122
209631828,78.55957,78.279564,0,36,8916,65536,0,3,122
210632897,106.80664,53.27955,0,36,5791,65536,0,3,122
211633900,132.04004,43.930622,0,36,5950,65536,0,3,122
212634950,156.51758,39.063972,0,36,6624,65536,0,3,122
213635899,182.42578,36.429436,0,36,5715,65536,0,3,122
214636903,208.13477,34.639175,0,36,5633,65536,0,3,122
215637978,232.78809,33.209293,0,36,6177,65536,0,3,122
216639031,260.1328,32.47284,0,36,3915,65536,0,3,122
217639903,283.22266,31.428495,0,36,6177,65536,0,3,122
218640941,308.40723,30.801636,0,36,6482,65536,0,3,122
