timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
718688570,92.02051,91.72167,26,605,3912,8192,0,3,142
719689370,124.70215,62.224823,26,605,11,8192,0,3,142
720690996,148.02734,49.249138,26,605,5674,8192,0,3,142
721691268,182.19824,45.48184,26,605,50,8192,0,3,142
722695389,208.0,41.516327,26,605,3233,8192,0,3,142
723696817,240.0,39.923447,26,605,351,8192,0,3,142
724697778,269.12207,38.377666,26,605,231,8192,0,3,142
725700109,296.0,36.93169,26,605,2466,8192,0,3,142
726703906,324.0703,35.933575,26,605,3851,8192,0,3,142
727704288,357.1211,35.64447,26,605,203,8192,0,3,142
728705736,384.0,34.844395,26,605,3011,8192,0,3,142
729706358,416.0,34.605972,26,605,284,8192,0,3,142
730707280,445.2666,34.193493,26,605,423,8192,0,3,142
731708341,472.0,33.658916,26,605,3139,8192,0,3,142
732709262,504.0,33.546436,26,605,373,8192,0,3,142
733710988,533.40137,33.284172,26,605,717,8192,0,3,142
734711267,560.0,32.890957,26,605,3397,8192,0,3,142
735713965,592.0,32.83679,26,605,840,8192,0,3,142
736716768,621.9297,32.67904,26,605,403,8192,0,3,142
737717866,648.0,32.347347,26,605,4108,8192,0,3,142
738720380,680.0,32.32698,26,605,2140,8192,0,3,142
739724462,708.00684,32.124958,26,605,3869,8192,0,3,142
740728017,740.63086,32.141663,26,605,667,8192,0,3,142
741728789,768.0,31.942137,26,605,2562,8192,0,3,142
742729772,796.0615,31.785933,26,605,3918,8192,0,3,142
743730890,828.31836,31.802647,26,605,808,8192,0,3,142
744731807,856.0,31.649202,26,605,3185,8192,0,3,142
745732767,888.0,31.660625,26,605,2066,8192,0,3,142
746733782,920.0,31.671206,26,605,681,8192,0,3,142
