timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
63451917,0.0,0.0,0,13,57830,65536,0,3,122
64454164,78.302734,77.37355,0,13,9123,65536,0,3,122
65455975,106.54785,52.908333,0,13,5989,65536,0,3,122
66456268,132.04492,43.80887,0,13,5609,65536,0,3,122
67457073,156.86816,39.071316,0,13,5979,65536,0,3,122
68458024,182.16699,36.31813,0,13,5883,65536,0,3,122
69459074,207.30273,34.4533,0,13,5832,65536,0,3,122
70460008,232.4873,33.127983,0,13,5832,65536,0,3,122
71461141,260.0088,32.42415,0,13,3439,65536,0,3,122
72461994,282.92188,31.366621,0,13,5832,65536,0,3,122
73463002,308.05762,30.741674,0,13,6135,65536,0,3,122
