timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
30638502,0.0,0.0,0,23,57136,65536,0,3,122
31643053,77.22656,76.826675,0,23,9087,65536,0,3,122
32644906,105.19336,52.41172,0,23,5935,65536,0,3,122
33645868,132.0625,43.903454,0,23,4042,65536,0,3,122
34646881,155.06348,38.678513,0,23,5943,65536,0,3,122
35647913,180.08398,35.94444,0,23,5658,65536,0,3,122
36648888,204.9414,34.094166,0,23,5825,65536,0,3,122
37649916,230.27832,32.840286,0,23,5384,65536,0,3,122
38650889,256.0,31.947924,0,23,4879,65536,0,3,122
39651875,283.70508,31.473734,0,23,3319,65536,0,3,122
40652909,307.18164,30.671968,0,23,6643,65536,0,3,122
