timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
79034255,0.0,0.0,0,24,57746,65536,0,3,122
80038840,78.16016,77.77648,0,24,9166,65536,0,3,122
81040525,106.13281,52.891388,0,24,6311,65536,0,3,122
82041494,132.14355,43.936737,0,24,6075,65536,0,3,122
83042657,157.54688,39.300747,0,24,6176,65536,0,3,122
84043561,183.31055,36.591457,0,24,5790,65536,0,3,122
85044499,208.71387,34.724354,0,24,6058,65536,0,3,122
86045487,234.26465,33.411106,0,24,6008,65536,0,3,122
87046494,260.0498,32.455162,0,24,5790,65536,0,3,122
88047495,265.49707,29.455204,0,24,26493,65536,0,3,122
89048641,316.66406,31.619814,0,24,262,65536,0,3,122
90049685,336.86523,30.58025,0,24,5690,65536,0,3,122
91050511,367.83105,30.610233,0,24,262,65536,0,3,122
92051567,388.03516,29.808365,0,24,5737,65536,0,3,122
93052486,418.8838,29.880617,0,24,251,65536,0,3,122
94053761,444.54883,29.597414,0,24,251,65536,0,3,122
95054502,470.1494,29.346563,0,24,270,65536,0,3,122
96056123,495.55273,29.112116,0,24,421,65536,0,3,122
97056534,522.8594,29.01127,0,24,452,65536,0,3,122
98057506,550.14453,28.919056,0,24,351,65536,0,3,122
99058765,576.0,28.764248,0,24,1714,65536,0,3,122
100059513,604.3906,28.745455,0,24,548,65536,0,3,122
101060652,631.6221,28.675234,0,24,502,65536,0,3,122
102061681,658.9072,28.613586,0,24,401,65536,0,3,122
103062603,686.0156,28.549849,0,24,548,65536,0,3,122
104063498,713.2471,28.496151,0,24,502,65536,0,3,122
105064583,740.43555,28.44473,0,24,552,65536,0,3,122
106066257,768.0,28.410404,0,24,282,65536,0,3,122
107066571,794.8291,28.353678,0,24,598,65536,0,3,122
108067592,822.1289,28.316477,0,24,552,65536,0,3,122
109068495,849.8096,28.294365,0,24,501,65536,0,3,122
110069612,877.0713,28.260073,0,24,648,65536,0,3,122
111070496,904.3428,28.228437,0,24,619,65536,0,3,122
112071588,931.14453,28.184319,0,24,770,65536,0,3,122
113073385,958.0781,28.146088,0,24,669,65536,0,3,122
114073493,985.37305,28.12171,0,24,526,65536,0,3,122
