timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
257525426,88.0,87.705574,9,154,6039,8192,0,3,142
258526080,116.0,57.883915,9,154,5674,8192,0,3,142
259527031,149.38477,49.71268,9,154,61,8192,0,3,142
260527766,172.11426,42.96737,9,154,5126,8192,0,3,142
261528772,205.13672,40.972416,9,154,61,8192,0,3,142
262529983,228.55566,38.04243,9,154,4540,8192,0,3,142
263531428,261.21484,37.266582,9,154,111,8192,0,3,142
264531769,288.0,35.9564,9,154,1399,8192,0,3,142
265534436,317.19824,35.19588,9,157,100,8192,0,3,142
266537267,344.0,34.347797,9,171,596,8192,0,3,142
267538390,368.0,33.40498,9,185,3991,8192,0,3,142
268539307,396.09766,32.96079,9,185,3679,8192,0,3,142
269540269,424.0,32.569786,9,185,3793,8192,0,3,142
270541335,452.03906,32.244133,9,185,3689,8192,0,3,142
271542393,480.0,31.956701,9,185,3667,8192,0,3,142
272543286,508.03516,31.710148,9,185,3489,8192,0,3,142
273544696,536.0,31.4875,9,185,3292,8192,0,3,142
274545328,564.0342,31.294792,9,185,3045,8192,0,3,142
275546263,592.0,31.118269,9,185,2988,8192,0,3,142
276547340,620.04004,30.96288,9,185,3145,8192,0,3,142
277548308,648.0,30.818634,9,185,2854,8192,0,3,142
278550280,678.51855,30.802252,9,185,353,8192,0,3,142
279550373,704.0,30.571075,9,185,2840,8192,0,3,142
280551307,734.2217,30.555347,9,185,353,8192,0,3,142
281552269,760.0,30.363321,9,185,2706,8192,0,3,142
282553314,790.208,30.356136,9,185,353,8192,0,3,142
283554312,816.0,30.186172,9,185,2812,8192,0,3,142
284555269,846.2422,30.187141,9,185,424,8192,0,3,142
285556588,872.0,30.033216,9,185,2678,8192,0,3,142
286557300,900.4121,29.978529,9,185,2044,8192,0,3,142
287558263,928.0,29.900574,9,185,2113,8192,0,3,142
288559270,957.4629,29.885973,9,185,453,8192,0,3,142
289560274,984.0,29.7837,9,185,1979,8192,0,3,142
290562114,1013.5664,29.775707,9,185,453,8192,0,3,142
291562270,1040.0,29.680197,9,185,2205,8192,0,3,142
292563281,1069.7383,29.680975,9,185,556,8192,0,3,142
293564287,1096.0,29.587862,9,185,2294,8192,0,3,142
294565409,1125.6592,29.588861,9,185,623,8192,0,3,142
295566490,1152.0,29.504856,9,185,2291,8192,0,3,142
296567323,1184.0,29.56655,9,185,405,8192,0,3,142
297568489,1212.9102,29.549719,9,185,733,8192,0,3,142
298569588,1240.0,29.490442,9,185,3461,8192,0,3,142
299570261,1272.0,29.548279,9,185,762,8192,0,3,142
300571346,1301.0635,29.536545,9,185,827,8192,0,3,142
301572548,1328.0,29.478043,9,185,3076,8192,0,3,142
302574260,1356.0986,29.446995,9,185,3771,8192,0,3,142
303574298,1388.0449,29.500088,9,185,596,8192,0,3,142
304575705,1416.0,29.467073,9,185,1968,8192,0,3,142
305576309,1444.1133,29.439112,9,185,3924,8192,0,3,142
306577262,1477.1533,29.51049,9,185,1198,8192,0,3,142
307578351,1508.0186,29.536398,9,185,605,8192,0,3,142
