timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1333894470,92.100586,91.91033,16,1873,3170,8192,0,3,142
1334896406,120.0,59.880062,16,1873,4029,8192,0,3,142
1335899752,148.28223,49.306576,16,1873,4754,8192,0,3,142
1336900637,182.09082,45.429153,16,1873,61,8192,0,3,142
1337901713,208.0,41.52266,16,1873,3626,8192,0,3,142
1338902886,240.0,39.930214,16,1873,1294,8192,0,3,142
1339904896,270.9619,38.63987,16,1873,111,8192,0,3,142
1340908412,300.4619,37.48272,16,1873,241,8192,0,3,142
1341909393,328.0,36.375763,16,1873,2341,8192,0,3,142
1342910138,356.02344,35.539314,16,1873,3885,8192,0,3,142
1343911148,390.0625,35.39989,16,1881,461,8192,0,3,142
1344913541,416.0,34.6057,16,1909,3415,8192,0,3,142
1345916636,448.0,34.39741,16,1929,1309,8192,0,3,142
1346917636,476.06445,33.943417,16,1949,3329,8192,0,3,142
1347919045,509.35645,33.896885,16,1969,406,8192,0,3,142
1348919672,536.0,33.442997,16,1991,3661,8192,0,3,142
1349920630,568.0,33.356373,16,2014,1328,8192,0,3,142
1350921637,598.7031,33.207348,16,2035,353,8192,0,3,142
1351922884,628.5293,33.0275,16,2051,303,8192,0,3,142
1352928461,656.0,32.740967,16,2056,3765,8192,0,3,142
1353928597,688.0,32.705532,16,2079,1845,8192,0,3,142
1354929394,716.0,32.490818,16,2098,3981,8192,0,3,142
1355930193,749.4795,32.532608,16,2114,706,8192,0,3,142
1356931147,780.1084,32.45212,16,2135,50,8192,0,3,142
1357933499,808.0,32.266953,16,2160,2150,8192,0,3,142
1358940343,836.04395,32.09635,16,2177,4145,8192,0,3,142
1359941140,869.1914,32.134266,16,2195,870,8192,0,3,142
1360942398,896.0,31.94296,16,2214,4106,8192,0,3,142
1361947962,928.0,31.938807,16,2239,1908,8192,0,3,142
1362951783,958.5381,31.88815,16,2261,1225,8192,0,3,142
1363952181,988.126,31.813683,16,2282,1264,8192,0,3,142
1364953200,1016.0,31.689789,16,2298,3489,8192,0,3,142
1365954331,1048.0,31.698088,16,2321,1086,8192,0,3,142
1366955298,1077.4307,31.630625,16,2343,1367,8192,0,3,142
1367956499,1108.1514,31.60359,16,2360,708,8192,0,3,142
1368957131,1136.0,31.498917,16,2375,3026,8192,0,3,142
1369959175,1168.0,31.510698,16,2379,1626,8192,0,3,142
1370959222,1197.8438,31.466867,16,2397,1525,8192,0,3,142
1371960131,1228.125,31.435791,16,2412,1405,8192,0,3,142
1372961137,1256.0,31.346134,16,2425,3740,8192,0,3,142
1373962130,1288.0,31.361298,16,2447,1390,8192,0,3,142
1374963246,1317.9512,31.326946,16,2466,1578,8192,0,3,142
1375964130,1348.0723,31.298311,16,2487,1202,8192,0,3,142
1376965854,1376.0,31.220606,16,2507,3172,8192,0,3,142
1377966137,1408.0,31.237703,16,2525,1089,8192,0,3,142
1378967427,1437.2178,31.192987,16,2551,1625,8192,0,3,142
1379968334,1468.2129,31.188183,16,2575,444,8192,0,3,142
1380969131,1496.0,31.116924,16,2592,2552,8192,0,3,142
1381970140,1528.0,31.134277,16,2613,225,8192,0,3,142
1382971137,1556.1074,31.073215,16,2639,1608,8192,0,3,142
1383972350,1584.0,31.01021,16,2660,3511,8192,0,3,142
1384973197,1616.0,31.028711,16,2676,1511,8192,0,3,142
1385978244,1645.4893,30.996761,16,2697,1878,8192,0,3,142
1386978722,1676.0264,30.987991,16,2724,1066,8192,0,3,142
1387979630,1704.0,30.932758,16,2748,2739,8192,0,3,142
1388980637,1736.0,30.951231,16,2773,169,8192,0,3,142
1389981636,1764.1973,30.90245,16,2792,1651,8192,0,3,142
1390983746,1792.0,30.84797,16,2815,3426,8192,0,3,142
1391983850,1824.0,30.86741,16,2837,1009,8192,0,3,142
1392984678,1853.0068,30.836021,16,2855,1751,8192,0,3,142
1393985633,1884.0293,30.838593,16,2873,652,8192,0,3,142
1394988199,1912.0,30.791132,16,2896,2428,8192,0,3,142
1395991140,1944.0,30.808857,16,2919,28,8192,0,3,142
1396992131,1972.0459,30.765276,16,2936,1974,8192,0,3,142
1397993210,2004.041,30.783657,16,2949,783,8192,0,3,142
1398994238,2032.0,30.740446,16,2975,2661,8192,0,3,142
1399995352,2064.0,30.758707,16,2994,1071,8192,0,3,142
1400996609,2092.0332,30.718119,16,3009,1947,8192,0,3,142
1401997137,2120.0,30.678072,16,3024,2886,8192,0,3,142
1402998140,2149.3164,30.658207,16,3043,2434,8192,0,3,142
1403999151,2180.0195,30.658403,16,3047,1486,8192,0,3,142
1405000598,2208.0,30.620651,16,3047,3235,8192,0,3,142
1406001178,2240.0,30.639277,16,3047,488,8192,0,3,142
1407002135,2268.0,30.603266,16,3047,2097,8192,0,3,142
1408003153,2296.0,30.568193,16,3047,3703,8192,0,3,142
1409004337,2328.0,30.58653,16,3047,1163,8192,0,3,142
1410005566,2356.038,30.552994,16,3047,2557,8192,0,3,142
1411006137,2384.0,30.5196,16,3047,3965,8192,0,3,142
1412007150,2416.0,30.53792,16,3047,1288,8192,0,3,142
1413008147,2444.6328,30.513763,16,3047,2500,8192,0,3,142
1414009618,2476.4893,30.52976,16,3047,150,8192,0,3,142
1415010176,2504.0,30.492788,16,3047,2052,8192,0,3,142
1416011142,2532.6729,30.470537,16,3047,2619,8192,0,3,142
1417012136,2564.2852,30.483751,16,3061,150,8192,0,3,142
1418013155,2592.0,30.45086,16,3078,845,8192,0,3,142
1419018475,2620.0078,30.420614,16,3102,1392,8192,0,3,142
1420018631,2648.0,30.392683,16,3129,1660,8192,0,3,142
1421019635,2676.0244,30.365465,16,3150,2200,8192,0,3,142
1422020702,2704.0,30.338285,16,3172,2791,8192,0,3,142
1423021887,2732.5732,30.318304,16,3195,2656,8192,0,3,142
1424022823,2764.162,30.331934,16,3207,100,8192,0,3,142
1425023634,2792.0,30.304598,16,3207,1575,8192,0,3,142
1426026012,2820.4492,30.283901,16,3207,2873,8192,0,3,142
1427029346,2852.3223,30.299711,16,3207,453,8192,0,3,142
1428030137,2880.0,30.2719,16,3207,2108,8192,0,3,142
1429031148,2908.4326,30.252449,16,3207,3039,8192,0,3,142
1430032138,2940.0469,30.266161,16,3207,303,8192,0,3,142
1431034975,2968.0,30.241716,16,3207,1707,8192,0,3,142
1432037637,2996.004,30.218332,16,3207,2769,8192,0,3,142
1433038637,3028.0195,30.235977,16,3207,153,8192,0,3,142
1434039858,3056.0,30.213316,16,3207,1360,8192,0,3,142
1435040849,3084.0332,30.19168,16,3207,2650,8192,0,3,142
1436041679,3112.0,30.169867,16,3207,3820,8192,0,3,142
1437042662,3144.0,30.187153,16,3207,1326,8192,0,3,142
1438043656,3172.037,30.166422,16,3207,1836,8192,0,3,142
1439044916,3200.0,30.145306,16,3207,4035,8192,0,3,142
