timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
78778929,0.0,0.0,0,24,58088,65536,0,3,122
79779779,78.53613,77.699776,0,25,8964,65536,0,3,122
80780616,106.73242,53.058445,0,25,5939,65536,0,3,122
81781637,132.01465,43.82052,0,25,5829,65536,0,3,122
82782649,157.05273,39.129807,0,25,5979,65536,0,3,122
83784147,182.35156,36.36028,0,25,5644,65536,0,3,122
84784259,208.70996,34.696842,0,25,4559,65536,0,3,122
85785312,232.67188,33.16163,0,25,5811,65536,0,3,122
86786299,260.23633,32.459408,0,25,3788,65536,0,3,122
87787338,283.8037,31.469677,0,25,5886,65536,0,3,122
88788259,309.3545,30.876028,0,25,5886,65536,0,3,122
89789269,334.9707,30.395914,0,25,5841,65536,0,3,122
90790329,360.56445,29.993765,0,25,5998,65536,0,3,122
91791272,388.0332,29.797693,0,25,3710,65536,0,3,122
92792266,411.20996,29.32344,0,25,6206,65536,0,3,122
