timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
143573676,0.0,0.0,0,45,58725,65536,0,3,122
144577532,79.05664,78.73375,0,45,9145,65536,0,3,122
145579678,107.35156,53.508644,0,45,5942,65536,0,3,122
146580687,132.59375,44.091274,0,45,6000,65536,0,3,122
147581623,157.77832,39.36396,0,45,6000,65536,0,3,122
148582694,183.02832,36.537968,0,45,5765,65536,0,3,122
149583663,208.57422,34.70319,0,45,5462,65536,0,3,122
150584632,233.34863,33.282265,0,45,5882,65536,0,3,122
151585635,260.45508,32.507294,0,45,3914,65536,0,3,122
152587617,283.93945,31.499178,0,45,6084,65536,0,3,122
153587836,309.54395,30.909868,0,45,5979,65536,0,3,122
154588778,340.77637,30.936508,0,45,161,65536,0,3,122
155589626,360.7539,30.022306,0,45,6007,65536,0,3,122
156590691,388.42383,29.839138,0,45,3888,65536,0,3,122
157591623,417.61426,29.790878,0,45,161,65536,0,3,122
158592626,443.23047,29.510935,0,45,211,65536,0,3,122
159593900,468.80273,29.262733,0,45,281,65536,0,3,122
160594671,494.32617,29.041725,0,45,281,65536,0,3,122
161595630,516.2373,28.644522,0,45,4125,65536,0,3,122
162596630,545.542,28.677721,0,45,281,65536,0,3,122
163597687,571.0654,28.518684,0,45,331,65536,0,3,122
164598618,596.68164,28.379372,0,45,331,65536,0,3,122
165599665,622.2324,28.249605,0,45,331,65536,0,3,122
166600630,644.16504,27.974092,0,45,4058,65536,0,3,122
167602974,673.4209,28.024704,0,45,381,65536,0,3,122
168606152,698.9717,27.922321,0,45,381,65536,0,3,122
169607673,724.6797,27.835634,0,45,558,65536,0,3,122
170608247,750.3447,27.754755,0,45,549,65536,0,3,122
171609151,776.16113,27.684721,0,45,150,65536,0,3,122
172610125,801.2842,27.595572,0,45,588,65536,0,3,122
173611123,826.9492,27.530386,0,45,420,65536,0,3,122
174612141,852.64355,27.470331,0,45,783,65536,0,3,122
