timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
82288395,0.0,0.0,0,13,57798,65536,0,3,122
83289151,78.296875,77.47648,0,13,9014,65536,0,3,122
84290058,106.59082,52.990818,0,13,5780,65536,0,3,122
85291245,132.03906,43.827732,0,13,5736,65536,0,3,122
86291898,156.8623,39.085262,0,13,5979,65536,0,3,122
87293588,182.16113,36.323067,0,13,5862,65536,0,3,122
88293940,187.67285,31.198847,0,13,25906,65536,0,3,122
89294895,232.48145,33.134323,0,13,5811,65536,0,3,122
90295952,260.02637,32.432793,0,13,3394,65536,0,3,122
91297254,282.91602,31.36996,0,13,5861,65536,0,3,122
92298498,308.1006,30.748758,0,13,6048,65536,0,3,122
