timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
278143634,0.0,0.0,0,79,59474,65536,0,3,122
279145342,82.583984,82.40335,0,79,5468,65536,0,3,122
280147355,111.31055,55.538532,0,79,1714,65536,0,3,122
281148345,136.54395,45.435986,0,79,1781,65536,0,3,122
282149583,161.62988,40.34259,0,79,1882,65536,0,3,122
283150374,187.1709,37.38018,0,79,1664,65536,0,3,122
284151418,212.72168,35.40483,0,79,1781,65536,0,3,122
285152531,238.28906,33.995743,0,79,1764,65536,0,3,122
286153370,260.0371,32.463173,0,79,5608,65536,0,3,122
287154357,289.39062,32.11453,0,79,1831,65536,0,3,122
288155407,314.958,31.457249,0,79,1814,65536,0,3,122
289156555,336.70605,30.572388,0,79,5708,65536,0,3,122
290157396,366.1084,30.472858,0,79,1831,65536,0,3,122
291158346,393.30078,30.218586,0,79,150,65536,0,3,122
292159360,417.2754,29.770918,0,79,1764,65536,0,3,122
293160389,442.34766,29.455994,0,79,2371,65536,0,3,122
294161336,470.01855,29.34281,0,79,150,65536,0,3,122
295162403,493.99316,29.025549,0,79,1764,65536,0,3,122
296163487,521.18555,28.92208,0,79,233,65536,0,3,122
297164347,545.0625,28.655533,0,79,1934,65536,0,3,122
298165381,570.6621,28.501427,0,79,1884,65536,0,3,122
299166396,580.13965,27.595152,0,79,18460,65536,0,3,122
300167344,620.5332,28.175072,0,79,3261,65536,0,3,122
301168337,648.95605,28.184616,0,79,270,65536,0,3,122
302169342,674.57227,28.076538,0,79,320,65536,0,3,122
303170468,698.4492,27.907476,0,79,2034,65536,0,3,122
304171405,724.21484,27.82418,0,79,1984,65536,0,3,122
305172338,749.7871,27.739904,0,79,2051,65536,0,3,122
306173347,776.91895,27.717215,0,79,370,65536,0,3,122
307174456,800.0,27.556461,0,79,2524,65536,0,3,122
308176771,826.11816,27.506445,0,79,2151,65536,0,3,122
309179867,853.52734,27.500568,0,79,442,65536,0,3,122
