timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1686546864,0.0,0.0,1,38,59968,65536,0,3,122
1687551911,80.7168,80.28071,1,38,8665,65536,0,3,122
1688553390,108.5791,54.102573,1,38,5905,65536,0,3,122
1689554429,136.07715,45.239166,1,38,3653,65536,0,3,122
1690555384,158.89941,39.636604,1,38,6022,65536,0,3,122
1691556397,184.55469,36.837856,1,38,5790,65536,0,3,122
1692557418,210.05664,34.94573,1,38,5957,65536,0,3,122
1693558359,235.5586,33.594215,1,38,5957,65536,0,3,122
1694559522,261.22363,32.599804,1,38,5840,65536,0,3,122
1695560521,286.7256,31.80877,1,38,6007,65536,0,3,122
1696561356,312.27637,31.181248,1,38,5946,65536,0,3,122
1697562385,343.4873,31.18103,1,38,150,65536,0,3,122
1698563468,363.44336,30.244127,1,38,5996,65536,0,3,122
1699564358,394.6543,30.31633,1,38,150,65536,0,3,122
1700565363,420.20508,29.974218,1,38,150,65536,0,3,122
1701566504,445.8213,29.681793,1,38,200,65536,0,3,122
1702567366,471.37207,29.422344,1,38,220,65536,0,3,122
1703568365,496.87402,29.190302,1,38,270,65536,0,3,122
1704569469,522.56055,28.99411,1,38,270,65536,0,3,122
1705570409,548.0625,28.80911,1,38,270,65536,0,3,122
1706571365,573.56445,28.642584,1,38,320,65536,0,3,122
1707572428,599.2295,28.499521,1,38,320,65536,0,3,122
1708573716,624.7803,28.36399,1,38,270,65536,0,3,122
1709574511,650.33496,28.241013,1,38,320,65536,0,3,122
1710575363,677.49805,28.195152,1,38,351,65536,0,3,122
1711576777,704.0,28.125914,1,38,1052,65536,0,3,122
1712577390,731.77344,28.11171,1,38,401,65536,0,3,122
1713578363,731.77344,27.070753,1,38,28357,65536,0,3,122
1714579959,786.5625,28.057968,1,38,501,65536,0,3,122
1715580598,813.749,28.027334,1,38,451,65536,0,3,122
1716581363,841.0498,28.002432,1,38,451,65536,0,3,122
1717582593,868.1875,27.973461,1,38,501,65536,0,3,122
1718583400,895.3252,27.946667,1,38,501,65536,0,3,122
1719584432,919.7119,27.838041,1,38,3485,65536,0,3,122
1720585386,949.7637,27.902298,1,38,551,65536,0,3,122
1721586405,976.9502,27.881056,1,38,501,65536,0,3,122
1722587644,1004.20215,27.862644,1,38,621,65536,0,3,122
1723588378,1028.0352,27.753305,1,38,4055,65536,0,3,122
1724589366,1058.6924,27.828917,1,38,621,65536,0,3,122
1725590363,1085.9932,27.81468,1,38,621,65536,0,3,122
1726591568,1113.1309,27.796938,1,38,671,65536,0,3,122
1727592419,1140.2686,27.7803,1,38,671,65536,0,3,122
1728593362,1167.4434,27.765278,1,38,697,65536,0,3,122
1729594454,1193.96,27.735565,1,38,697,65536,0,3,122
