timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
548039477,88.0,87.75385,4,155,6325,8192,0,3,142
549040677,116.02246,57.895298,4,155,6160,8192,0,3,142
550041196,149.79102,49.855156,4,155,61,8192,0,3,142
551042133,176.0,43.94,4,155,1823,8192,0,3,142
552043267,205.8164,41.10906,4,155,50,8192,0,3,142
553044178,232.0,38.618355,4,155,1958,8192,0,3,142
554046038,261.91016,37.365738,4,155,100,8192,0,3,142
555046332,288.0,35.95658,4,155,2104,8192,0,3,142
556047141,318.16992,35.31114,4,155,50,8192,0,3,142
557048257,344.0,34.360195,4,155,2875,8192,0,3,142
