timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
671996537,92.015625,91.82893,9,184,3323,8192,0,3,142
672996695,120.0,59.93434,9,184,4165,8192,0,3,142
673997431,148.28027,49.378582,9,184,4584,8192,0,3,142
674998478,176.0,43.95633,9,184,5627,8192,0,3,142
675999184,204.06738,40.775303,9,184,6282,8192,0,3,142
677000154,236.04297,39.303486,9,184,3423,8192,0,3,142
678001270,268.44824,38.312717,9,184,61,8192,0,3,142
679002133,296.0,36.96475,9,184,2009,8192,0,3,142
680003147,324.03516,35.969364,9,184,3639,8192,0,3,142
681004330,357.5039,35.715298,9,184,50,8192,0,3,142
682005955,384.0,34.872787,9,184,3433,8192,0,3,142
683006142,416.0,34.63308,9,184,1186,8192,0,3,142
684007599,446.51465,34.312714,9,184,217,8192,0,3,142
685008142,476.13477,33.97653,9,184,146,8192,0,3,142
686009141,500.05176,33.304283,9,198,5680,8192,0,3,142
687010326,532.0498,33.22026,9,204,3716,8192,0,3,142
688011161,564.8613,33.194614,9,216,249,8192,0,3,142
689012293,592.0,32.85642,9,222,2821,8192,0,3,142
690013353,624.0,32.80956,9,222,334,8192,0,3,142
691014131,653.5371,32.644817,9,222,196,8192,0,3,142
692015530,680.0,32.348564,9,222,3492,8192,0,3,142
693016404,712.0,32.33145,9,222,765,8192,0,3,142
694017156,741.792,32.220093,9,222,469,8192,0,3,142
695018155,768.0,31.968494,9,222,3723,8192,0,3,142
696019729,800.0,31.967747,9,223,1689,8192,0,3,142
697020128,830.4795,31.91007,9,236,349,8192,0,3,142
698021131,856.0,31.672468,9,257,4091,8192,0,3,142
699022345,888.0,31.682783,9,269,2012,8192,0,3,142
700023157,920.0,31.692825,9,274,872,8192,0,3,142
701025495,948.0381,31.568657,9,279,3479,8192,0,3,142
702028678,980.917,31.60764,9,300,449,8192,0,3,142
703029637,1008.0,31.465454,9,317,3384,8192,0,3,142
704030953,1040.0,31.480381,9,322,1934,8192,0,3,142
705031678,1072.0,31.494974,9,330,305,8192,0,3,142
706032631,1101.3154,31.431915,9,339,449,8192,0,3,142
707037002,1128.0,31.29639,9,349,3417,8192,0,3,142
708038154,1160.0,31.314411,9,367,199,8192,0,3,142
709039141,1188.6328,31.243113,9,379,652,8192,0,3,142
710040300,1216.0,31.142918,9,379,2765,8192,0,3,142
711041138,1248.0,31.16367,9,379,105,8192,0,3,142
712043020,1276.6162,31.10018,9,379,946,8192,0,3,142
713043240,1304.0,31.011633,9,379,2735,8192,0,3,142
714044176,1332.0322,30.941751,9,379,3669,8192,0,3,142
715045164,1364.3838,30.97306,9,379,954,8192,0,3,142
716047042,1392.0,30.897263,9,382,2593,8192,0,3,142
717047199,1422.3975,30.886301,9,398,904,8192,0,3,142
718048156,1452.0166,30.858746,9,406,455,8192,0,3,142
719049340,1480.0,30.79815,9,409,1779,8192,0,3,142
720050344,1510.1992,30.785437,9,409,1057,8192,0,3,142
721051147,1540.041,30.765965,9,409,302,8192,0,3,142
722052253,1568.0,30.710325,9,409,1092,8192,0,3,142
723053405,1596.7344,30.671688,9,409,1077,8192,0,3,142
724054799,1624.0,30.60669,9,409,3046,8192,0,3,142
