timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
598124461,0.0,0.0,0,71,59556,65536,0,3,122
599128686,80.48047,80.09928,0,71,8602,65536,0,3,122
600130457,108.228516,53.93815,0,71,5977,65536,0,3,122
601131503,136.1211,45.259403,0,71,3634,65536,0,3,122
602132573,159.27148,39.73199,0,71,6092,65536,0,3,122
603134467,184.8877,36.899754,0,71,5857,65536,0,3,122
604137898,210.29102,34.967083,0,71,6125,65536,0,3,122
605139232,235.86328,33.621243,0,71,6125,65536,0,3,122
606139888,264.06055,32.941845,0,71,3519,65536,0,3,122
607140896,292.20312,32.405914,0,71,982,65536,0,3,122
608141971,318.4082,31.783472,0,71,312,65536,0,3,122
609143280,343.95898,31.214079,0,71,312,65536,0,3,122
610143955,369.62402,30.750679,0,71,262,65536,0,3,122
611144907,396.94824,30.485281,0,71,231,65536,0,3,122
612145945,424.31738,30.260792,0,71,382,65536,0,3,122
613147060,448.0,29.820677,0,71,4087,65536,0,3,122
614147893,478.73926,29.876453,0,71,399,65536,0,3,122
615148961,505.87695,29.713713,0,71,432,65536,0,3,122
616150024,533.17773,29.578102,0,71,432,65536,0,3,122
617151683,558.0469,29.328045,0,71,3554,65536,0,3,122
