timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
96048377,0.0,0.0,0,24,57479,65536,0,3,122
97054368,77.288086,76.76974,0,24,9683,65536,0,3,122
98055443,106.25586,52.920822,0,24,5857,65536,0,3,122
99056404,132.0957,43.903294,0,24,5805,65536,0,3,122
100057441,157.25684,39.217884,0,24,6226,65536,0,3,122
101058392,182.87305,36.495953,0,24,5941,65536,0,3,122
102059537,208.66895,34.709198,0,24,5807,65536,0,3,122
103060397,233.9961,33.36709,0,24,6058,65536,0,3,122
104062289,260.0664,32.448784,0,24,5636,65536,0,3,122
105062457,285.0293,31.61778,0,24,5930,65536,0,3,122
106063545,314.18848,31.36888,0,24,2638,65536,0,3,122
