timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
18633469,54.728516,4409.678,2,15,8190,8192,0,3,142
19635350,88.0,86.76011,2,16,6345,8192,0,3,142
20637876,116.006836,57.51976,2,16,6578,8192,0,3,142
21638767,148.19336,49.107918,2,16,2752,8192,0,3,142
22639760,176.0,43.795246,2,16,3564,8192,0,3,142
23641281,208.0,41.432423,2,16,584,8192,0,3,142
24641770,237.5918,39.462414,2,16,50,8192,0,3,142
25643099,264.0,37.595913,2,16,3307,8192,0,3,142
26643768,296.0,36.895267,2,16,494,8192,0,3,142
27644757,325.81738,36.106857,2,16,111,8192,0,3,142
28645808,352.0,35.1131,2,16,3429,8192,0,3,142
29646766,384.0,34.827698,2,16,740,8192,0,3,142
30649296,413.7539,34.39855,2,16,111,8192,0,3,142
31653600,440.0,33.761642,2,16,3968,8192,0,3,142
32656829,472.0,33.628365,2,16,1411,8192,0,3,142
33657768,500.05566,33.255657,2,16,3186,8192,0,3,142
34658810,532.8467,33.224525,2,17,380,8192,0,3,142
35659779,560.0,32.866318,2,24,2796,8192,0,3,142
36660984,588.26074,32.608826,2,36,3658,8192,0,3,142
37662598,620.41797,32.582344,2,50,480,8192,0,3,142
38662906,648.0,32.332348,2,50,2517,8192,0,3,142
39663758,676.0244,32.126312,2,50,3808,8192,0,3,142
40665946,708.6084,32.143887,2,50,480,8192,0,3,142
41669272,736.0,31.933064,2,50,2589,8192,0,3,142
42670287,764.02637,31.769268,2,50,3796,8192,0,3,142
43673028,797.0303,31.815073,2,50,741,8192,0,3,142
44675930,824.0,31.625563,2,50,3374,8192,0,3,142
45676790,856.0,31.638397,2,50,700,8192,0,3,142
46678868,885.3926,31.556013,2,50,895,8192,0,3,142
47683004,912.0,31.381245,2,50,3930,8192,0,3,142
48683306,944.0,31.40151,2,51,3025,8192,0,3,142
49684324,976.0,31.41975,2,51,1672,8192,0,3,142
50685333,1004.02344,31.312838,2,51,4187,8192,0,3,142
