timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
653885984,92.021484,91.71937,20,357,4079,8192,0,3,142
654887151,124.94336,62.332645,20,357,61,8192,0,3,142
655887814,152.0,50.580276,20,357,1673,8192,0,3,142
656888765,180.17676,44.97588,20,357,2968,8192,0,3,142
657891128,212.78711,42.48572,20,357,181,8192,0,3,142
658895535,240.0,39.91455,20,357,2710,8192,0,3,142
659899024,272.0,38.76668,20,357,291,8192,0,3,142
660899765,301.30273,37.58262,20,363,227,8192,0,3,142
661900768,328.0,36.371387,20,376,2559,8192,0,3,142
662901764,356.99023,35.63107,20,381,3024,8192,0,3,142
663903474,388.07715,35.213203,20,402,469,8192,0,3,142
664903787,416.0,34.605827,20,420,1045,8192,0,3,142
665904787,445.33594,34.198483,20,436,366,8192,0,3,142
666909394,472.0,33.6501,20,452,2626,8192,0,3,142
667910479,500.18164,33.28378,20,471,3339,8192,0,3,142
668911262,532.0049,33.191036,20,489,373,8192,0,3,142
669916036,560.0,32.876686,20,512,1057,8192,0,3,142
670916775,589.0303,32.662056,20,531,781,8192,0,3,142
671917758,616.0,32.361324,20,541,3185,8192,0,3,142
672918768,648.0,32.34166,20,556,238,8192,0,3,142
673919761,676.19824,32.143173,20,577,565,8192,0,3,142
674921443,704.0,31.943733,20,577,1975,8192,0,3,142
675921769,732.0449,31.774052,20,577,3418,8192,0,3,142
676924252,764.10645,31.782728,20,577,829,8192,0,3,142
677927268,792.0,31.623611,20,577,2710,8192,0,3,142
678928504,820.4619,31.50072,20,577,3662,8192,0,3,142
679929304,852.4961,31.519512,20,577,702,8192,0,3,142
680930267,880.0,31.375261,20,577,2678,8192,0,3,142
681931275,908.1572,31.263391,20,577,3364,8192,0,3,142
682932822,940.00684,31.281288,20,577,153,8192,0,3,142
