timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1332815313,1200.0,0.6107236,1296.1104,0.0,36030,72,42.871346,2808,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1333045064,1200.0,0.6107236,1296.1104,0.0,36042,72,42.871346,2809,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1333803019,1200.0,0.6107236,1285.287,0.0,36059,72,41.749462,2810,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1334893019,1200.0,0.6107236,996.03375,0.0,36089,72,41.666748,2812,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1335826453,1200.0,0.6107236,1248.2552,0.0,36112,72,41.874374,2814,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1336828574,1200.0,0.6107236,1336.9438,0.0,36142,72,41.998238,2816,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1337239271,1200.0,0.6107236,1336.9438,0.0,36152,72,41.998238,2818,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338830101,1200.0,0.6107236,1250.9988,0.0,36193,72,41.99996,2820,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1339840017,1200.0,0.6107236,945.9888,0.0,36221,72,41.95515,2822,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1340151060,1200.0,0.6107236,945.9888,0.0,36230,72,41.95515,2824,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1341813329,1200.0,0.6107236,1203.8094,0.0,36276,72,41.958504,2827,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1342843382,1200.0,0.6107236,1027.9719,0.0,36304,72,67.93207,2829,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1343153123,1200.0,0.6107236,1027.9719,0.0,36312,72,67.93207,2831,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1344831222,1200.0,0.6107236,1065.4773,0.0,36358,72,41.66671,2833,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1345849052,1200.0,0.6107236,1305.9419,0.0,36383,72,41.584198,2835,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346194576,1200.0,0.6107236,1305.9419,0.0,36399,72,41.584198,2837,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1347863035,1200.0,0.6107236,1019.81836,0.0,36443,72,41.706303,2839,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1348860347,1200.0,0.6107236,1325.1295,0.0,36465,72,41.627106,2841,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1349781011,1200.0,0.6107236,966.9623,0.0,36493,72,41.998363,2843,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1350858152,1200.0,0.6107236,1212.3485,0.0,36517,72,41.668278,2845,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351782009,1200.0,0.6107236,1200.0988,0.0,36549,72,41.82917,2848,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352782023,1200.0,0.6107236,1151.5797,0.0,36577,72,67.33227,2850,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1353859333,1200.0,0.6107236,1262.1661,0.0,36602,72,41.708084,2852,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1354774169,1200.0,0.6107236,1299.3228,0.0,36630,72,41.785267,2854,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355792280,1200.0,0.6107236,963.3902,0.0,36655,72,41.713802,2856,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1356880072,1200.0,0.6107236,1265.733,0.0,36685,72,41.958,2858,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357859159,1200.0,0.6107236,1009.902,0.0,36713,72,41.995926,2860,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1358792053,1200.0,0.6107236,1359.616,0.0,36735,72,41.712105,2862,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359873237,1200.0,0.6107236,1163.254,0.0,36768,72,41.829338,2864,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1360873243,1200.0,0.6107236,1068.7264,0.0,36797,72,41.989254,2866,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1361791541,1200.0,0.6107236,1266.2952,0.0,36821,72,67.48281,2869,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1362853481,1200.0,0.6107236,1109.8999,0.0,36851,72,41.584118,2871,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1363793008,1200.0,0.6107236,1106.7853,0.0,36874,72,41.916122,2873,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1364793053,1200.0,0.6107236,1296.4219,0.0,36904,72,41.981277,2875,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1365881079,1200.0,0.6107236,980.5753,0.0,36935,72,41.72661,2877,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1366775052,1200.0,0.6107236,1338.4335,0.0,36956,72,41.826046,2879,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367812354,1200.0,0.6107236,1171.0151,0.0,36987,72,41.964706,2881,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1368886216,1200.0,0.6107236,1157.738,0.0,37011,72,41.666664,2883,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1369836019,1200.0,0.6107236,1221.1742,0.0,37039,72,41.868828,2885,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1370816108,1200.0,0.6107236,1051.8528,0.0,37068,72,41.99412,2887,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371892521,1200.0,0.6107236,1300.5516,0.0,37094,72,67.61278,2890,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1372813257,1200.0,0.6107236,1288.5284,0.0,37122,72,41.95209,2892,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1373820051,1200.0,0.6107236,938.9653,0.0,37145,72,41.998447,2894,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1374881083,1200.0,0.6107236,1303.7848,0.0,37176,72,41.67349,2896,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1375799040,1200.0,0.6107236,968.19073,0.0,37204,72,41.706676,2898,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1376823853,1200.0,0.6107236,1247.8184,0.0,37227,72,41.792957,2900,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1377882417,1200.0,0.6107236,1245.041,0.0,37262,72,41.66671,2902,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378799008,1200.0,0.6107236,1099.9,0.0,37281,72,41.95804,2904,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1379829008,1200.0,0.6107236,1197.1786,0.0,37313,72,41.62376,2906,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1380884492,1200.0,0.6107236,979.08,0.0,37343,72,41.9178,2908,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1381811273,1200.0,0.6107236,1421.627,0.0,37366,72,67.46032,2911,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1382831553,1200.0,0.6107236,1266.8923,0.0,37396,72,41.99643,2913,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1383149010,1200.0,0.6107236,1266.8923,0.0,37404,72,41.99643,2915,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1384803148,1200.0,0.6107236,1404.1893,0.0,37448,72,41.8566,2917,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1385833010,1200.0,0.6107236,1218.9452,0.0,37478,72,41.99811,2919,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1386151018,1200.0,0.6107236,1218.9452,0.0,37487,72,41.99811,2921,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1387888264,1200.0,0.6107236,1340.5953,0.0,37533,72,41.584198,2923,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1388832015,1200.0,0.6107236,900.5306,0.0,37560,72,41.700424,2925,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1389892011,1200.0,0.6107236,1316.9744,0.0,37585,72,41.840336,2927,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1390822011,1200.0,0.6107236,1214.8226,0.0,37614,72,41.993866,2929,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1391844224,1200.0,0.6107236,1127.9077,0.0,37639,72,67.87409,2932,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1392175011,1200.0,0.6107236,1127.9077,0.0,37652,72,67.87409,2934,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1393822010,1200.0,0.6107236,974.2359,0.0,37696,72,41.710403,2936,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1394842009,1200.0,0.6107236,1349.5817,0.0,37720,72,41.986988,2938,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1395160138,1200.0,0.6107236,1349.5817,0.0,37729,72,41.986988,2940,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1396822338,1200.0,0.6107236,1075.622,0.0,37777,72,41.791046,2942,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1397842009,1200.0,0.6107236,1389.8472,0.0,37805,72,41.695415,2944,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1398143367,1200.0,0.6107236,1389.8472,0.0,37812,72,41.695415,2946,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1399830054,1200.0,0.6107236,1091.9989,0.0,37858,72,41.99996,2948,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1400853204,1200.0,0.6107236,1250.2506,0.0,37888,72,41.87442,2950,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1401173056,1200.0,0.6107236,1250.2506,0.0,37896,72,41.87442,2952,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1402830018,1200.0,0.6107236,1208.587,0.0,37939,72,41.70966,2955,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1403861016,1200.0,0.6107236,1295.6434,0.0,37970,72,41.95607,2957,0,0,0,0,0.0,0,0,1,1,1,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
