timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
240860308,240859806,3801098,3801098,0.002890815,-0.0009461767,-0.00018714643,0.0020965377,0.0043052738,-0.05457305,4996,4996,0,3
241359823,241359336,3801098,3801098,0.0016278799,0.00063913374,-0.0003973757,-0.0031164603,-0.011332204,-0.05691495,4984,4984,0,3
241859357,241858866,3801098,3801098,-3.7747068e-05,-0.00016486894,-5.086524e-05,4.5577257e-05,-0.0071368394,-0.04737073,4995,4995,0,3
242358903,242358396,3801098,3801098,-6.879474e-05,3.2565942e-05,6.1136243e-06,0.00072298455,-0.0074512833,-0.05851455,4995,4995,0,3
242863421,242862921,3801098,3801098,0.00048401777,5.7773475e-05,-0.00013985558,-0.0037394492,-0.0071747126,-0.042536832,4996,4996,0,3
243357948,243357455,3801098,3801098,-0.001078652,-0.00030680717,-0.00019473316,-0.03905549,-0.02102423,-0.045178514,4996,4996,0,3
243857479,243856984,3801098,3801098,-9.257295e-05,-7.91514e-05,0.00016777837,-0.021104518,-0.02683827,-0.0316074,4996,4996,0,3
244357003,244356513,3801098,3801098,0.0003453286,-0.00012928883,-0.00014060101,-0.0057978667,-0.015861081,-0.04492928,4995,4995,0,3
244861554,244861037,3801098,3801098,0.0011524375,0.00021879833,0.00015581079,-0.009906753,0.021865265,-0.040715173,4995,4995,0,3
245361063,245360566,3801098,3801098,-0.00010465048,3.724995e-05,-0.0002591578,0.0039900807,-0.011986941,-0.052614074,4995,4995,0,3
245860593,245860095,3801098,3801098,0.0002613933,1.24264925e-05,0.0001518499,-0.0020898327,-0.009917224,-0.043379482,4986,4986,0,3
246360115,246359623,3801098,3801098,-0.00068326195,-0.0037837832,-0.0009457787,0.005870681,-0.013899194,-0.04461414,4995,4995,0,3
246859650,246859151,3801098,3801098,-0.0008107708,-1.0104816e-05,0.00014419519,0.0038407322,-0.013451948,-0.06560099,4995,4995,0,3
247359178,247358679,3801098,3801098,-0.0022447493,-0.0024717546,-0.00025919723,-0.025753997,-0.047924984,-0.04044188,4996,4996,0,3
247858697,247858207,3801098,3801098,-0.0009729539,-0.00022539517,-0.00022933545,0.0025977443,-0.0038132977,-0.06176756,4996,4996,0,3
248358221,248357734,3801098,3801098,0.00020752032,-5.040539e-05,0.00021381363,-0.0038069477,-0.0028506727,-0.04285881,4996,4996,0,3
248857747,248857261,3801098,3801098,1.4822624e-05,-0.00015386361,6.635718e-05,-0.004335413,-0.0073698126,-0.043804996,4996,4996,0,3
249362279,249361783,3801098,3801098,-1.7093784e-05,2.3796609e-05,6.250535e-05,-0.0034146614,-0.013047459,-0.046923425,4995,4995,0,3
249861798,249861311,3801098,3801098,-4.460857e-05,-2.1101525e-05,2.776828e-05,-0.0010247582,-0.011176029,-0.046958238,4995,4995,0,3
250356364,250355846,3801098,3801098,-4.605713e-05,1.536296e-05,5.0363246e-06,-0.0018102133,-0.0111716315,-0.047736302,4991,4991,0,3
250860867,250860368,3801098,3801098,6.849045e-05,-5.2384407e-06,5.461912e-06,-0.0015159805,-0.012445434,-0.04605558,4996,4996,0,3
251360411,251359900,3801098,3801098,-8.352781e-06,7.634446e-06,-1.7631598e-06,-0.0014838828,-0.011117305,-0.047858037,4998,4998,0,3
251859924,251859426,3801098,3801098,-9.90648e-06,-3.5669232e-06,9.897651e-07,-0.001576005,-0.011107882,-0.047792047,4991,4991,0,3
