timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
30638059,30637752,3932170,3932170,-2.023949e-05,1.0433349e-05,-6.466219e-06,0.001101574,0.0013305215,-0.048491225,5012,5012,0
30643065,30642756,3932170,3932170,-1.6343916e-05,3.310405e-06,-4.7077106e-06,0.0010849171,0.0011982018,-0.048643243,5004,5004,0
31139175,31138873,3932170,3932170,-2.3001703e-05,3.384738e-06,-7.829572e-06,0.0011671139,0.0013360957,-0.04860632,5012,5012,0
31640311,31640000,3932170,3932170,-9.560457e-06,2.6772233e-07,-6.3550747e-06,0.0012367864,0.0014390796,-0.04851381,5010,5010,0
32136424,32136119,3932170,3932170,-1.6252567e-05,9.871089e-06,-4.360839e-06,0.0010977822,0.0014372324,-0.048686065,5014,5014,0
32637542,32637245,3932170,3932170,-1.9653642e-05,1.3714779e-06,1.664189e-06,0.0012379239,0.0014318489,-0.048585314,5011,5011,0
33138719,33138375,3932170,3932170,-9.519626e-06,1.0519152e-05,-5.439789e-06,0.001230805,0.0013546337,-0.04858594,5012,5012,0
33634881,33634490,3932170,3932170,-7.517568e-06,-9.591493e-06,6.2259693e-07,0.0011471808,0.0013593995,-0.048631046,5011,5011,0
34135936,34135619,3932170,3932170,-2.0522573e-05,-1.9931065e-06,-6.7909873e-06,0.0011223062,0.001367005,-0.048633557,5012,5012,0
34637101,34636750,3932170,3932170,-1.5690934e-05,6.771501e-06,-3.2602397e-06,0.0011256713,0.0013540355,-0.048656333,5012,5012,0
35138175,35137876,3932170,3932170,-2.4281051e-05,5.145271e-06,-4.8116963e-06,0.0011392141,0.00141684,-0.048506614,4996,4996,0
35639350,35639006,3932170,3932170,-1.6401065e-05,1.42429035e-05,-7.467155e-06,0.0010902365,0.0012963592,-0.04869572,5012,5012,0
36140432,36140134,3932170,3932170,-2.19304e-05,3.9191955e-06,-2.4400347e-06,0.0012172499,0.0014392291,-0.04861521,5012,5012,0
36636659,36636254,3932170,3932170,-1.9935864e-05,4.530499e-06,-3.2934022e-06,0.0011036416,0.0013709391,-0.048520025,5010,5010,0
37137733,37137381,3932170,3932170,-1.921437e-05,4.1379453e-06,-7.0215897e-06,0.0011110663,0.0014697516,-0.04858902,5011,5011,0
37638861,37638510,3932170,3932170,-1.8608276e-05,5.7868738e-06,-1.5154659e-06,0.0011913402,0.0013499478,-0.04856829,5011,5011,0
38139940,38139640,3932170,3932170,-1.2097741e-05,5.2312103e-06,-8.185063e-06,0.001170101,0.0014641806,-0.048590437,5012,5012,0
38636128,38635759,3932170,3932170,-1.9645466e-05,9.391651e-06,-8.870414e-06,0.001286258,0.0014148649,-0.04848087,5002,5002,0
39137186,39136888,3932170,3932170,-2.0831982e-05,9.208577e-06,-1.9372756e-06,0.0010915201,0.0012621445,-0.04859637,5011,5011,0
39638380,39638018,3932170,3932170,-1.6503825e-05,1.09477e-07,1.2014349e-06,0.0011592613,0.0012610765,-0.04870713,5010,5010,0
40139493,40139147,3932170,3932170,-2.3511227e-05,9.788453e-06,2.5176046e-06,0.0011380359,0.0013264152,-0.04859101,5011,5011,0
40635694,40635278,3932170,3932170,-1.6775823e-05,3.3852605e-06,4.9056766e-06,0.001224975,0.0012883081,-0.04877764,5023,5023,0
41136696,41136397,3932170,3932170,-1.570982e-05,1.0494418e-05,-3.2092464e-07,0.000980218,0.0013333444,-0.048695106,5011,5011,0
41637831,41637528,3932170,3932170,-1.0618602e-05,5.8162486e-06,-1.1219843e-07,0.0012694212,0.0014611919,-0.04871081,5012,5012,0
