timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
27271237,27270730,3801098,3801098,-0.00019316013,0.00016261934,7.413793e-05,0.002611949,0.011524102,-0.04774705,4994,4994,0,1
27775639,27775124,3801098,3801098,2.5146292e-05,-0.00012812419,2.5449131e-05,0.0029972976,0.014791002,-0.04873468,4994,4994,0,1
28275018,28274527,3801098,3801098,-0.00024311068,1.6681462e-06,9.316591e-05,-0.0055963937,0.0036020665,-0.049578894,4995,4995,0,1
28774429,28773930,3801098,3801098,0.00014954916,3.3201868e-05,0.00019746275,0.0071177124,0.01604688,-0.042738937,4983,4983,0,1
29273821,29273334,3801098,3801098,-0.00010481343,8.9717294e-05,-3.793094e-05,-0.0015253407,0.0097231455,-0.048775386,4994,4994,0,1
29778224,29777734,3801098,3801098,5.8627535e-05,7.4028096e-05,-0.000100310244,-0.0003119284,0.0036764992,-0.04908697,4995,4995,0,1
30272655,30272145,3801098,3801098,5.534229e-05,-0.00021687416,-0.00022084321,-0.0024810748,0.013316804,-0.04720564,4993,4993,0,1
30772066,30771553,3801098,3801098,-0.00034136442,0.00018670174,5.9511243e-05,0.0006905417,0.01120141,-0.04873414,4995,4995,0,1
31271468,31270961,3801098,3801098,0.0010003496,0.00011067276,-1.7753144e-05,-0.006309789,0.013868632,-0.046261624,4995,4995,0,1
31775892,31775363,3801098,3801098,-0.0005257072,-4.1255902e-05,-2.6807998e-05,-0.0026571527,0.010386614,-0.056288216,4994,4994,0,1
32275268,32274772,3801098,3801098,-0.00045499174,0.00024783233,-0.00029411164,0.00966853,-0.0065808166,-0.029479966,4991,4991,0,1
32774668,32774181,3801098,3801098,0.0009037963,0.0002923968,9.433373e-05,-0.008490813,0.010425173,-0.05345345,4994,4994,0,1
33274100,33273591,3801098,3801098,-0.00032993322,0.00057056476,8.021393e-05,0.0038058532,3.2232016e-05,-0.05165082,4995,4995,0,1
33773514,33773001,3801098,3801098,-9.9195786e-05,-0.00030495075,-1.3795746e-05,0.0045568696,0.01794136,-0.044722766,4989,4989,0,1
34272906,34272413,3801098,3801098,9.486192e-05,-0.00014654959,5.7607565e-05,0.00961168,0.009655034,-0.044457033,4994,4994,0,1
34772330,34771825,3801098,3801098,0.00035416606,-0.00010033506,-9.310047e-05,0.008398275,0.012014428,-0.046044257,4994,4994,0,1
35271724,35271238,3801098,3801098,3.7340058e-05,6.164744e-05,1.9426545e-05,-0.006778129,0.005562992,-0.046499416,4994,4994,0,1
35776157,35775647,3801098,3801098,-0.00022929662,8.259135e-05,1.1968847e-05,0.0019837506,0.008430141,-0.050772678,4995,4995,0,1
36275681,36275063,3801098,3801098,6.25718e-05,-3.859455e-05,5.2577278e-05,-0.00097526057,0.014308973,-0.043688077,4990,4990,0,1
36774989,36774479,3801098,3801098,2.6418578e-05,3.5196647e-06,-4.6855344e-05,0.0015442837,0.011494249,-0.04804849,4994,4994,0,1
