timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
29161658,29161121,3801098,3801098,1.00896505e-05,6.368901e-05,8.028918e-05,-0.0012612414,0.00018422079,-0.04915986,4998,4998,0,1
29661140,29660635,3801098,3801098,-0.00018246421,7.304088e-07,6.18553e-05,0.0032971674,-0.0062500876,-0.042900942,4996,4996,0,1
30160649,30160152,3801098,3801098,0.0001078657,5.728684e-05,-0.00017393834,-0.0044839457,0.0018115025,-0.06052209,4995,4995,0,1
30660154,30659670,3801098,3801098,0.00045560132,-8.8845525e-05,3.9534094e-05,0.0040172404,0.0027150041,-0.046994384,4995,4995,0,1
31159690,31159188,3801098,3801098,0.00059888465,0.00061247626,0.00018202286,0.009214659,-0.01085072,-0.047342546,4995,4995,0,1
31659191,31658706,3801098,3801098,-0.00073407183,-0.00038019437,0.000118571654,-0.0066993674,-0.019420313,-0.056385674,4996,4996,0,1
32158721,32158223,3801098,3801098,0.00038752152,0.00058506447,0.00023506235,-0.0017976234,0.0031611286,-0.041011196,4995,4995,0,1
32658234,32657741,3801098,3801098,0.001358035,-0.00020835822,0.0006429078,0.014986989,0.0088645,-0.043696046,4995,4995,0,1
33157744,33157258,3801098,3801098,0.00056756753,0.00041457728,-0.0002512307,0.015066603,-0.0031844168,-0.05661521,4995,4995,0,1
33662262,33661771,3801098,3801098,4.1787516e-05,0.00013841222,0.00036110854,-0.008043772,-0.01267563,-0.04668408,4996,4996,0,1
34161884,34161288,3801098,3801098,0.000120891884,2.9264284e-06,0.0003474974,-0.0048386427,-0.000860688,-0.04213037,4995,4995,0,1
34656298,34655812,3801098,3801098,3.7873677e-05,1.9143064e-05,6.601491e-05,-0.005548094,-0.0060598687,-0.04556414,4996,4996,0,1
35160812,35160325,3801098,3801098,4.7940266e-05,1.3381464e-05,-0.000102817605,-0.0073288456,-0.008527842,-0.050624948,4995,4995,0,1
35660341,35659846,3801098,3801098,-4.2281267e-06,1.675391e-05,8.095003e-05,-0.006557737,-0.0016077512,-0.059190128,4993,4993,0,1
36159866,36159365,3801098,3801098,-7.1178615e-06,-9.380771e-05,-2.48906e-05,0.0014608828,-0.0052276608,-0.047879826,4978,4978,0,1
36659388,36658887,3801098,3801098,5.931117e-06,4.2695723e-05,-4.277834e-05,-0.0011939786,-0.0060166772,-0.048548907,4998,4998,0,1
