timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
63450096,63449733,3932170,3932170,-2.7962777e-05,-5.2920022e-06,-1.6474145e-05,-0.0017215767,-0.00054546515,-0.047908913,5017,5017,0
63455126,63454749,3932170,3932170,-3.0751347e-05,-1.6344637e-05,-1.0912136e-05,-0.0016164903,-0.0005632482,-0.047722142,5016,5016,0
63951265,63950966,3932170,3932170,-1.605601e-05,-2.236808e-06,8.502069e-06,-0.0017632338,-0.0006588088,-0.04778439,5012,5012,0
64452597,64452206,3932170,3932170,-1.3365435e-05,1.2820889e-05,1.9442803e-06,-0.0018896797,-0.0003909099,-0.04779824,5012,5012,0
64953819,64953446,3932170,3932170,-2.338336e-05,-1.3026583e-05,1.7804952e-05,-0.0016516905,-0.00087518705,-0.047918104,5013,5013,0
65455104,65454686,3932170,3932170,-1.9138794e-05,6.2152994e-06,-1.5235294e-05,-0.0015989128,-0.00048176773,-0.047796894,5012,5012,0
65951212,65950913,3932170,3932170,-4.629257e-05,-1.89336e-05,-2.186385e-05,-0.0020669827,-0.00031927432,-0.047646575,5012,5012,0
66452522,66452153,3932170,3932170,-3.6878162e-05,-6.1990763e-06,-1.0117517e-05,-0.0017782705,-0.00046310178,-0.04782102,5010,5010,0
66948681,66948380,3932170,3932170,-2.0936097e-05,3.3722981e-06,1.5812412e-06,-0.0018506151,-0.00082146295,-0.04773655,5013,5013,0
67450022,67449619,3932170,3932170,-6.9098046e-06,-4.734007e-06,-3.6884414e-06,-0.001862805,-0.00058843323,-0.047736563,5012,5012,0
67951160,67950859,3932170,3932170,-1.1776307e-05,1.0291144e-05,8.547364e-06,-0.0017396976,-0.0005469074,-0.047808222,5013,5013,0
68452448,68452099,3932170,3932170,-4.497063e-06,2.0598289e-05,-7.0406116e-07,-0.0018474857,-0.00053873844,-0.04783716,5013,5013,0
68953638,68953338,3932170,3932170,-1.1216132e-05,9.148984e-06,3.6367144e-06,-0.0017181268,-0.00081515766,-0.047601268,5012,5012,0
69449919,69449565,3932170,3932170,1.0176524e-06,3.122778e-05,-5.961712e-07,-0.0018591781,-0.0006849429,-0.047784813,5011,5011,0
69951134,69950806,3932170,3932170,3.9242245e-06,1.4950516e-05,1.1998416e-05,-0.0019493481,-0.00055832707,-0.047637887,5014,5014,0
70452392,70452044,3932170,3932170,-3.8572313e-07,2.3801744e-05,-5.749792e-07,-0.0016831277,-0.0007345471,-0.0478174,5013,5013,0
70953586,70953283,3932170,3932170,-8.568399e-06,1.0286286e-05,3.846064e-07,-0.001702826,-0.0007506293,-0.047695674,5013,5013,0
71449918,71449510,3932170,3932170,-4.195954e-06,7.514868e-06,3.4110333e-06,-0.0017534116,-0.0007372002,-0.047778696,5013,5013,0
71951121,71950749,3932170,3932170,-1.3782267e-05,5.0172953e-06,-1.977378e-06,-0.0016486975,-0.00064723444,-0.047703277,5012,5012,0
72452387,72451988,3932170,3932170,-7.5937214e-06,7.312518e-06,-1.7683801e-06,-0.0017704464,-0.0006703484,-0.047779903,5012,5012,0
72948526,72948217,3932170,3932170,-4.742733e-06,8.102358e-06,-1.1726123e-06,-0.0017349619,-0.0007314397,-0.047782727,5015,5015,0
73449800,73449453,3932170,3932170,-1.9165695e-05,3.308737e-06,2.8822858e-06,-0.0018840956,-0.0006181464,-0.04767638,5012,5012,0
73951043,73950692,3932170,3932170,-1.7465669e-05,5.8336504e-06,-2.4738606e-06,-0.0018970894,-0.0007120422,-0.047797576,5013,5013,0
74452322,74451931,3932170,3932170,-1.7993974e-05,-3.0474484e-06,1.0263145e-06,-0.0018438204,-0.0005636816,-0.04780823,5013,5013,0
