timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
75359371,75358962,3932170,3932170,-1.42805e-05,-2.9951493e-06,-1.8139197e-06,0.001027461,0.0013027618,-0.048766706,5011,5011,0
75364385,75363974,3932170,3932170,-1.8688826e-05,1.1845277e-06,-3.7885839e-06,0.0010389751,0.001404937,-0.048748728,5012,5012,0
75860477,75860106,3932170,3932170,-1.6898523e-05,1.1418809e-05,-1.0690573e-05,0.0011574542,0.0014406053,-0.04880439,5016,5016,0
76361649,76361244,3932170,3932170,-1.4949021e-05,1.1008042e-05,3.5534026e-06,0.0011740202,0.0014301034,-0.048635423,5011,5011,0
76862699,76862381,3932170,3932170,-1.1673641e-05,4.0309023e-06,-5.9799313e-06,0.001056625,0.001327387,-0.048263695,4969,4969,0
77363885,77363527,3932170,3932170,-8.287617e-06,-9.919275e-08,-5.395686e-05,0.0013895467,0.0013159331,-0.05013027,5013,5013,0
77865011,77864704,3932170,3932170,-0.00023626184,7.3881514e-05,-0.00014194944,-0.004701727,0.011893415,-0.048363473,5048,5048,0
78361113,78360798,3932170,3932170,-0.00014362684,0.00037954276,-3.4222953e-06,0.01700337,-0.00093441934,-0.04346397,5011,5011,0
78862301,78861944,3932170,3932170,-0.0009713033,-0.000100958954,-0.000600321,-0.0042778202,0.027925266,-0.0424022,5015,5015,0
79358404,79358105,3932170,3932170,0.000277399,0.00018889472,0.00028949673,-0.0036877282,-0.0021616,-0.046925038,5046,5046,0
79859598,79859245,3932170,3932170,-0.0002530929,-0.0001711106,6.2988736e-05,-0.0075336117,-0.012488049,-0.031061655,5003,5003,0
80360712,80360360,3932170,3932170,0.00025846504,0.00093966204,0.0003493455,0.0078426385,-0.03040987,-0.07508717,5016,5016,0
80861892,80861497,3932170,3932170,-0.0006825059,-0.0008891026,-0.00077631103,-0.009296127,0.011918165,-0.035187718,5011,5011,0
81362984,81362639,3932170,3932170,0.00018638548,0.0010862354,0.0006390705,0.010327014,-0.00024530914,-0.051394958,5011,5011,0
81864126,81863782,3932170,3932170,0.0025895082,-0.0015597014,0.00050895946,0.03206961,-0.040959496,-0.1007703,5004,5004,0
82365273,82364924,3932170,3932170,0.0024434272,-0.0040458734,0.0025289326,-0.0061187684,-0.028405469,-0.08531999,5011,5011,0
82861407,82861058,3932170,3932170,0.0037206663,0.0023297195,0.0049392004,-0.040945344,-0.02879033,-0.045430303,5004,5004,0
83362540,83362199,3932170,3932170,0.0044458434,-0.0086899465,-0.0037309078,0.019296499,0.045640897,-0.014812173,5011,5011,0
83863686,83863342,3932170,3932170,-0.0063662496,0.0006159185,-0.00022423224,-0.046162948,-0.014545187,-0.17261703,5012,5012,0
84359823,84359474,3932170,3932170,0.0031768924,0.0016923968,-0.0005245882,0.014514954,0.028166248,-0.02763706,5012,5012,0
84860970,84860617,3932170,3932170,0.0032219423,-0.005546368,0.0013656983,-0.012482397,-0.02162591,-0.06368723,5011,5011,0
85362063,85361760,3932170,3932170,-0.0007425118,-0.00080075645,-0.00016189499,-0.012102718,-0.002759769,-0.04499478,5011,5011,0
85863264,85862904,3932170,3932170,7.635775e-05,0.00011623575,-3.27586e-05,-0.0027543935,-0.0007669091,-0.04799545,5012,5012,0
86359385,86359037,3932170,3932170,5.64131e-05,8.20973e-05,-2.0391359e-05,-0.0035879638,-0.00018765533,-0.048063293,5013,5013,0
86860543,86860180,3932170,3932170,2.8292547e-05,3.5861758e-05,1.339512e-05,-0.003482068,-0.00014886865,-0.04813396,5010,5010,0
87361623,87361323,3932170,3932170,-9.540608e-06,1.0957768e-05,-6.59712e-06,-0.003497647,4.4339664e-05,-0.048141956,5011,5011,0
87862778,87862469,3932170,3932170,-1.4028481e-05,-5.0281055e-06,-1.407131e-05,-0.0037427032,6.3651154e-05,-0.048176453,5013,5013,0
88364005,88363612,3932170,3932170,-1.8613608e-05,-5.8957385e-06,2.4606047e-06,-0.003624987,-0.00013229731,-0.048146304,5012,5012,0
88865056,88864756,3932170,3932170,-1.236107e-05,1.0693014e-06,-6.9132493e-06,-0.003755109,-1.3509742e-05,-0.048075378,5011,5011,0
89366214,89365915,3932170,3932170,-1.36281415e-05,6.490002e-06,-5.3527447e-06,-0.003729221,-1.3900007e-05,-0.048267253,5022,5022,0
