timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
718187242,718186741,3801098,3801098,-0.00045712604,0.00017164066,5.7525744e-05,-0.0023337326,0.005864485,-0.047934942,4986,4986,0,1
718686725,718686179,3801098,3801098,0.00019718493,-5.1098385e-05,-8.260734e-05,-0.007871261,0.0023279672,-0.040068578,4994,4994,0,1
719186108,719185617,3801098,3801098,-0.00021242378,-2.2650618e-05,8.509043e-05,0.00025280274,0.006604939,-0.057807744,4994,4994,0,1
719685563,719685055,3801098,3801098,0.00027120986,3.1026775e-05,-0.00013187066,-0.0023241981,0.0025318176,-0.042363845,4995,4995,0,1
720184992,720184491,3801098,3801098,6.2806364e-05,8.844114e-05,0.00010609151,-0.006787719,0.007845959,-0.04489038,4995,4995,0,1
720684435,720683927,3801098,3801098,0.00022650431,-0.000104718034,0.00011133182,0.000728443,0.0076766545,-0.049427807,4994,4994,0,1
721183875,721183363,3801098,3801098,-0.00041599572,0.00012155854,2.1044937e-06,-0.007814618,-0.0029629273,-0.046379305,4994,4994,0,1
721688292,721687794,3801098,3801098,-0.00030166408,0.00022606805,5.735342e-05,-0.0055696713,0.0045948313,-0.05153936,4995,4995,0,1
722187715,722187229,3801098,3801098,0.0001898072,-0.00016137812,-5.4203112e-05,0.0012303661,0.0040143626,-0.045624726,4994,4994,0,1
722687148,722686665,3801098,3801098,-0.00056176004,0.0005251299,2.364926e-05,0.0024794892,0.0106046675,-0.058523644,4985,4985,0,1
723181612,723181109,3801098,3801098,0.00045519034,0.00026828988,-0.0001121841,1.40168495e-05,0.008168592,-0.050531615,4997,4997,0,1
723686035,723685535,3801098,3801098,0.00067091436,0.00065050396,5.0809373e-05,-0.0018180615,-0.0029250842,-0.048819818,4994,4994,0,1
724185466,724184970,3801098,3801098,-0.00014427588,-0.00042289484,0.0002131219,-0.0045869346,0.015063025,-0.04440268,4996,4996,0,1
724684906,724684403,3801098,3801098,0.001019536,-0.00048257766,-4.9350332e-05,0.012630997,0.057761658,-0.04933704,4994,4994,0,1
725184347,725183838,3801098,3801098,-8.405922e-06,-0.00032504162,-0.00015592687,0.05894239,0.044772547,-0.06414265,4992,4992,0,1
725688762,725688269,3801098,3801098,-0.0006746613,0.0001795782,-0.0003627847,-0.0014815591,0.013678843,-0.056406736,4995,4995,0,1
726188199,726187704,3801098,3801098,-0.0014343632,-0.0002621838,-0.00014618596,-0.049308438,-0.014049878,-0.03252831,4995,4995,0,1
726682678,726682145,3801098,3801098,0.0025909299,5.9861224e-05,0.00029724697,0.0017001393,0.005705616,-0.053905737,4995,4995,0,1
