timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
705416525,705416003,3801098,3801098,-0.00022436195,0.00011790872,0.00018655334,-0.0056214062,0.004899287,-0.047439054,4995,4995,0,1
705915948,705915449,3801098,3801098,1.8028017e-05,-4.4740386e-07,-2.8700404e-05,-0.00043107345,0.0047777845,-0.050651837,4994,4994,0,1
706420404,706419898,3801098,3801098,-0.00021655565,-1.4315042e-05,1.7051354e-05,-0.0024033843,0.0048983498,-0.04877637,5000,5000,0,1
706919824,706919340,3801098,3801098,0.000116367424,-0.00027905844,0.00012434807,-0.00048564066,0.005195361,-0.06100637,4989,4989,0,1
707419272,707418786,3801098,3801098,0.00014499524,0.00019443053,0.0001139249,-0.013539451,0.000765153,-0.042204037,4980,4980,0,1
707918735,707918233,3801098,3801098,0.00014179942,1.1182451e-05,3.5963243e-05,-0.0026435475,0.0053329305,-0.055488884,4992,4992,0,1
708418176,708417677,3801098,3801098,-0.0002961489,2.373321e-05,0.00013561502,-0.0010012621,0.0066057104,-0.055856597,4994,4994,0,1
708917621,708917122,3801098,3801098,0.00029832887,0.00010103938,-4.4927096e-05,-0.013116097,0.0027680818,-0.044646375,4994,4994,0,1
709417079,709416566,3801098,3801098,0.00013843199,0.000112435075,-2.7369935e-05,-0.004845687,0.0030985577,-0.036985576,4994,4994,0,1
709916516,709916010,3801098,3801098,-0.0001982259,0.00028244153,1.5062583e-05,-0.0046123527,-0.00017297699,-0.04651803,4994,4994,0,1
710420940,710420448,3801098,3801098,-0.00036878066,-0.00011090606,0.00022520582,0.0020141976,0.0044446373,-0.05397519,4994,4994,0,1
710920396,710919891,3801098,3801098,0.00013661584,1.848665e-05,-8.455992e-05,-0.0041184886,0.003969956,-0.053370602,4994,4994,0,1
711419817,711419333,3801098,3801098,0.00013022145,0.00027603508,0.00013962272,-0.0015335751,0.0028077366,-0.05168862,4995,4995,0,1
711919271,711918772,3801098,3801098,-0.00011914288,1.723232e-05,-8.176769e-05,-0.0022209857,0.007321218,-0.048832834,4994,4994,0,1
712418696,712418211,3801098,3801098,0.00011612479,0.00022748332,-0.00010025499,-0.0048127593,0.0043035545,-0.039773867,4995,4995,0,1
712918143,712917648,3801098,3801098,-0.00023744162,9.0538226e-05,-8.415087e-05,-0.0019401945,-0.0011490664,-0.041333057,4994,4994,0,1
713417582,713417087,3801098,3801098,0.00028640797,0.00030469842,-0.00017396807,-0.00987473,0.008336101,-0.040985994,4995,4995,0,1
713917011,713916524,3801098,3801098,-0.00036553908,-0.00016315504,0.00012657617,-0.005304621,-0.00041415836,-0.038573302,4994,4994,0,1
714421462,714420957,3801098,3801098,-0.00021541592,0.00011008851,1.9028699e-06,-0.004107323,0.011339184,-0.052153736,4994,4994,0,1
714920912,714920398,3801098,3801098,8.613839e-06,-8.813274e-05,9.5955256e-05,-0.0059743,-0.0012907987,-0.047735196,4994,4994,0,1
715420342,715419837,3801098,3801098,-7.2400886e-05,6.2849715e-05,9.585027e-05,-0.0032440731,0.0033502358,-0.048916873,4988,4988,0,1
