timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
58936990,58936648,3932170,3932170,-1.11162735e-05,4.362479e-06,1.3886857e-06,0.0011536083,0.0013610907,-0.04854875,5009,5009,0
58941961,58941662,3932170,3932170,-1.251287e-05,3.7165494e-06,-5.174389e-07,0.0010248077,0.0012617044,-0.048641503,5014,5014,0
59438141,59437781,3932170,3932170,-1.9439161e-05,-2.7235106e-07,-6.3836637e-06,0.001160706,0.0014818251,-0.048612338,5012,5012,0
59944315,59943930,3932170,3932170,-1.4226887e-05,5.393879e-07,-2.8545908e-06,0.0011687956,0.0013671473,-0.048650604,5011,5011,0
60440367,60440063,3932170,3932170,-1.8019144e-05,4.4044186e-06,-2.4113647e-06,0.0010650144,0.0013582467,-0.048613384,5020,5020,0
60936533,60936180,3932170,3932170,-1.476444e-05,2.7361828e-06,-4.836063e-06,0.0012138318,0.0013927995,-0.04859826,5012,5012,0
61437615,61437316,3932170,3932170,-1.6583926e-05,2.760584e-06,1.4063618e-06,0.0012370913,0.0013982469,-0.048579257,5010,5010,0
61938799,61938453,3932170,3932170,-1.2004404e-05,6.3420757e-06,-8.405884e-06,0.0011911341,0.0012882267,-0.04860575,5012,5012,0
62439890,62439590,3932170,3932170,-2.1511587e-05,1.3140744e-05,2.5890877e-06,0.0011004605,0.0014437364,-0.048674308,5011,5011,0
62941079,62940731,3932170,3932170,-1.7684653e-05,3.77131e-06,-2.1176209e-06,0.0011070203,0.0013843183,-0.04864134,5015,5015,0
63437201,63436853,3932170,3932170,-5.2175124e-06,2.97038e-06,-9.209485e-06,0.0011637049,0.0014008604,-0.048621092,5011,5011,0
63938387,63937991,3932170,3932170,-1.5996484e-05,4.9186583e-06,-6.6039584e-06,0.0012009018,0.001263915,-0.048674986,5011,5011,0
64434419,64434119,3932170,3932170,-8.877972e-06,7.5259454e-06,-8.100381e-06,0.0011394876,0.0013315998,-0.04874909,5014,5014,0
64935617,64935255,3932170,3932170,-1.7996232e-05,3.483486e-06,-3.448458e-06,0.0010380977,0.0011955563,-0.04870347,5012,5012,0
65436759,65436393,3932170,3932170,-1.8644077e-05,-1.1843682e-06,9.293595e-06,0.0011564827,0.0013356775,-0.048538744,5012,5012,0
65937894,65937531,3932170,3932170,-1.7765016e-05,4.4614508e-06,1.3690469e-06,0.0012633643,0.0013870184,-0.04863409,5011,5011,0
66438970,66438669,3932170,3932170,-7.132934e-06,1.0146883e-06,-5.4501146e-07,0.0012014096,0.0014519591,-0.048674457,5011,5011,0
66940108,66939808,3932170,3932170,-1.4233809e-05,3.4733002e-06,3.12651e-06,0.0011296268,0.0012897574,-0.04867206,5011,5011,0
67441247,67440947,3932170,3932170,-1.0211612e-05,3.0754027e-06,-3.2488747e-06,0.0011730298,0.0013145647,-0.048635405,5012,5012,0
67937474,67937075,3932170,3932170,-1.578885e-05,6.1835103e-06,-1.2409744e-06,0.0011815256,0.0012577602,-0.04858706,5012,5012,0
68438518,68438209,3932170,3932170,-1.5154574e-05,1.00905445e-05,-1.3422787e-06,0.001056163,0.0012960441,-0.048735924,5001,5001,0
68939660,68939353,3932170,3932170,-2.105794e-05,5.898193e-06,7.6129095e-07,0.0011624469,0.0012682665,-0.048645627,5012,5012,0
69435826,69435477,3932170,3932170,-1.1016823e-05,3.896633e-06,-4.5465763e-06,0.0010988397,0.001397623,-0.048599172,5012,5012,0
69936922,69936621,3932170,3932170,-1.7937435e-05,9.920474e-06,-7.663552e-06,0.0010561789,0.0013160141,-0.04864247,5012,5012,0
