timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
172933629,172933109,3801098,3801098,-0.00018040359,-2.1851412e-05,0.00013704195,0.0034939472,0.002107561,-0.049779307,4991,4991,0,1
173433014,173432521,3801098,3801098,0.00033922927,0.0003996166,1.5603397e-05,-0.005357855,-0.0045559513,-0.042912643,4994,4994,0,1
173932438,173931934,3801098,3801098,-0.000112399845,1.2641932e-05,2.4346007e-05,-0.005739835,0.0054453686,-0.04890981,4994,4994,0,1
174431845,174431347,3801098,3801098,5.1167783e-05,0.00026839762,0.00022615911,-0.004003293,-0.005690128,-0.04075952,4984,4984,0,1
174931273,174930760,3801098,3801098,0.00013519297,-0.00021002973,0.00011465663,0.0027654683,0.008975233,-0.054423653,4994,4994,0,1
175435690,175435167,3801098,3801098,1.7758894e-06,-0.0005978329,-2.5450927e-05,0.003185933,0.0014066268,-0.048598424,4994,4994,0,1
175930080,175929586,3801098,3801098,-0.0007746753,0.0001933884,0.00030798177,-0.0014594995,-0.00035689917,-0.054428156,4995,4995,0,1
176429500,176428998,3801098,3801098,0.0005128274,0.00020883589,-0.00010751843,0.0059367786,0.0018019059,-0.04400301,4994,4994,0,1
176933910,176933405,3801098,3801098,-0.00093718944,0.00031028665,0.0002158932,0.0015744105,-0.012041556,-0.061218668,4994,4994,0,1
177433321,177432818,3801098,3801098,-0.00056343136,-0.0015343123,0.00029251564,-0.015218547,0.0030512658,-0.047697626,4985,4985,0,1
177932723,177932231,3801098,3801098,-0.0011183808,-0.0010130291,0.00015885475,-0.008369095,-0.0062465114,-0.06072885,4994,4994,0,1
178432193,178431644,3801098,3801098,-3.4176242e-05,0.0002775698,-0.00012238754,0.012435494,0.0066434825,-0.06751832,4995,4995,0,1
178931583,178931057,3801098,3801098,-0.00024517227,7.046088e-05,0.0004503665,0.011050476,-0.008373116,-0.032702632,4990,4990,0,1
179431007,179430471,3801098,3801098,-0.0011623087,-0.0006839217,0.00012219661,-0.010614177,-0.004883183,-0.043181922,4995,4995,0,1
179930371,179929884,3801098,3801098,-0.0018876396,-0.0015997399,1.4239673e-05,-0.034460574,-0.027806053,-0.038568534,4994,4994,0,1
180429784,180429297,3801098,3801098,-0.00040561744,0.00067062955,-0.00018280743,0.029582059,0.0099880295,-0.0642707,4994,4994,0,1
180934210,180933705,3801098,3801098,-0.0017369826,0.0009316319,3.6672613e-05,0.012427312,0.021934489,-0.060141478,4994,4994,0,1
181433636,181433119,3801098,3801098,0.00072216697,0.0005958089,0.00034783033,0.01157613,0.012059004,-0.08031691,4993,4993,0,1
181933028,181932534,3801098,3801098,1.5618043e-05,0.00022534883,-0.00014505725,0.007543821,0.011103715,-0.056832913,4995,4995,0,1
182432456,182431948,3801098,3801098,-0.0011913982,-0.00030197937,-0.00023764286,0.0065702717,0.02645311,-0.053118095,4994,4994,0,1
182931969,182931364,3801098,3801098,0.0010420659,0.0012550898,4.2017105e-05,0.031658154,0.040722087,-0.07072966,4996,4996,0,1
183431285,183430776,3801098,3801098,0.00046258236,0.0002336164,-2.607011e-05,0.0053864783,0.00885826,-0.038957782,4994,4994,0,1
183930695,183930190,3801098,3801098,0.00037177923,0.0007313578,-8.37651e-05,0.010836075,0.005481756,-0.051729735,4994,4994,0,1
184435101,184434599,3801098,3801098,0.0009820395,9.998976e-05,7.99145e-05,-0.015380432,-0.007892556,-0.023180563,4995,4995,0,1
184934511,184934012,3801098,3801098,0.0015518776,-0.00011242244,7.140169e-05,-0.002265041,-0.006881913,-0.041342746,4995,4995,0,1
185433938,185433425,3801098,3801098,0.0010782839,0.00018235539,-0.00022887629,0.03804981,0.032405548,-0.07216128,4994,4994,0,1
185933330,185932838,3801098,3801098,-0.0011036381,-0.00082107395,4.2405674e-05,-0.024141267,0.007072114,-0.042483926,4990,4990,0,1
186432735,186432249,3801098,3801098,0.0005289428,-0.00081819005,-0.00042116878,-0.006084536,-0.00038683947,-0.03304633,4994,4994,0,1
186932187,186931661,3801098,3801098,0.0017937457,0.0013539351,-7.3327996e-05,0.011341159,0.0053060907,-0.03877816,4987,4987,0,1
187431611,187431086,3801098,3801098,0.00086692,0.0005962956,0.00012236885,0.021997187,0.039257366,-0.06738232,5007,5007,0,1
187931012,187930485,3801098,3801098,0.0004673953,-0.0002921574,-0.00023618648,-0.0003582913,0.014353628,-0.03687319,4985,4985,0,1
188435403,188434890,3801098,3801098,0.0008184292,-4.8473525e-05,-0.00015572102,-0.0020963396,0.0101169385,-0.047056135,4994,4994,0,1
188934798,188934301,3801098,3801098,-0.00067890773,0.00019847043,0.00026667898,-0.015929602,0.0031921382,-0.039919477,4993,4993,0,1
189429219,189428719,3801098,3801098,-0.0003561757,-0.00057180366,6.7715846e-05,-0.023930531,-0.008637353,-0.03358219,4995,4995,0,1
189928625,189928130,3801098,3801098,0.0009501108,0.0006281558,-8.484329e-05,0.031918213,-0.0032998582,-0.060350884,4995,4995,0,1
190433027,190432534,3801098,3801098,-0.0007500936,-0.0019951952,-4.174827e-06,-0.023255827,-0.021156546,-0.02384996,4994,4994,0,1
190932495,190931963,3801098,3801098,-0.00016085799,-0.0031168237,-0.00010571509,0.021565314,0.005418952,-0.048334945,5012,5012,0,1
191431958,191431359,3801098,3801098,0.0017325991,0.0059194905,-0.00017625558,0.045486595,0.0032647578,-0.06989526,4997,4997,0,1
191931279,191930767,3801098,3801098,-0.00047446953,0.0032987974,0.00035311488,0.02364082,0.015366281,-0.074682064,4994,4994,0,1
192435683,192435172,3801098,3801098,-0.0004533921,-0.005090976,4.829789e-05,-0.021904822,-0.008650611,-0.040596098,4995,4995,0,1
192935084,192934582,3801098,3801098,-0.003916866,-0.0018012691,-0.0002166986,-0.01566648,0.0016036857,-0.047869347,4991,4991,0,1
193429494,193428998,3801098,3801098,-0.0025984675,-0.00034068973,0.00017505756,-0.005953438,-0.012918151,-0.034071676,4994,4994,0,1
193933907,193933402,3801098,3801098,0.0020657068,-0.0016684114,0.000164123,-0.005669468,0.0045614266,-0.059056222,4994,4994,0,1
194433307,194432811,3801098,3801098,0.003775412,-0.0013969494,-0.00027069348,-0.020336077,-0.0004942499,-0.028011926,4994,4994,0,1
194932706,194932220,3801098,3801098,-0.004940778,-0.002679325,0.0005409829,-0.01807324,0.00069444044,-0.04121741,4994,4994,0,1
195437124,195436622,3801098,3801098,-0.001224443,-0.0012911791,-6.353377e-05,-0.023094067,-0.015267004,-0.042039666,4993,4993,0,1
195931548,195931037,3801098,3801098,7.819614e-05,-0.0021409004,-0.00018575363,-0.037049063,-0.032008156,-0.026077783,4991,4991,0,1
196435937,196435440,3801098,3801098,7.27067e-05,0.00037674163,0.0003652364,0.02313772,0.0035813227,-0.059378523,4993,4993,0,1
196935348,196934852,3801098,3801098,0.0015432406,0.00035037543,-0.00027813588,0.007597755,0.0027138863,-0.044767406,4991,4991,0,1
197429761,197429266,3801098,3801098,0.0016814355,0.00063036056,-0.0002506356,0.013022427,0.0045914226,-0.06312432,4995,4995,0,1
197939161,197938662,3801098,3801098,-0.00014540528,-0.00082562736,3.379179e-05,-0.009485955,0.01932631,-0.0453201,4994,4994,0,1
198438588,198438071,3801098,3801098,-0.0011666532,-0.00043900343,0.00013790786,-0.017639298,-0.0026483152,-0.03152119,4982,4982,0,1
198932994,198932493,3801098,3801098,0.0012588614,0.001209187,0.00019397115,0.016361382,-0.008862064,-0.049592122,5003,5003,0,1
199432441,199431892,3801098,3801098,-0.00012649871,-0.0010818127,-2.5474226e-05,-0.022573726,-0.02791891,-0.034178693,4994,4994,0,1
199931801,199931300,3801098,3801098,-0.0003156794,0.00024409125,7.9236575e-05,-0.0024567784,-0.009424527,-0.038709037,4995,4995,0,1
200431225,200430707,3801098,3801098,0.001994764,-0.00059202954,-0.00022571754,0.005685877,-0.021641804,-0.0412313,4990,4990,0,1
200930621,200930115,3801098,3801098,-0.00031728376,8.98701e-05,0.00016934756,0.008481371,0.001030017,-0.043431815,4994,4994,0,1
201430018,201429522,3801098,3801098,0.00082604296,0.0009929219,0.00026450213,0.02895988,0.0188465,-0.04865042,4994,4994,0,1
201934420,201933924,3801098,3801098,-0.0003770043,0.00036650806,-2.494152e-05,0.004811937,0.028594747,-0.06251453,4994,4994,0,1
202433832,202433331,3801098,3801098,-0.001404574,0.00023902672,-0.0001874185,0.011864334,0.016488543,-0.060968235,4994,4994,0,1
202933231,202932738,3801098,3801098,-0.00069846027,-0.00086611824,-2.7489066e-06,-0.007562521,0.0018027571,-0.07640779,4994,4994,0,1
203432672,203432145,3801098,3801098,-0.0004339449,-0.0010113113,-0.00013489214,-0.0052814847,-0.013590347,-0.052319963,4994,4994,0,1
203932079,203931552,3801098,3801098,-0.00056818366,-4.518295e-05,0.000103619124,0.008271111,0.009806001,-0.056484144,4994,4994,0,1
204431478,204430959,3801098,3801098,0.0016876082,0.0010435196,3.6103236e-05,0.039238982,0.018293204,-0.060503032,4994,4994,0,1
204930901,204930366,3801098,3801098,-0.0004512989,-0.00027336867,-2.0469904e-05,0.002153509,0.0020946711,-0.047989447,4994,4994,0,1
205430267,205429774,3801098,3801098,-5.832333e-05,-0.0023125666,-0.00012251956,-0.03387677,-0.026521914,-0.019270675,4994,4994,0,1
205934661,205934176,3801098,3801098,-0.0007097005,0.0001650577,0.00020837423,0.008709716,-0.00014395686,-0.05015187,4994,4994,0,1
206434104,206433584,3801098,3801098,0.0027068695,0.0027854776,0.000102675316,0.02079244,0.032857284,-0.06971062,4991,4991,0,1
206933494,206932992,3801098,3801098,0.0004136071,0.0011600013,-0.00047541474,-0.019426333,-0.003969887,-0.041220043,4994,4994,0,1
207432895,207432401,3801098,3801098,-0.00036531594,-0.0032757416,-0.00037295604,-0.023759,-0.02308277,-0.030210042,4995,4995,0,1
207932300,207931809,3801098,3801098,-0.0012404296,-0.000875738,0.00038495034,-0.0019840174,-0.02579772,-0.039468076,4994,4994,0,1
208431711,208431218,3801098,3801098,0.0005628169,-4.9035363e-05,-0.00016545466,0.04476572,0.03591528,-0.07025337,4995,4995,0,1
208931172,208930626,3801098,3801098,0.00077438046,0.0014107968,2.695059e-05,0.03138203,0.034176633,-0.070349924,4994,4994,0,1
209435553,209435041,3801098,3801098,0.002132282,0.0012081527,0.0003324739,0.046906933,0.044030763,-0.07664751,5005,5005,0,1
209934983,209934437,3801098,3801098,0.0013095917,-0.0006962995,3.9121234e-05,0.0011277712,0.00204609,-0.04875379,4994,4994,0,1
210429343,210428855,3801098,3801098,-0.0005664506,-0.00027357333,-4.6930945e-05,0.015905676,0.020496324,-0.07115589,4983,4983,0,1
210928752,210928259,3801098,3801098,-0.0007997769,0.00022043471,-0.00020035593,-0.010217607,0.02568282,-0.04672955,4994,4994,0,1
211433145,211432660,3801098,3801098,0.00045002537,-0.0017213285,-3.7061767e-05,-0.017089989,-0.011254169,-0.06222033,4994,4994,0,1
211932568,211932066,3801098,3801098,0.0012984357,-0.00079133065,0.0004283597,-0.0039059164,-0.020649208,-0.031458158,4994,4994,0,1
212432106,212431470,3801098,3801098,0.0010115318,0.0011629603,-7.7145705e-05,0.021885948,0.02441781,-0.060306814,4994,4994,0,1
212931385,212930875,3801098,3801098,0.0010783856,-0.00016250025,-0.00015259041,-0.013384011,-0.0041238363,-0.02869867,4996,4996,0,1
213435777,213435271,3801098,3801098,-0.0020107727,-0.0015704287,-1.6536398e-05,-0.036978766,-0.0057315943,-0.048919376,4994,4994,0,1
213935184,213934674,3801098,3801098,0.00024066433,0.0017980424,0.00018853962,0.02802639,0.040773004,-0.06632517,4994,4994,0,1
214429590,214429083,3801098,3801098,0.001517212,0.0002793832,-0.0004382864,-0.010815397,-0.005770077,-0.03478625,4964,4964,0,1
214934085,214933481,3801098,3801098,-1.8654135e-05,0.0013135374,-2.2965054e-05,-0.021983992,-0.023244672,-0.04543672,4994,4994,0,1
215433372,215432886,3801098,3801098,0.0005332658,5.5761862e-05,0.00031661114,0.028465033,0.02285993,-0.06957131,4986,4986,0,1
215932774,215932289,3801098,3801098,0.0020574136,0.00024137023,-0.00012721903,0.033541963,0.019170841,-0.070136376,4995,4995,0,1
216432193,216431692,3801098,3801098,-0.0003579557,3.5396642e-05,5.5066128e-05,0.014840832,0.008501109,-0.03605691,4994,4994,0,1
216931604,216931100,3801098,3801098,0.0006649002,-1.230721e-05,-0.00014686593,-0.020659449,-0.00555768,-0.016169662,4999,4999,0,1
217435987,217435494,3801098,3801098,0.0004384415,0.000118898584,6.8912035e-05,0.002400223,-0.0009566478,-0.07270426,4994,4994,0,1
217930407,217929904,3801098,3801098,0.0004129546,0.00037796816,-0.00016450592,0.0038206973,0.020637691,-0.050817877,4994,4994,0,1
