timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
79033568,79033256,3932170,3932170,-1.6109516e-05,-3.1575057e-06,-1.0843706e-06,-0.0020270303,-0.0005122476,-0.047860704,5018,5018,0
79038568,79038260,3932170,3932170,-1.853097e-05,-2.2648333e-06,1.807817e-06,-0.00201792,-0.0005466279,-0.04774903,5004,5004,0
79534877,79534485,3932170,3932170,-2.2218006e-05,-1.2996236e-05,-1.9228664e-05,-0.0017344393,-0.00048744495,-0.047724735,5009,5009,0
80036166,80035724,3932170,3932170,-2.6316986e-05,1.1235219e-05,7.1595273e-06,-0.0016894215,-0.0008443899,-0.047829606,5013,5013,0
80532251,80531949,3932170,3932170,-1.5868516e-05,7.943185e-06,7.48465e-07,-0.0018675056,-0.00062397524,-0.047815394,5013,5013,0
81033499,81033186,3932170,3932170,-1.5557149e-05,1.450667e-05,7.032536e-06,-0.0020176193,-0.00058564486,-0.047458004,5006,5006,0
81534724,81534424,3932170,3932170,-2.0935022e-05,2.9717423e-05,3.7249432e-05,-0.002278786,-0.00016367783,-0.048048925,4999,4999,0
82030958,82030649,3932170,3932170,0.00039398688,0.00021472127,-6.6017355e-07,-0.001287474,-0.0007364557,-0.048957787,5013,5013,0
82532198,82531887,3932170,3932170,4.9141996e-05,0.000100787576,-0.00017668014,-0.00634512,-0.0002818176,-0.050740335,5013,5013,0
83033530,83033125,3932170,3932170,-0.00031970354,-0.00037945496,7.753616e-05,-0.0004080876,0.001741962,-0.032827474,4996,4996,0
83534661,83534359,3932170,3932170,0.0002454212,6.773773e-05,3.1579955e-05,0.0006898566,-0.004972316,-0.055209015,4964,4964,0
84035964,84035601,3932170,3932170,-9.912762e-06,1.4791428e-05,8.9772795e-05,-0.001719587,-0.0032083467,-0.06472425,4967,4967,0
84537142,84536835,3932170,3932170,0.00015045855,2.2865484e-05,5.614095e-05,0.0014198052,-0.0039606565,-0.054287024,5012,5012,0
85033430,85033060,3932170,3932170,0.00032369906,0.00038580154,0.000133488,0.00073322735,0.004996163,-0.07320423,5012,5012,0
85534601,85534297,3932170,3932170,4.139548e-05,0.0002795919,-0.00023661442,-0.008636226,0.0021739802,-0.047477316,5010,5010,0
86030891,86030522,3932170,3932170,0.0002946094,0.00032668255,0.0002256285,0.006280867,-0.013184583,-0.050478306,4993,4993,0
86532067,86531760,3932170,3932170,-4.668602e-05,0.00015655848,6.782901e-05,0.002853152,-0.013064212,-0.042584047,4971,4971,0
87033362,87032995,3932170,3932170,-0.00051758596,-0.0004578492,-0.00030637742,-0.0062498352,0.0019238497,-0.048903465,5012,5012,0
87534539,87534233,3932170,3932170,0.0005464059,0.00013781067,-0.00015009865,-0.0024280266,0.00055807893,-0.045898423,5002,5002,0
88035828,88035469,3932170,3932170,-0.00040794912,-0.0005642233,-0.00086449325,-0.0056015723,0.0042314166,-0.026313795,5013,5013,0
88537039,88536705,3932170,3932170,-0.00043350493,8.3543644e-05,0.0010469549,-0.0013811042,-0.015816879,-0.006769945,5012,5012,0
89033330,89032929,3932170,3932170,7.088809e-05,0.00070888497,-0.00030902098,0.012682933,-0.0039963443,-0.052982815,5012,5012,0
89534518,89534166,3932170,3932170,-0.0004930246,0.000609978,0.00062860665,-0.0060173795,0.0053920746,-0.08350167,5012,5012,0
90035806,90035403,3932170,3932170,-0.0005943734,0.0019139507,0.0006941245,-0.0016683971,0.023084428,-0.046001516,5013,5013,0
90531939,90531627,3932170,3932170,-0.00081272953,-0.00015991267,-0.000585325,0.012005435,0.034508668,-0.03415903,5012,5012,0
91033234,91032864,3932170,3932170,-0.00013538626,0.0009200477,-0.00025146353,-0.0028068526,-0.0124190375,-0.0512932,5013,5013,0
91534406,91534101,3932170,3932170,0.0014084334,0.00037584183,0.000385292,-0.0016757648,0.0025238146,-0.1110224,5013,5013,0
92035690,92035336,3932170,3932170,0.00046847158,3.817959e-05,-6.1211875e-05,-0.016003607,-0.034368366,-0.028499903,5013,5013,0
92531874,92531561,3932170,3932170,0.0008438155,0.0013737561,0.0012022328,-0.0007334908,0.013102127,-0.04532444,4972,4972,0
93033139,93032795,3932170,3932170,0.0017424944,-0.0010923452,-0.0021236318,-0.030539759,-0.03642377,-0.09041526,4972,4972,0
93534336,93534030,3932170,3932170,-0.00060636277,-0.0004410093,-5.6279772e-05,-0.0112682,0.018327996,-0.029604588,4962,4962,0
94035612,94035267,3932170,3932170,-0.002948974,-0.002611436,-0.00051693426,-0.014419927,0.035533495,-0.074174546,5013,5013,0
94531800,94531490,3932170,3932170,0.0005379402,-0.001776527,-0.0005718644,-0.0175511,-0.0073160212,-0.05319617,5012,5012,0
95033136,95032732,3932170,3932170,0.0017685519,0.00026916713,-0.0017944694,-0.029404433,-0.01896379,-0.013357887,5018,5018,0
95534325,95533964,3932170,3932170,-0.002408124,-0.0009854409,-0.00029605356,-0.0035936828,0.020380002,-0.0022773235,5014,5014,0
96030581,96030185,3932170,3932170,0.0002983599,0.0003609893,0.00041000024,0.013533541,0.025361933,-0.06718759,5012,5012,0
96531747,96531431,3932170,3932170,-0.0038786018,-0.0019448547,0.00014050679,-0.034257483,-0.00026781898,0.0040024994,5022,5022,0
97033014,97032656,3932170,3932170,-0.003731653,-0.00067442487,-0.00082515867,0.023550685,0.022714373,-0.06633068,5012,5012,0
97534244,97533892,3932170,3932170,-0.001136724,0.00094938074,-0.0005289675,0.0062402207,-0.014029417,-0.032789722,5012,5012,0
98035519,98035131,3932170,3932170,-0.00674428,-0.001779744,0.0007683715,-0.033476025,0.008491166,-0.025125721,5014,5014,0
98536668,98536363,3932170,3932170,-0.0015078979,0.0022677435,0.0010180655,-0.0015656382,0.026252741,-0.044037048,5011,5011,0
99032926,99032626,3932170,3932170,-0.008534844,-0.00065709744,-0.0001924715,-0.012852373,0.014211048,-0.032300778,5000,5000,0
99534132,99533821,3932170,3932170,-0.0056030625,0.0008396483,-0.0013921367,-0.044818774,0.016260104,-0.0032384663,5013,5013,0
100030369,100030061,3932170,3932170,0.00087762804,-0.002330725,0.00026993276,-0.027051238,0.029613586,-0.05104649,5006,5006,0
100531583,100531279,3932170,3932170,9.866053e-05,0.0006026192,0.00092310295,-0.004773627,-0.009732041,-0.08115248,5012,5012,0
101032926,101032567,3932170,3932170,0.0026262428,0.00029063504,-8.528878e-05,-0.011160486,-0.007921624,-0.0320244,5059,5059,0
101534100,101533749,3932170,3932170,0.0010067208,-0.00055152504,0.0010900741,0.02897091,0.017106097,-0.04156021,5012,5012,0
102035283,102034984,3932170,3932170,0.00034899547,0.001957489,0.0012194103,0.001788086,-0.008218822,-0.043570068,5016,5016,0
102536539,102536221,3932170,3932170,0.0004789545,-3.7983133e-05,0.00062361936,0.020765549,-0.010989952,-0.054229468,5016,5016,0
103032746,103032440,3932170,3932170,-0.0030882698,0.00026289304,0.00035385657,-0.06371062,0.027558545,-0.0042015314,5011,5011,0
103533981,103533674,3932170,3932170,0.0010878936,0.0015580896,0.0006233939,-0.0059324442,-0.0069598053,-0.007508686,5012,5012,0
104035237,104034909,3932170,3932170,0.0016327584,0.0010857987,-0.0013062023,-0.018327022,-0.023354081,-0.0060324436,5013,5013,0
104531486,104531131,3932170,3932170,0.0026316775,0.00093728077,-0.0007375731,0.013809442,-0.033576183,-0.07069858,5012,5012,0
105032700,105032365,3932170,3932170,0.00077087845,-0.0015019363,0.0007913525,0.015291743,0.007082802,-0.09088113,5012,5012,0
105533919,105533608,3932170,3932170,-0.00061516894,-0.00038209214,-0.00018807343,-0.029331027,0.015036728,-0.03709209,5020,5020,0
106035137,106034834,3932170,3932170,0.0061436584,0.000104308325,3.6544207e-05,0.029050292,-0.038052507,-0.091158606,5005,5005,0
106531371,106531055,3932170,3932170,-0.0050509945,-0.0011329307,7.543003e-08,-0.016596312,-0.01767315,-0.032408245,5011,5011,0
107032591,107032289,3932170,3932170,-0.0020418116,0.0035677168,-0.0012005377,-0.0011450453,-0.016642064,-0.016741816,5012,5012,0
107533835,107533523,3932170,3932170,-0.0033157978,0.0005657188,0.00031613797,-0.033934668,0.03280745,-0.030952703,5008,5008,0
108035059,108034756,3932170,3932170,0.0053104423,0.00323868,0.001025661,-0.007920374,-0.048464656,-0.014256538,5011,5011,0
108536363,108535990,3932170,3932170,0.00324585,0.0010441763,0.004351298,-0.034552824,-0.04145662,-0.014639574,5013,5013,0
109032560,109032210,3932170,3932170,-0.00075399416,-0.00029024237,0.009196096,-0.022028271,-0.025444798,-0.011095727,5012,5012,0
109533835,109533444,3932170,3932170,-0.008003776,0.0005375661,0.0051772264,0.00085652864,-0.012229905,-0.0068351906,5012,5012,0
110029965,110029665,3932170,3932170,0.0059574666,0.013646274,-0.0072834915,-0.05650396,-0.032850984,-0.07113951,5013,5013,0
110531239,110530898,3932170,3932170,0.0011914339,0.00018308191,-0.0008410742,-0.03119219,0.031360295,-0.031064058,5010,5010,0
111032433,111032132,3932170,3932170,-0.0008424213,0.0006505922,-0.0001382066,-0.027417012,0.025717942,-0.033517603,5011,5011,0
111533723,111533363,3932170,3932170,-6.553969e-05,2.7895874e-05,1.9381203e-05,-0.02883126,0.02101597,-0.03251167,5012,5012,0
112034894,112034595,3932170,3932170,4.9768947e-05,-5.0813367e-05,-3.5272005e-06,-0.028112704,0.021854319,-0.0336723,5012,5012,0
112536224,112535828,3932170,3932170,-2.572235e-06,-9.08731e-06,-3.3519358e-05,-0.027885946,0.022191964,-0.033056285,5012,5012,0
113037407,113037060,3932170,3932170,-4.240262e-05,3.9999377e-05,-5.1555285e-06,-0.028708488,0.021956539,-0.03362327,5012,5012,0
113533637,113533281,3932170,3932170,9.885246e-06,-2.2965409e-05,-1.4586191e-05,-0.028321126,0.021953622,-0.033473007,5013,5013,0
114034815,114034512,3932170,3932170,-2.3409824e-05,4.9365255e-05,-0.00010992952,-0.028133826,0.022144757,-0.033616457,5002,5002,0
114531159,114530736,3932170,3932170,-2.9942283e-05,-1.0008182e-05,2.2391092e-05,-0.029110316,0.021192864,-0.031444363,5016,5016,0
