timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
295796389,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
305340731,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305391198,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305437039,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305490312,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305540173,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305590583,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305640753,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305690693,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305740442,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305790572,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305840282,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305890736,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305940519,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
305947044,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306000077,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306050303,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306102998,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306149896,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306199757,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306249786,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306299311,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306349939,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306399534,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306449531,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306457144,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306509598,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306560011,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306614535,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306664307,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306714737,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306765108,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306814455,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306863704,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306914344,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
306958229,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307014343,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307063471,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307114480,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307163399,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307215250,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307263986,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
307313836,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
