timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
678703706,678703678,0.46000007,0.00838821,2.432513,5.960748,0.11029785,4.9953465,0
678713470,678713439,0.38488623,0.006824807,4.7071347,6.1396637,0.40098318,4.975721,0
678803529,678803501,0.32099423,0.00068962225,-1.0906091,6.080173,0.021736007,5.823188,0
678903248,678903220,0.29417416,0.0004370195,0.2504077,6.324681,0.0011015753,6.1134562,0
679003169,679003138,0.28995797,0.00031641682,0.48189044,6.541211,0.003944536,6.3693366,0
679104215,679104171,0.2840693,0.000243828,2.0358534,6.719073,0.06853953,6.5193973,0
679202998,679202969,0.28748396,0.00019046465,-6.2776427,6.978331,0.62747884,7.118535,0
679303164,679303017,0.2861093,0.00015379996,4.964084,7.4539423,0.36732438,7.2922087,0
679402713,679402685,0.3023433,0.00012515117,-2.9253826,8.647123,0.10996416,8.566615,0
679502782,679502747,0.30488956,0.0001071812,-2.4925625,8.539869,0.080834806,8.4562235,0
679602927,679602899,0.31048337,9.4426825e-05,2.6007295,8.815011,0.08525601,8.669395,0
679702638,679702609,0.2906172,8.1909355e-05,4.1952357,9.141125,0.21392944,8.982363,0
679802333,679802305,0.2867621,6.931688e-05,3.6109934,8.86403,0.16344802,8.689657,0
679902423,679902395,0.28857353,5.8141835e-05,-3.2370324,8.926547,0.13042718,8.839693,0
680002304,680002276,0.2919408,5.0965184e-05,2.8931704,9.171871,0.10140224,9.03753,0
680102296,680102268,0.28577378,4.5894514e-05,1.818306,8.840607,0.041553665,8.712165,0
680202007,680201976,0.28540558,4.2019623e-05,3.4274783,8.56414,0.1524134,8.47833,0
680306988,680306960,0.28674227,3.909328e-05,-1.956013,8.752685,0.048569053,8.695048,0
680396637,680396609,0.2890505,3.705856e-05,-1.3280437,8.646403,0.02266453,8.574969,0
680506851,680506777,0.29242468,3.4934943e-05,-4.516304,8.622246,0.26284724,8.662118,0
680596669,680596641,0.29410005,3.3694818e-05,-0.8818971,8.606363,0.010040924,8.53845,0
680706559,680706520,0.29344547,3.2554894e-05,5.0616274,8.66179,0.32864738,8.705936,0
680806205,680806177,0.2943118,3.179399e-05,5.4020243,8.738667,0.37104398,8.808753,1
680906112,680906081,0.2940557,3.1141175e-05,1.4311408,8.694554,0.026174286,8.639073,1
681006438,681006411,0.2942218,3.0396288e-05,-2.4527192,8.46078,0.07900285,8.430523,1
681105993,681105965,0.29506767,2.953352e-05,-4.31927,8.5393505,0.24274671,8.567048,1
681205770,681205743,0.29394186,2.8580303e-05,-1.0322249,8.82739,0.0134113915,8.760638,1
681305968,681305896,0.29921255,2.7543603e-05,-6.30658,9.3951845,0.4703704,9.495443,1
681405574,681405543,0.30238828,2.6628428e-05,-4.0593133,9.501257,0.19269992,9.484725,1
681505676,681505648,0.3058811,2.5888094e-05,-0.7714481,9.754684,0.0067788754,9.679033,1
681605361,681605330,0.30530453,2.5207508e-05,4.1431994,9.456501,0.20169666,9.498303,1
681705656,681705628,0.3067938,2.4552706e-05,-2.454442,9.423028,0.071035035,9.36326,1
681805570,681805542,0.30972478,2.3952767e-05,-0.061316878,9.47436,4.4092798e-05,9.408132,1
681905019,681904991,0.30876324,2.3392447e-05,1.4700986,9.260791,0.025929993,9.219432,1
682005215,682005144,0.30863324,2.283871e-05,-1.5952512,8.994208,0.03143784,8.929856,1
