timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
656891770,656891742,0.4461527,0.0074354704,2.7573435,6.7245264,0.12562543,5.004004,0
656900291,656900261,0.43808812,0.005293354,0.46196282,7.0290265,0.0033734662,5.047198,0
656990118,656990026,0.27775654,0.0007101966,2.8565497,6.402003,0.1416202,5.1063457,0
657091502,657091431,0.26078293,0.00017063617,-0.023620844,5.9666405,1.0390069e-05,5.5851016,0
657189853,657189814,0.29072872,0.00011105207,-3.6778162,7.461821,0.20141542,7.451282,0
657290889,657290862,0.2826283,8.984492e-05,0.5584059,7.40304,0.004680016,7.2379994,0
657389639,657389609,0.28640434,7.4798554e-05,0.6217115,7.638345,0.0056225853,7.4966593,0
657489520,657489492,0.28967863,6.48541e-05,0.74096847,7.7697115,0.007851489,7.643835,0
657589576,657589548,0.28981367,5.7248504e-05,-2.7615862,7.64694,0.11081205,7.624547,0
657689304,657689276,0.29997003,5.1916264e-05,-2.6922212,8.831683,0.091187544,8.795818,0
657789203,657789176,0.30148298,4.8094964e-05,-1.0287855,8.6536255,0.013589675,8.570004,0
657890301,657890274,0.2996269,4.4652796e-05,-1.7887189,8.33417,0.042655922,8.272364,0
657989012,657988981,0.30178404,4.162041e-05,2.6603656,8.274361,0.09503984,8.194329,0
658090061,658090033,0.3016933,3.8921164e-05,-4.555028,8.194134,0.28134325,8.248441,0
658189173,658189143,0.3071018,3.675959e-05,-0.55546045,8.739093,0.0039228117,8.653389,0
658288886,658288858,0.308538,3.4955963e-05,-3.0641556,8.397841,0.1242257,8.371864,0
658388813,658388785,0.3108479,3.3592918e-05,-1.4672666,8.314483,0.028770028,8.254453,0
658488765,658488694,0.31346047,3.257722e-05,-2.5188909,8.184238,0.08613862,8.148838,0
658588687,658588659,0.31180042,3.1845444e-05,1.0493687,8.095487,0.015113698,8.042716,0
658694571,658694543,0.31093943,3.1299885e-05,3.0976646,7.9159317,0.13468654,7.9064107,0
658793285,658793255,0.31059116,3.0716066e-05,2.2227385,7.705381,0.07124266,7.672795,0
658894650,658894622,0.31095627,3.0027206e-05,-0.9375384,7.476525,0.013062786,7.4213004,0
658993265,658993238,0.31077486,2.918252e-05,2.8539884,7.4170585,0.12201977,7.3938556,1
659094303,659094276,0.31172705,2.8166718e-05,-1.0828123,7.262944,0.017937055,7.200932,1
659193065,659193031,0.3103773,2.6997115e-05,2.3216295,7.0617757,0.084806554,7.01808,1
659294171,659294100,0.31019828,2.5850151e-05,-1.4759935,6.86916,0.035238933,6.816585,1
659392550,659392522,0.3104682,2.4846e-05,2.1109302,6.6262097,0.074720554,6.587401,1
659493733,659493705,0.30983976,2.388346e-05,1.3114967,6.3792143,0.02995882,6.3256855,1
659592293,659592266,0.30928463,2.2949465e-05,0.5329792,6.1856894,0.005102581,6.132132,1
659693533,659693506,0.3118635,2.2068836e-05,-2.6252856,6.264245,0.12224803,6.2419925,1
659792258,659792230,0.30996963,2.12719e-05,2.3239706,6.1600366,0.09741715,6.1310544,1
659893215,659893187,0.30727068,2.0510515e-05,1.033739,6.2389255,0.019031344,6.184269,1
659992113,659992086,0.3111355,1.9805291e-05,-5.58443,6.773154,0.5115926,6.8712306,1
660093064,660093034,0.3101099,1.9252351e-05,6.584846,7.4509535,0.6466018,7.622904,1
