timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
547037034,0.0,0.0,0.0,0.0
547236819,0.0,0.0,0.0,0.0
547440351,0.0,0.0,0.0,0.0
547640145,0.0,0.0,0.0,0.0
547838689,0.0,0.0,0.0,0.0
548038472,0.0,0.0,0.0,0.0
548238253,0.0,0.0,0.0,0.0
548438053,0.0,0.0,0.0,0.0
548636583,0.0,0.0,0.0,0.0
548840119,0.0,0.0,0.0,0.0
549039908,0.0,0.0,0.0,0.0
549239695,0.0,0.0,0.0,0.0
549438235,0.0,0.0,0.0,0.0
549638024,0.0,0.0,0.0,0.0
549837817,0.0,0.0,0.0,0.0
550037614,0.0,0.0,0.0,0.0
550239894,0.0,0.0,0.0,0.0
550439692,0.0,0.0,0.0,0.0
550639477,0.0,0.0,0.0,0.0
550839257,0.0,0.0,0.0,0.0
551037795,0.0,0.0,0.0,0.0
551237583,0.0,0.0,0.0,0.0
551437385,0.0,0.0,0.0,0.0
551637165,0.0,0.0,0.0,0.0
551839454,0.0,0.0,0.0,0.0
552039235,0.0,0.0,0.0,0.0
552239035,0.0,0.0,0.0,0.0
552437565,0.0,0.0,0.0,0.0
552637357,0.0,0.0,0.0,0.0
552837147,0.0,0.0,0.0,0.0
553040690,0.0,0.0,0.0,0.0
553239215,0.0,0.0,0.0,0.0
553439007,0.0,0.0,0.0,0.0
553638792,0.0,0.0,0.0,0.0
553838591,0.0,0.0,0.0,0.0
554038369,0.0,0.0,0.0,0.0
554236911,0.0,0.0,0.0,0.0
554440451,0.0,0.0,0.0,0.0
554640234,0.0,0.0,0.0,0.0
554838771,0.0,0.0,0.0,0.0
555038560,0.0,0.0,0.0,0.0
555238347,0.0,0.0,0.0,0.0
555438141,0.0,0.0,0.0,0.0
555636685,0.0,0.0,0.0,0.0
555840208,0.0,0.0,0.0,0.0
556039995,0.0,0.0,0.0,0.0
556239783,0.0,0.0,0.0,0.0
556438324,0.0,0.0,0.0,0.0
556638110,0.0,0.0,0.0,0.0
556837916,0.0,0.0,0.0,0.0
557037706,0.0,0.0,0.0,0.0
557239975,0.0,0.0,0.0,0.0
557439763,0.0,0.0,0.0,0.0
557639561,0.0,0.0,0.0,0.0
