timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
16669016,0.0,0.0,0.0,0.0
16872500,0.0,0.0,0.0,0.0
17072257,0.0,0.0,0.0,0.0
17272016,0.0010169717,-0.00026778766,-2.4220131e-05,0.0
17470500,0.0038905225,-0.00014137135,-0.00015756332,0.0
17670254,0.0051429966,-0.0002412724,-0.00011546157,0.0
17870002,0.0051429966,-0.0002412724,-0.00011546157,0.0
18069755,0.0051429966,-0.0002412724,-0.00011546157,0.0
18273267,0.015356707,-0.0012089999,-0.00094808027,0.0
18471756,0.021278102,-0.0017380624,-0.0014499744,0.0
18672758,0.030527815,-0.0027805546,-0.0028384265,0.0
18871260,0.047482815,-0.004948097,-0.00484002,0.0
19071028,0.04843388,-0.0050743683,-0.0049176426,0.0
19269518,0.04843388,-0.0050743683,-0.0049176426,0.0
19469271,0.04843388,-0.0050743683,-0.0049176426,0.0
19672768,0.04843388,-0.0050743683,-0.0049176426,0.0
19872533,0.04843388,-0.0050743683,-0.0049176426,0.0
20071028,0.04843388,-0.0050743683,-0.0049176426,0.0
20270783,0.04843388,-0.0050743683,-0.0049176426,0.0
20470536,0.04843388,-0.0050743683,-0.0049176426,0.0
20670290,0.04843388,-0.0050743683,-0.0049176426,0.0
20870061,0.04843388,-0.0050743683,-0.0049176426,0.0
21072299,0.04843388,-0.0050743683,-0.0049176426,0.0
21272050,0.04843388,-0.0050743683,-0.0049176426,0.0
21471805,0.04843388,-0.0050743683,-0.0049176426,0.0
21671564,0.04843388,-0.0050743683,-0.0049176426,0.0
21870067,0.04843388,-0.0050743683,-0.0049176426,0.0
22069829,0.0,0.0,0.0,0.0
22269585,0.0,0.0,0.0,0.0
22473108,0.0,0.0,0.0,0.0
22672851,0.0,0.0,0.0,0.0
22871351,0.0,0.0,0.0,0.0
