timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
788148966,0.0,0.0,0.0,0.0
788352493,0.0,0.0,0.0,0.0
788551023,0.0,0.0,0.0,0.0
788750805,0.0,0.0,0.0,0.0
788950585,0.0,-1.5933705e-05,-7.0523683e-06,0.0
789150385,0.0,-1.5933705e-05,6.5460165e-07,0.0
789352657,0.0011016987,-4.6076922e-05,5.1792278e-05,0.0
789552441,0.001825451,-0.00013437918,0.000108669126,0.0
789752229,0.0013540754,0.0002541285,0.0006008975,0.0
789950753,0.0017391427,0.00082594674,0.0011218516,0.0
790150536,0.0026257837,0.0012067828,0.001307069,0.0
790350320,0.0032929222,0.0013704645,0.001232378,0.0
790550103,0.0041098837,0.00086159934,0.0007961581,0.0
790752404,0.00478674,-0.000437652,-0.00021773115,0.0
790952179,0.004531507,-0.0011218537,-0.0013956726,0.0
791151950,0.0043415944,-0.0015811638,-0.0025616663,0.0
791351746,0.0043633436,-0.0017345152,-0.0038487758,0.0
791550267,0.0038911207,-0.0019041395,-0.004708678,0.0
791750050,0.0033258155,-0.0026141738,-0.005280892,0.0
791949833,0.003167238,-0.0034658702,-0.0060452507,0.0
792149617,0.0027691522,-0.0039542885,-0.006743413,0.0
792351903,0.002654305,-0.0041801943,-0.007283803,0.0
792551692,0.0027489753,-0.004444759,-0.007565873,0.0
792751478,0.0030278647,-0.004699985,-0.0076698996,0.0
792951259,0.0028815705,-0.005054333,-0.007695053,0.0
793149788,0.0034355752,-0.0053104335,-0.007513208,0.0
793349575,0.003784002,-0.005945409,-0.007220885,0.0
793553107,0.0038329954,-0.006173359,-0.006817273,0.0
793752887,0.0033401255,-0.0065836716,-0.006281002,0.0
793951427,0.0032533775,-0.0069719516,-0.0056798793,0.0
794151204,0.002899143,-0.007092573,-0.004943629,0.0
794350988,0.0012135967,-0.0077472334,-0.0041422006,0.0
794550773,0.0007850772,-0.008022472,-0.0034403454,0.0
794749308,0.00046337696,-0.008607419,-0.002842648,0.0
794952839,0.00061914936,-0.008781931,-0.0023980292,0.0
795152624,0.00019683373,-0.008927659,-0.0024068714,0.0
795352417,0.00045899473,-0.009099492,-0.0030876102,0.0
795550941,-0.0017803074,-0.009573525,-0.004082764,0.0
795750729,-0.005527891,-0.011016837,-0.0049091657,0.0
795950509,-0.0064403755,-0.011397478,-0.005822093,0.0
796150293,-0.006449479,-0.010351876,-0.0068714703,0.0
796352574,-0.0069481926,-0.010341882,-0.008123174,0.0
796552357,-0.0070412043,-0.012077526,-0.009200285,0.0
796752146,-0.007369181,-0.012192371,-0.009942965,0.0
796949435,-0.007715734,-0.014095219,-0.010513082,0.0
797150471,-0.007951226,-0.014766401,-0.00972341,0.0
797350239,-0.0070786877,-0.013290055,-0.009399626,0.0
797550021,-0.0063080117,-0.012588817,-0.009410905,0.0
797752312,-0.005229373,-0.0122809885,-0.009220909,0.0
797952094,-0.0040791454,-0.011358008,-0.00827718,0.0
798151872,-0.0034853495,-0.011351419,-0.0077923555,0.0
798351669,-0.0030392462,-0.011234222,-0.00792422,0.0
798551449,-0.0026367228,-0.0107691,-0.008530803,0.0
798749968,-0.0022368252,-0.010900522,-0.009512854,0.0
798949752,-0.0018628446,-0.011200736,-0.010512046,0.0
799153285,-0.0014270938,-0.011341379,-0.01127615,0.0
799351821,-0.0012928472,-0.011531907,-0.011689291,0.0
799551600,-0.0012512311,-0.011728358,-0.011798116,0.0
799751394,-0.0008543003,-0.012246669,-0.011679673,0.0
799951180,-0.0010764803,-0.012524475,-0.011447412,0.0
800150963,-0.000632913,-0.013059565,-0.01126909,0.0
800349486,-0.00057211093,-0.0133388825,-0.011126589,0.0
800553021,-0.00043316174,-0.013709158,-0.011017261,0.0
800752800,3.150233e-05,-0.014225038,-0.010826437,0.0
800951336,-8.2299935e-05,-0.014468808,-0.01188557,0.0
801151121,0.00019740149,-0.015047824,-0.010351017,0.0
801350904,0.00031503683,-0.015166438,-0.009717751,0.0
801550702,0.0007554971,-0.015513151,-0.009340265,0.0
801750483,0.00083616347,-0.015543817,-0.009115489,0.0
801952753,0.00096104905,-0.015542525,-0.009191352,0.0
802152536,0.0013758,-0.015413852,-0.009233658,0.0
802352330,0.0017925289,-0.0147620905,-0.009022791,0.0
802550858,0.002126377,-0.013687094,-0.008601861,0.0
802750633,0.0029348133,-0.012238222,-0.007591357,0.0
802950424,0.0038077838,-0.010672603,-0.0061342227,0.0
803150212,0.004281259,-0.009394652,-0.0049848426,0.0
803352486,0.0047821696,-0.008646774,-0.004455293,0.0
803552266,0.005402471,-0.008311058,-0.0043649166,0.0
803752060,0.0060555153,-0.007858521,-0.004235113,0.0
803951834,0.0067879353,-0.0074384734,-0.0038923793,0.0
804150369,0.0072915456,-0.0071091405,-0.003555237,0.0
804350159,0.008057794,-0.0072472813,-0.0032170035,0.0
804549937,0.00918829,-0.0071473033,-0.003464264,0.0
804752220,0.00952251,-0.006847024,-0.003582134,0.0
804952004,0.009431872,-0.0061645587,-0.003992108,0.0
805151793,0.010395328,-0.0064467476,-0.0048218723,0.0
805351572,0.010942987,-0.0076071178,-0.0054805176,0.0
805551357,0.0116681475,-0.0075319503,-0.005936415,0.0
805749893,0.012805252,-0.0075445403,-0.006778382,0.0
805949683,0.01448535,-0.008044413,-0.007999929,0.0
806153235,0.015282825,-0.008649608,-0.0097594885,0.0
806351742,0.015808774,-0.009097637,-0.011670685,0.0
806551526,0.016794795,-0.009640918,-0.0134641435,0.0
806751310,0.017081207,-0.009410332,-0.014629774,0.0
