timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
31602740,0.0,0.0,0.0,0.0
31603991,0.0,0.0,0.0,0.0
31803205,0.0,0.0,0.0,0.0
32003709,0.0,0.0,0.0,0.0
32206633,0.0,0.0,0.0,0.0
32405846,0.0,0.0,0.0,0.0
32605067,0.0,0.0,0.0,0.0
32804276,0.0,0.0,0.0,0.0
33003520,0.0,0.0,0.0,0.0
33203960,0.0,0.0,0.0,0.0
33403163,0.0,0.0,0.0,0.0
33606143,0.0,0.0,0.0,0.0
33805348,0.0,0.0,0.0,0.0
34004558,0.0,0.0,0.0,0.0
34205034,0.0,0.0,0.0,0.0
34404260,0.0,0.0,0.0,0.0
34603448,0.0,0.0,0.0,0.0
34802657,0.0,0.0,0.0,0.0
35005638,0.0,0.0,0.0,0.0
35206111,0.0,0.0,0.0,0.0
35405313,0.0,0.0,0.0,0.0
35604515,0.0,0.0,0.0,0.0
35803737,0.0,0.0,0.0,0.0
36002953,0.0,0.0,0.0,0.0
36203419,0.0,0.0,0.0,0.0
36406375,0.0,0.0,0.0,0.0
36605587,0.0,0.0,0.0,0.0
36804802,0.0,0.0,0.0,0.0
