timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
75361687,0.0,0.0,0.0,0.0
75365495,0.0,0.0,0.0,0.0
75564650,0.0,0.0,0.0,0.0
75763851,0.0,0.0,0.0,0.0
75964315,0.0,0.0,0.0,0.0
76163513,0.0,0.0,0.0,0.0
76365229,0.0,0.0,0.0,0.0
76561919,0.0,0.0,0.0,0.0
76764879,0.0,0.0,0.0,0.0
76965336,0.0,0.0,0.0,0.0
77164542,0.005698889,-0.0053236037,-7.090867e-06,0.0
77363757,0.012033137,-0.011428293,-3.5632536e-05,0.0
77562948,0.018367693,-0.017429298,-6.0872942e-05,0.0
77762151,0.02460746,-0.023442194,-0.00015109933,0.0
77962607,0.030146532,-0.02912829,-0.00020604095,0.0
78165573,0.036286876,-0.034324408,-0.00034099715,0.0
78364774,0.04305822,-0.03868024,-0.00045340537,0.0
78563987,0.051520392,-0.04110792,-0.0006190754,0.0
78763195,0.062481154,-0.040792353,-0.0007974815,0.0
78963644,0.073178835,-0.04073928,-0.0009638874,0.0
79162847,0.08097247,-0.04253697,-0.0010130818,0.0
79362048,0.08910305,-0.045039065,-0.0010352904,0.0
79565061,0.09757984,-0.04717772,-0.00094303035,0.0
79765486,0.10471207,-0.05041878,-0.00080701004,0.0
79964671,0.11031159,-0.05499497,-0.0005768136,0.0
80163918,0.11522486,-0.059948977,-0.00024153691,0.0
80363080,0.120101996,-0.06476801,0.00010112448,0.0
80562286,0.12523372,-0.06932917,0.0005227448,0.0
80762746,0.13033691,-0.07379663,0.0010074169,0.0
80965702,0.13520035,-0.07852809,0.001620473,0.0
81164920,0.14008726,-0.083053425,0.0022978398,0.0
81364111,0.14401641,-0.08716747,0.0031292483,0.0
81563316,0.14833461,-0.09186281,0.004023898,0.0
81763789,0.1523478,-0.09677739,0.0049963556,0.0
81962974,0.13917412,-0.09099056,0.005362112,0.0
82162180,0.089862645,-0.04690628,-0.0012918931,0.0
82365147,0.047586307,-0.0024370416,-0.007375592,0.0
82564351,0.03683022,-0.0024370416,-0.007375592,0.0
82764808,0.024735738,-0.0024370416,-0.007375592,0.0
82964011,0.01410019,-0.0024370416,-0.007375592,0.0
83163228,0.009736075,0.00088762416,-0.026296778,0.0
83363683,0.009736075,0.00088762416,-0.026296778,0.0
83562878,-0.0069789914,0.019283254,-0.03242439,0.0
83765849,-0.00479769,0.04784295,-0.033829246,0.0
83965058,0.027038133,0.02545605,-0.03049186,0.0
84164249,0.088964485,0.011465526,-0.025216546,0.0
84363447,0.12556472,-0.031787727,-0.019461187,0.0
84563908,0.10432436,-0.075202994,-0.02123147,0.0
84763114,0.032494448,-0.057154838,-0.030656943,0.0
84962318,-0.046822082,0.010783164,-0.038767006,0.0
85165287,-0.08613299,0.046129912,-0.044450585,0.0
85364486,-0.13212302,0.10364493,-0.048753113,0.0
85563688,-0.17342494,0.1625852,-0.05259366,0.0
85764147,-0.22059432,0.21495782,-0.05664654,0.0
85963356,-0.26401088,0.2670733,-0.060836826,0.0
86162559,-0.3,0.3,-0.06504445,0.0
86361763,-0.3,0.3,-0.06930158,0.0
86564732,-0.3,0.3,-0.07370097,0.0
86765181,-0.3,0.3,-0.07808623,0.0
86964387,-0.3,0.3,-0.08252463,0.0
87163592,-0.3,0.3,-0.08699362,0.0
87362808,-0.3,0.3,-0.0915077,0.0
87563273,-0.3,0.3,-0.09606716,0.0
87762457,-0.3,0.3,-0.100621946,0.0
87965461,-0.3,0.3,-0.10526115,0.0
88164635,-0.3,0.3,-0.109824724,0.0
88363841,-0.3,0.3,-0.109902106,0.0
88565549,-0.3,0.3,-0.10990216,0.0
88763488,-0.3,0.3,-0.10990216,0.0
88962695,0.0,0.0,0.0,0.0
89161908,0.0,0.0,0.0,0.0
89366134,0.0,0.0,0.0,0.0
89565339,0.0,0.0,0.0,0.0
89764530,0.0,0.0,0.0,0.0
