timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
256521260,0.0,0.0,0.0,0.0
256723538,0.0,0.0,0.0,0.0
256923323,0.0,0.0,0.0,0.0
257123130,0.0,0.0,0.0,0.0
257322890,0.0,0.0,0.0,0.0
257523917,0.0,0.0,0.0,0.0
257723700,0.0,0.0,0.0,0.0
257923484,0.0,0.0,0.0,0.0
258123269,0.0,0.0,0.0,0.0
258321820,0.0,0.0,0.0,0.0
258525343,0.0,0.0,0.0,0.0
258725124,0.0,0.0,0.0,0.0
258924919,0.0,0.0,0.0,0.0
259123455,0.0006783833,-5.3591793e-05,7.089458e-06,0.0
259323229,0.00010607239,6.2629592e-06,-0.000248458,0.0
259523026,0.00063672056,-0.00035239558,-0.00039312543,0.0
259722799,0.00096892973,-0.0003977655,-0.0006991177,0.0
259925089,0.0011582376,-0.0004895368,-0.00087717,0.0
260124879,0.0009075066,-0.0012526645,-0.0012116202,0.0
260324676,0.00096142205,-0.0027260128,-0.0017714427,0.0
260524454,0.00017588952,-0.0039775427,-0.002796188,0.0
260724223,-0.000308659,-0.004320632,-0.004297628,0.0
260924004,-0.0002254205,-0.004591359,-0.006658686,0.0
261123788,-0.00045520175,-0.0052217524,-0.0083561195,0.0
261323581,-0.00064222416,-0.005768307,-0.009635367,0.0
261524604,-0.0017219522,-0.0058987536,-0.011396523,0.0
261724395,-0.0023929288,-0.006085741,-0.0131285135,0.0
261924184,-0.0025509067,-0.00675897,-0.01391301,0.0
262122712,-0.0029188846,-0.0073411795,-0.013831786,0.0
262322493,-0.0032927038,-0.007798603,-0.014495334,0.0
262522277,-0.002782617,-0.0081855785,-0.014357455,0.0
262725810,-0.0027395962,-0.008187291,-0.014624721,0.0
262924344,-0.00554137,-0.008563367,-0.014888898,0.0
263124128,0.0006361532,-0.008979511,-0.015696207,0.0
263323913,-0.00052521564,-0.008899531,-0.016872492,0.0
263523711,-0.00243174,-0.009183262,-0.018016264,0.0
263722231,-0.0020113732,-0.008863687,-0.01963795,0.0
263922015,-0.0019482513,-0.008646879,-0.021228198,0.0
264125547,-0.002033516,-0.008042193,-0.0218603,0.0
264325332,-0.0019146308,-0.008238067,-0.021386378,0.0
264523868,-0.0014363491,-0.00865383,-0.021348609,0.0
264723662,-0.0016041603,-0.008764082,-0.0198309,0.0
264923449,-0.001795366,-0.009190927,-0.017597865,0.0
265123231,-0.0030011411,-0.008712977,-0.01758996,0.0
265321755,-0.005182797,-0.008285565,-0.01393831,0.0
265525285,-0.0061389874,-0.00780093,-0.011512111,0.0
265725074,-0.0065035853,-0.007506258,-0.010452816,0.0
265924866,-0.0062128883,-0.008044824,-0.009451203,0.0
266123398,-0.00570599,-0.008032179,-0.009438009,0.0
266323178,-0.0049500274,-0.009058125,-0.009399431,0.0
266522961,-0.0052686376,-0.009613036,-0.010408763,0.0
266722759,-0.0049482053,-0.0101253465,-0.010336557,0.0
266922527,-0.0049827727,-0.009566499,-0.011473967,0.0
267124810,-0.0053607714,-0.009095765,-0.0133860605,0.0
267324591,-0.008447624,-0.008725352,-0.015547768,0.0
267524389,-0.0045357803,-0.010145129,-0.018183704,0.0
267722916,-0.008839769,-0.010642196,-0.019333908,0.0
267922696,-0.0034264608,-0.0106437085,-0.019663448,0.0
268122479,-0.008122853,-0.010090638,-0.02003986,0.0
268322266,-0.0042488608,-0.010394774,-0.021351468,0.0
268524549,-0.0053380188,-0.009805412,-0.02237948,0.0
268724340,-0.009388186,-0.008944852,-0.022236226,0.0
268924125,-0.005290389,-0.0081073595,-0.019991346,0.0
269123906,-0.008494803,-0.008405421,-0.01756659,0.0
269322446,-0.008784567,-0.008309843,-0.01573134,0.0
269522216,-0.009350967,-0.008625469,-0.014742499,0.0
269721999,-0.009650042,-0.008626776,-0.014353477,0.0
269924282,-0.010110091,-0.008237619,-0.014357964,0.0
270124078,-0.010437879,-0.007712926,-0.0149877975,0.0
270323853,-0.010839751,-0.007155429,-0.015828602,0.0
270523634,-0.011186215,-0.006561744,-0.015931573,0.0
270723424,-0.011391152,-0.0058554686,-0.015786832,0.0
270921950,-0.011419165,-0.0048945816,-0.015607387,0.0
271122984,-0.011727081,-0.0041995365,-0.0154645555,0.0
271322767,-0.012053445,-0.003238192,-0.014881703,0.0
271525047,-0.012528276,-0.0025801547,-0.01464617,0.0
271723582,-0.012865939,-0.0019448505,-0.014265247,0.0
271923366,-0.014084953,-0.0014801883,-0.013732209,0.0
272123164,-0.014221943,-2.1976599e-05,-0.013179438,0.0
272321697,-0.014217071,0.0008935467,-0.013034533,0.0
272525214,-0.013796155,-0.0021080617,-0.013828383,0.0
272725001,-0.013099413,-0.0008899508,-0.014681623,0.0
272924796,-0.012364033,0.00012429734,-0.015351485,0.0
273123317,-0.012072856,-0.000400443,-0.01588907,0.0
273323101,-0.011342098,0.0016110011,-0.016972676,0.0
273522901,-0.01059726,0.0027179124,-0.01778339,0.0
273722690,-0.012651035,0.0030940867,-0.017941361,0.0
273924959,-0.008130485,0.0031392146,-0.018206863,0.0
274124735,-0.0117596015,0.003454035,-0.018389147,0.0
274324519,-0.0073922807,0.0035602022,-0.018524215,0.0
274524317,-0.009958961,0.0036921555,-0.018433738,0.0
274722836,-0.009256597,0.003871033,-0.018680902,0.0
