timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
717685115,0.0,0.0,0.0,0.0
717886131,0.0,0.0,0.0,0.0
718085908,0.0,0.0,0.0,0.0
718285712,0.0,0.0,0.0,0.0
718487953,0.0,0.0,0.0,0.0
718687726,0.0,0.0,0.0,0.0
718887505,0.0,0.0,0.0,0.0
719087276,0.0,0.0,0.0,0.0
719285802,0.0,0.0,0.0,0.0
719485576,0.0,0.0,0.0,0.0
719685351,0.0,0.0,0.0,0.0
719885144,0.0,0.0,0.0,0.0
720087410,0.0,0.0,0.0,0.0
720287171,0.0,0.0,0.0,0.0
720486950,0.0,0.0,0.0,0.0
720686732,0.0,0.0,0.0,0.0
720885247,0.0,0.0,0.0,0.0
721085026,0.0,0.0,0.0,0.0
721291038,0.0,0.0,0.0,0.0
721489567,0.0,0.0,0.0,0.0
721686845,0.0,0.0,0.0,0.0
721886615,0.0,0.0,0.0,0.0
722086401,0.0,0.0,0.0,0.0
722286180,0.0,0.0,0.0,0.0
722484708,0.0,0.0,0.0,0.0
722688211,0.0,0.0,0.0,0.0
722887985,0.0,0.0,0.0,0.0
723087772,-8.9544366e-05,0.0030664345,9.1618494e-05,0.0
723287538,0.00046344846,0.0058858735,6.0681723e-05,0.0
723486059,0.0012242264,0.0075632962,-0.00014002758,0.0
723685837,0.0015163257,0.00823897,-8.900866e-06,0.0
723885606,0.001390328,0.008237667,0.00013044481,0.0
724087884,0.001837397,0.006008615,-0.0004757612,0.0
724287664,0.000756935,0.004633473,-0.0014405828,0.0
724487430,0.0013270322,0.003022831,-0.0026670008,0.0
724687208,0.0015507184,0.0019543252,-0.0035298907,0.0
724885725,0.00061866484,0.0011392827,-0.004149216,0.0
725085502,0.0006651504,-0.00013023295,-0.0044518346,0.0
725285273,-4.125645e-05,-0.0010371095,-0.0043490734,0.0
725490079,5.4118962e-05,-0.002533545,-0.0046356358,0.0
725687317,-0.00065889733,-0.004223973,-0.0052283946,0.0
725887094,-0.0012400775,-0.0056842994,-0.0060285334,0.0
726086868,-0.0019872265,-0.0067360452,-0.006382092,0.0
726286640,-0.0027309898,-0.007693034,-0.006647588,0.0
726486421,-0.0036758706,-0.008744115,-0.00681905,0.0
726684951,-0.0040782113,-0.0098305335,-0.0068893395,0.0
726888479,-0.0047103846,-0.010477961,-0.007240982,0.0
727088249,-0.004820732,-0.01161342,-0.007810421,0.0
727286757,-0.005048137,-0.012202563,-0.008186139,0.0
727486530,-0.0055290894,-0.012993119,-0.008846372,0.0
727686304,-0.004494902,-0.013474357,-0.009564536,0.0
727886081,-0.005787536,-0.013543344,-0.010253511,0.0
728085855,-0.0064325593,-0.014559172,-0.010543361,0.0
728288127,-0.00633276,-0.015160877,-0.010485205,0.0
728487898,-0.00660626,-0.014542576,-0.010392998,0.0
728687695,-0.007180598,-0.016237266,-0.01053694,0.0
728887519,-0.0070350664,-0.016462835,-0.011187729,0.0
729085972,-0.0077706487,-0.016538948,-0.012481979,0.0
729285742,-0.008365196,-0.016844207,-0.013564563,0.0
729485519,-0.008613391,-0.017908052,-0.013929379,0.0
