timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
29445967,29414933,527625,-0.13710484,0.13500485,-0.12928334,3
29545977,29544941,527625,-0.13363086,0.13265437,-0.1282465,3
30026240,30014931,527625,-0.13840789,0.11900097,-0.14395165,3
30525972,30514928,527625,-0.1425981,0.09703271,-0.15349823,3
31026415,31025136,527625,-0.14449748,0.09439103,-0.15405717,3
31506009,31494927,527625,-0.14235632,0.105209775,-0.15250647,3
32025966,32014927,527625,-0.14072016,0.09474439,-0.15196696,3
32506264,32494973,527625,-0.14554244,0.09673857,-0.1508426,3
33025968,33014927,527625,-0.1411385,0.096466854,-0.14829361,3
33465949,33464927,527625,-0.14069265,0.10091901,-0.15357326,3
34026069,34014928,527625,-0.14259768,0.09666412,-0.15478003,3
34525964,34524936,527625,-0.13945024,0.09607389,-0.15523319,3
35006284,35005046,527625,-0.14323398,0.098607615,-0.14508289,3
35505957,35504927,527625,-0.14155476,0.0952184,-0.15415625,3
36025937,36014927,527625,-0.14029607,0.09633173,-0.15044987,3
36526141,36514927,527625,-0.14982077,0.1014439,-0.14097637,3
37025972,37024927,527625,-0.16190152,0.09922062,-0.12690826,3
37506446,37495117,527625,-0.17772326,0.060956202,-0.1241203,3
38025971,38014927,527625,-0.17835522,0.059295453,-0.12723832,3
38506033,38504927,527625,-0.18219645,0.06433389,-0.12808153,3
39006176,39004927,527625,-0.1732269,0.055917963,-0.1403526,3
39505987,39504928,527625,-0.17070287,0.056014366,-0.14325063,3
40026149,40025155,527625,-0.17026645,0.06333282,-0.13430224,3
40506069,40494927,527625,-0.166902,0.06250322,-0.14018756,3
41025959,41024927,527625,-0.17530487,0.06182027,-0.13861981,3
41506235,41494997,527625,-0.16879691,0.061717026,-0.13869433,3
42025950,42014928,527625,-0.17046142,0.06663176,-0.13536397,3
42525959,42514928,527625,-0.17024422,0.067524344,-0.13779593,3
43026123,43014927,527625,-0.16771807,0.06860246,-0.13943334,3
43505957,43494927,527625,-0.1685665,0.06692831,-0.13818547,3
44026066,44015068,527625,-0.16738775,0.06642593,-0.14163807,3
44525971,44514930,527625,-0.16982532,0.06750635,-0.13718021,3
