timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
79026458,0.13757141,0.08754264,-0.14280854
79037619,0.13757141,0.08754264,-0.14280854
79227622,0.13747413,0.087634094,-0.14586675
79428833,0.13475457,0.09037637,-0.13650608
79630004,0.14048833,0.087634094,-0.14596263
79831350,0.13747413,0.087634094,-0.14586675
80032828,0.13757141,0.08754264,-0.14280854
80222809,0.13766867,0.08745118,-0.1397503
80423805,0.14078012,0.08735972,-0.13678794
80625826,0.1287233,0.08735972,-0.13640448
80827954,0.13115107,0.08489182,-0.15493983
81029032,0.12570623,0.08434307,-0.13639875
81230370,0.1222,0.07876707,-0.15177427
81431795,0.0914629,0.067249216,-0.16952549
81633115,0.06422348,0.05225743,-0.17217156
81822987,0.061300807,0.04613267,-0.16919772
82024655,0.06694016,0.0464985,-0.18162236
82225976,0.048568886,0.052806176,-0.1900416
82427014,0.055172272,0.04320748,-0.17215435
82628516,0.05779456,0.040556666,-0.18457323
82829829,0.04262628,0.04064812,-0.18715213
83031204,0.04534296,0.034889195,-0.19660293
83232352,0.033286143,0.034889195,-0.19621947
83434392,0.027552398,0.037631467,-0.18676294
83624448,0.018412521,0.037722927,-0.18953358
83826032,0.038524978,0.023554265,-0.22123751
84027138,0.029977284,0.03214692,-0.20538841
84228475,0.033197477,0.044030603,-0.19900733
84429521,0.037944265,0.02711966,-0.23949674
84630845,0.005949464,0.019988867,-0.20192379
84832458,1.8316618e-05,0.019897409,-0.19867383
85033524,-0.009702266,0.023554265,-0.21970369
85223663,-0.027032312,-0.0013105945,-0.19538368
85424886,-0.029651728,0.0043568728,-0.18287468
85626057,-0.029746126,0.0074649793,-0.18584277
85827131,-0.036352377,0.014047027,-0.20382017
86028296,-0.06076352,0.008288102,-0.21240819
86230715,-0.051512063,0.023188433,-0.20612869
86432451,-0.047542416,0.0041739563,-0.17618303
86622704,-0.03920645,-0.02233568,-0.19868933
86824683,-0.09083695,-0.021969847,-0.20929258
87026102,-0.084516756,-0.02224422,-0.20030962
87227533,-0.08469695,-0.0069780597,-0.20597543
87429244,-0.08712471,-0.0045101577,-0.1874401
87619326,-0.067129575,-0.039703913,-0.22283311
87821065,-0.078588486,-0.025169414,-0.20364968
88033934,-0.108341455,-0.025535246,-0.19045815
88235259,-0.10874197,-0.03723601,-0.20305154
88425474,-0.1260634,-0.05305092,-0.17846118
88627200,-0.18620169,-0.09299463,-0.45657203
88828280,-0.21037053,-0.056340467,-0.26779988
89030042,-0.17180866,-0.10086002,-0.19375631
89232007,-0.15658131,-0.13742417,-0.28419167
89433152,-0.20585555,-0.11228495,-0.31557736
89634541,-0.15046884,-0.052776545,-0.18686894
89824717,-0.20913763,-0.09071257,-0.22903432
90026688,-0.1559232,-0.059540052,-0.26349908
90227787,-0.06481916,-0.0631969,-0.24505755
90429178,-0.031758286,-0.0572536,-0.34398103
90630649,0.031788025,-0.00880722,-0.14845373
90831764,-0.13374244,-0.048479486,-0.23016918
91022184,-0.0760587,-0.018860275,-0.31384742
91223654,-0.11360418,-0.035498306,-0.261062
91425658,-0.17136896,-0.044090968,-0.27480206
91627166,-0.17726874,-0.11365683,-0.27056673
91828459,-0.30350417,-0.22663738,-0.7295389
92030647,-0.2390189,-0.30927584,-0.6942284
92232216,-0.2174731,-0.24930869,-0.6808641
92433966,-0.39422756,-0.14126103,-0.45139942
92623897,-0.22661588,-0.24071164,-0.9683374
92825097,-0.27796748,-0.07626808,-0.3060787
93026377,-0.1884139,-0.07242829,-0.3363885
93228212,-0.121466465,-0.12133488,-0.3185319
93429926,-0.19620164,-0.079831995,-0.39151523
93631170,-0.16548368,-0.0922659,-0.279494
93832581,-0.2593008,-0.17380396,-0.47811228
94034288,-0.3338854,-0.18642075,-0.35661936
94224187,-0.5778662,-0.20506646,-0.5332607
94425874,-0.60110825,-0.20607105,-0.5999608
94627467,-0.39214343,-0.2888895,-0.7653502
94829457,-0.6940909,-0.24821705,-0.2979866
95030692,-0.2648261,-0.36147642,-0.46210057
95232351,-0.20231485,-0.07050914,-0.29912037
95433867,-0.37987563,-0.18852429,-0.28474632
95624085,-0.19374637,-0.163478,-0.21944368
95825628,-0.21786483,-0.149302,-0.69318116
96027017,-0.1768197,-0.15333053,-0.2564472
96228438,-0.19062439,-0.14866765,-0.31102172
96429962,-0.7610317,-0.18459013,-0.5053746
96631504,-0.28321102,-0.42965576,-1.5145255
96821974,-0.204143,-0.15031242,-0.35660177
97022984,-0.60672945,-0.17964995,-0.776707
97224294,-0.28978425,-0.24502191,-0.013536244
97425456,-0.124275975,-0.3234533,-0.1222594
97626571,-0.17283574,-0.15726177,-0.22605093
97828499,-0.27484852,-0.17865416,-0.1131403
98029809,-0.14464809,-0.49549964,0.28076267
98230935,-0.30052915,-0.26018342,-0.92060816
98420979,-0.2348715,-0.14125808,-0.65869516
98622192,-0.26059672,-0.2173204,-0.23424804
98823227,-0.23291214,-0.2191393,-0.8816985
99024667,-0.11720538,-0.35746104,0.0051890137
99225699,-0.26185736,-0.20442773,-0.46362647
99426843,-0.32093665,0.039006274,-0.42382696
99628070,-0.45888296,-0.23376967,-0.5869281
99829682,-0.5804512,-0.15167697,-0.8042827
100019898,-0.23309132,-0.22975281,-0.22323841
100221251,-0.49841845,-0.18550031,-0.78645486
100433572,-0.5868161,-0.111368895,-0.4351883
100635550,-0.55776423,-0.23413694,-0.47042426
100825618,-0.0818794,-0.10378228,-0.40199548
101027215,-0.6497083,-0.19629237,-0.4204075
101228309,-0.43228057,-0.27838066,-0.50944287
101429447,-0.938188,-0.2792008,-0.66802865
101630549,-0.4710853,-0.091168396,-0.3065105
101832139,-0.27371228,-0.27233854,-1.1209881
102033434,-0.44546133,-0.14089811,-0.25978777
102234551,-0.18709981,-0.52977,-0.3899401
102436247,-0.26068828,-0.19967338,-0.5217385
102626711,-0.50393254,-0.073342875,-0.29574057
102827852,-0.16689913,-0.23075005,-0.7983517
103029006,-0.3218267,-0.1805689,-0.45181355
103230133,-0.52278847,-0.1633836,-0.4142677
103432442,-0.46905237,-0.09930376,-0.33745903
103633805,-0.50894797,-0.4454897,-0.16882789
103834849,-0.27461886,-0.23660778,-0.29565996
104024850,-0.19569391,-0.37281576,-0.1858094
104225974,-0.23740359,-0.3587341,-0.45369858
104427266,-0.58213806,-0.21220167,-0.19322814
104628482,-0.8822175,-0.117583655,-0.5209649
104829629,-0.2149394,-0.26586258,-0.12684582
105030751,-0.27059865,-0.18696511,-0.64360553
105231969,-0.2652843,-0.13422461,-0.2867669
105433619,-0.79167455,-0.2903514,-0.80477625
105624085,-0.44512776,-0.19574508,-0.3441681
105825170,-0.5471379,-0.29373387,-0.80039835
106026577,-0.9040323,-0.6577438,-0.73252445
106227960,-0.50581324,-0.20461066,-0.4497451
106430528,-0.7963492,-0.3600855,-1.8055949
106631686,-0.058873877,-0.15067974,-0.24786286
106821666,-1.1791831,-0.22535554,-0.84566116
107023009,-0.2977322,-0.20452066,-0.35831046
107224653,-0.2837753,-0.31401995,-1.3425266
107425793,-0.6602651,-0.14674409,-0.56260055
107627409,-0.19264014,-0.12243238,-0.27953246
107828401,-0.70994544,-0.51823753,-1.3657204
108030018,-0.7150093,-0.24327396,-0.76597387
108231361,-1.2537417,-0.48706353,-1.4823117
108421812,-0.6858561,-0.37747422,-0.41854808
108622907,-0.80584913,-0.64026946,-1.7248142
108835320,-0.550069,-0.73389614,-0.41820535
109025180,0.1033143,-0.15278473,-0.08149695
109227817,0.039034814,-0.16092008,-0.11033645
109429148,-0.022856865,-0.11109892,-0.15896705
109631053,-0.030475695,-0.04317785,-0.20878245
109832123,-0.051048674,-0.0014020522,-0.19155857
110022783,0.051153716,-0.091718614,-0.20363808
110223921,0.068792745,-0.049028233,-0.21824266
110425327,0.041421853,0.002529178,-0.22502246
110626621,0.04151052,-0.0066122273,-0.2222346
110828212,0.04442746,-0.006520769,-0.2253887
111029913,0.05045873,-0.003504119,-0.2254903
111231278,0.038399052,-0.006520769,-0.22519697
111432354,0.03840192,-0.003504119,-0.22510685
111633733,0.04744453,-0.003504119,-0.22539444
111823686,0.04151052,-0.0066122273,-0.2222346
112025968,0.03840192,-0.003504119,-0.22510685
112227719,0.03830179,-0.0064293114,-0.2282552
112428856,0.03538485,-0.006520769,-0.22510111
112630268,0.04744166,-0.006520769,-0.22548456
112831582,0.03538485,-0.006520769,-0.22510111
113032843,0.038399052,-0.006520769,-0.22519697
113222639,0.04442746,-0.006520769,-0.2253887
113423980,0.035287585,-0.0064293114,-0.22815934
113625114,0.03519032,-0.006337853,-0.23121756
113826771,0.04452472,-0.0066122273,-0.22233047
114028535,0.047247134,-0.006337853,-0.23160101
114230113,0.035290454,-0.0034126614,-0.22806922
114431341,0.03519319,-0.0033212032,-0.23112744
