timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
382514077,382502934,527625,-0.107089005,0.15211533,-0.13473123,3
383013969,383002929,527625,-0.10647896,0.14635447,-0.13719912,3
383514173,383512928,527625,-0.10583745,0.14932798,-0.1369125,3
384033965,384032931,527625,-0.103757985,0.14270163,-0.14163145,3
384534324,384523086,527625,-0.11174548,0.15162268,-0.13898772,3
385033944,385022928,527625,-0.10815477,0.14954597,-0.13096689,3
385513944,385502928,527625,-0.107943445,0.1493848,-0.13233526,3
386034068,386022929,527625,-0.10751249,0.15513082,-0.12403329,3
386533957,386522928,527625,-0.114064164,0.15527618,-0.12268639,3
387034146,387022931,527625,-0.10995519,0.15404254,-0.12206144,3
387533938,387522929,527625,-0.11216959,0.15733519,-0.1204554,3
388034477,388033093,527625,-0.11489651,0.157186,-0.122457236,3
388534008,388532928,527625,-0.11365314,0.15145628,-0.12719345,3
389013960,389002928,527625,-0.110591,0.15290995,-0.12114246,3
389534042,389512928,527625,-0.114068724,0.15518841,-0.119855106,3
390013967,390012963,527625,-0.10749043,0.16127567,-0.12204484,3
390534161,390522932,527625,-0.10877046,0.15685393,-0.12045039,3
391013956,391012928,527625,-0.113213226,0.16027229,-0.11650134,3
391514343,391503116,527625,-0.11175242,0.1537464,-0.12846565,3
392014006,392012928,527625,-0.103757,0.14934327,-0.1240583,3
392533958,392522928,527625,-0.108040564,0.15987474,-0.123000085,3
393014080,393002929,527625,-0.11215085,0.16296439,-0.11763865,3
393533963,393532928,527625,-0.108337395,0.158501,-0.124811396,3
394014266,394002946,527625,-0.10951185,0.16021526,-0.12093632,3
394533999,394532942,527625,-0.11025205,0.16521783,-0.117727615,3
395034365,395023099,527625,-0.10694629,0.13012394,-0.14975421,3
395513954,395502928,527625,-0.10519987,0.15324163,-0.13139015,3
396033952,396032928,527625,-0.10157038,0.17864841,-0.10241116,3
396534068,396522929,527625,-0.10559562,0.16638702,-0.11158647,3
397033965,397032928,527625,-0.1045446,0.15990461,-0.13025726,3
397533937,397522931,527625,-0.106030956,0.15788516,-0.12450983,3
398033932,398022928,527625,-0.10035103,0.15905955,-0.128988,3
398534350,398523115,527625,-0.11468586,0.15757638,-0.12186065,3
399013958,399002928,527625,-0.0832534,0.15692428,-0.14033686,3
399533946,399522928,527625,-0.1006949,0.15517998,-0.1342681,3
400034083,400022929,527625,-0.119105294,0.15867871,-0.11169005,3
400493950,400492928,527625,-0.11910141,0.15894161,-0.11358463,3
401034236,401032966,527625,-0.107928395,0.15641083,-0.123209506,3
401533961,401532928,527625,-0.10664594,0.16174449,-0.123926476,3
402014141,402013122,527625,-0.11027235,0.15617183,-0.12886892,3
402513972,402512928,527625,-0.101213746,0.15282065,-0.13064714,3
403033977,403032938,527625,-0.10835241,0.15429829,-0.1262253,3
403514158,403502930,527625,-0.10646036,0.15536773,-0.12500137,3
404033983,404032928,527625,-0.10374732,0.15065864,-0.12697421,3
404534209,404522967,527625,-0.10286838,0.16003266,-0.12766065,3
405033951,405032928,527625,-0.10456425,0.15485993,-0.1308541,3
405514147,405513144,527625,-0.109595835,0.15701646,-0.12971504,3
406013987,406012931,527625,-0.11617364,0.15105157,-0.12752108,3
406513995,406502966,527625,-0.11469853,0.15153728,-0.12989481,3
407014109,407002928,527625,-0.11236456,0.1586769,-0.12687242,3
407533950,407532931,527625,-0.10537623,0.16818762,-0.11301415,3
408014260,408002988,527625,-0.10262947,0.1751163,-0.10578695,3
408533932,408522928,527625,-0.105978124,0.17922321,-0.10156545,3
409034160,409033129,527625,-0.10199002,0.17902845,-0.10153378,3
409513994,409502933,527625,-0.10302885,0.18111745,-0.103150666,3
410033959,410022946,527625,-0.10051668,0.1792919,-0.10332292,3
