timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
94852624,-0.17390636,-0.004434431,-0.13732176
94864100,-0.17404003,-0.007764628,-0.14001334
95054330,-0.17405686,-0.0047791395,-0.14035212
95255791,-0.17360535,-0.0037450173,-0.1312611
95457469,-0.17405686,-0.0047791395,-0.14035212
95658852,-0.17701067,-0.0047791395,-0.14020541
95860090,-0.17390636,-0.004434431,-0.13732176
96050364,-0.17405686,-0.0047791395,-0.14035212
96251575,-0.17716117,-0.0051238462,-0.14323574
96453831,-0.17701067,-0.0047791395,-0.14020541
96655001,-0.17701067,-0.0047791395,-0.14020541
96856135,-0.17405686,-0.0047791395,-0.14035212
97057408,-0.17405686,-0.0047791395,-0.14035212
97247849,-0.19131142,-0.0067305057,-0.1300421
97449080,-0.1854038,-0.0067305057,-0.13033551
97650674,-0.17716117,-0.0051238462,-0.14323574
97851842,-0.17405686,-0.0047791395,-0.14035212
98053133,-0.19147874,-0.0040897257,-0.13341123
98254622,-0.18852493,-0.0040897257,-0.13355793
98456132,-0.17701067,-0.0047791395,-0.14020541
98657512,-0.17701067,-0.0047791395,-0.14020541
98847999,-0.17405686,-0.0047791395,-0.14035212
99049378,-0.19177975,-0.0047791395,-0.1394719
99251237,-0.17686017,-0.004434431,-0.13717505
99452252,-0.17701067,-0.0047791395,-0.14020541
99653697,-0.17375585,-0.0040897257,-0.13429144
99855142,-0.19443259,-0.0040897257,-0.13326453
100056511,-0.17375585,-0.0040897257,-0.13429144
100257625,-0.17686017,-0.004434431,-0.13717505
100458896,-0.17390636,-0.004434431,-0.13732176
100648956,-0.17405686,-0.0047791395,-0.14035212
100850707,-0.17419054,-0.008109335,-0.14304368
101051917,-0.17390636,-0.004434431,-0.13732176
101253114,-0.17405686,-0.0047791395,-0.14035212
101454313,-0.17701067,-0.0047791395,-0.14020541
101655683,-0.17405686,-0.0047791395,-0.14035212
101857027,-0.17716117,-0.0051238462,-0.14323574
102059256,-0.19428208,-0.0037450173,-0.13023418
102249630,-0.17405686,-0.0047791395,-0.14035212
102451186,-0.17375585,-0.0040897257,-0.13429144
102652263,-0.17405686,-0.0047791395,-0.14035212
102853465,-0.19428208,-0.0037450173,-0.13023418
103055026,-0.17405686,-0.0047791395,-0.14035212
103256045,-0.17405686,-0.0047791395,-0.14035212
103457632,-0.17375585,-0.0040897257,-0.13429144
103648084,-0.17686017,-0.004434431,-0.13717505
103849881,-0.17390636,-0.004434431,-0.13732176
104051084,-0.17375585,-0.0040897257,-0.13429144
104252342,-0.17686017,-0.004434431,-0.13717505
104453463,-0.17405686,-0.0047791395,-0.14035212
104654529,-0.17405686,-0.0047791395,-0.14035212
104855731,-0.18261732,-0.0040897257,-0.13385133
105047013,-0.18261732,-0.0040897257,-0.13385133
105248096,-0.1651954,-0.0047791395,-0.14079222
105460366,-0.16860071,-0.0058132582,-0.14973651
105650242,-0.1651954,-0.0047791395,-0.14079222
105851799,-0.18557112,-0.0040897257,-0.13370463
