timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1591997216,0.12543736,0.10875064,-0.14485244
1592008350,0.12864609,0.10856773,-0.13883185
1592198562,0.12845156,0.10875064,-0.1449483
1592399909,0.1256319,0.10856773,-0.138736
1592589910,0.12854883,0.108659185,-0.14189008
1592791343,0.12271497,0.108476266,-0.1355819
1593003943,0.12553464,0.108659185,-0.14179422
1593205040,0.12854883,0.108659185,-0.14189008
1593395103,0.122812234,0.10838481,-0.13252367
1593597184,0.11970361,0.11149292,-0.1353959
1593798538,0.12845156,0.10875064,-0.1449483
1593999527,0.12854883,0.108659185,-0.14189008
1594201261,0.1283543,0.1088421,-0.14800653
1594402677,0.119603485,0.10856773,-0.13854426
1594603976,0.12242032,0.10573399,-0.14484671
1594805345,0.12854883,0.108659185,-0.14189008
1594995610,0.11979801,0.10838481,-0.13242781
1595197097,0.12854883,0.108659185,-0.14189008
1595398405,0.13409092,0.10911647,-0.15737294
1595599683,0.12864609,0.10856773,-0.13883185
1595801271,0.13438271,0.1088421,-0.14819826
1596002445,0.12845156,0.10875064,-0.1449483
