timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
96044958,-0.089409456,0.13118039,-0.17866777
96056151,-0.089409456,0.13118039,-0.17866777
96246634,-0.089409456,0.13118039,-0.17866777
96447926,-0.089409456,0.13118039,-0.17866777
96638386,-0.09238206,0.13118039,-0.17852013
96839343,-0.089258365,0.13152644,-0.1756256
97040530,-0.08942614,0.13414086,-0.1790037
97242260,-0.08643686,0.13118039,-0.1788154
97443568,-0.089409456,0.13118039,-0.17866777
97645533,-0.09223097,0.13152644,-0.17547798
97846939,-0.09517021,0.12560546,-0.17465848
98036806,-0.11893435,0.12264498,-0.17314146
98238026,-0.11945528,0.10645837,-0.18363039
98439923,-0.12817195,0.09792295,-0.17913754
98641142,-0.26684254,0.044710465,-0.27122393
98842549,-0.28815505,0.025563356,-0.28034347
99043700,-0.27500585,0.019450307,-0.25558907
99244825,-0.2851157,0.013721421,-0.2791474
99434919,-0.28230992,0.043326266,-0.28265435
99647077,-0.31601796,0.020834506,-0.2413536
99837191,-0.3350799,-0.0059638224,-0.26515964
100038707,-0.349574,-0.017113661,-0.25699347
100239923,-0.356359,-0.031031901,-0.27360734
100441637,-0.36789265,-0.032647803,-0.44583553
100642977,-0.2829504,0.009684668,-0.23554955
100832969,-0.3067646,-0.027187232,-0.29504186
101045572,-0.4123018,-0.04479617,-0.25999618
101247620,-0.41716993,-0.0071559413,-0.29801524
101449058,-0.5080295,-0.04618037,-0.2674405
101639032,-0.40118262,-0.059368394,-0.33611616
101839998,-0.48600888,0.0217568,-0.30406326
102041262,-0.33099866,0.014567482,-0.24298571
102242951,-0.07587283,0.16493782,-0.14611186
102444438,-0.057617303,0.17189696,-0.13854308
102645846,-0.05316719,0.18127841,-0.10894112
102847016,-0.0068318113,0.19727296,-0.0759936
103048226,-0.045492347,0.20023346,-0.07441029
103239329,-0.053940203,0.1983111,-0.06450501
103440796,-0.024835207,0.19988741,-0.07848588
103642081,-0.027942212,0.19658086,-0.08104446
103843247,-0.030461557,0.197619,-0.071770385
104044480,-0.021744885,0.20615442,-0.07626323
104245621,-0.021912657,0.20876886,-0.079641305
104446959,-0.021895973,0.20580837,-0.07930537
104637287,-0.025036346,0.20842281,-0.082535826
104838672,-0.039429426,0.20650047,-0.07233527
105040097,-0.021744885,0.20615442,-0.07626323
105241449,-0.021744885,0.20615442,-0.07626323
105442887,-0.025019662,0.20546232,-0.08219989
105644008,-0.033484213,0.20650047,-0.07263055
105845093,-0.021895973,0.20580837,-0.07930537
106035506,-0.013297017,0.20807676,-0.086168505
106237766,-0.010173326,0.20842281,-0.08327399
106439033,-0.010324415,0.20807676,-0.08631614
106640241,-0.013145928,0.20842281,-0.08312636
106841772,-0.013280333,0.20511627,-0.08583257
