timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
256494015,256482931,527625,-0.050482493,0.19990069,-0.09217529,3
256533966,256522932,527625,-0.052780315,0.20312846,-0.09111777,3
257014057,257012984,527625,-0.051103674,0.20326436,-0.0887747,3
257514166,257502928,527625,-0.053208098,0.20109394,-0.09138116,3
258013987,258012969,527625,-0.05235321,0.20533812,-0.08991768,3
258494267,258493009,527625,-0.05192458,0.2058839,-0.09431663,3
259013947,259002928,527625,-0.05214709,0.2037598,-0.0916733,3
259493947,259482928,527625,-0.061678946,0.17932706,-0.13017611,3
259934028,259932928,527625,-0.06064069,0.17545855,-0.13306236,3
260513967,260502953,527625,-0.054202713,0.177694,-0.13614081,3
261014108,261002928,527625,-0.0543093,0.17511323,-0.12797695,3
261513983,261502928,527625,-0.058732428,0.18274838,-0.12570168,3
262014211,262002968,527625,-0.049679644,0.17766689,-0.12830096,3
262513957,262512938,527625,-0.067355074,0.17830107,-0.12785026,3
263014372,263013130,527625,-0.06059811,0.20540439,-0.07957463,3
263513954,263512928,527625,-0.06442771,0.17717652,-0.122940205,3
264013990,264012941,527625,-0.06440991,0.17676686,-0.13606831,3
264494109,264482928,527625,-0.067652434,0.17703003,-0.12902349,3
265013952,265002929,527625,-0.08198802,0.16576728,-0.11990821,3
265514195,265512942,527625,-0.10285895,0.16529413,-0.11956867,3
266013969,266002930,527625,-0.09575839,0.16739088,-0.1168009,3
266514394,266503112,527625,-0.097536355,0.16078693,-0.12520102,3
267013955,267012928,527625,-0.102871984,0.15939856,-0.12696335,3
267473950,267432929,527625,-0.09707245,0.18440187,-0.090055406,3
267994063,267982928,527625,-0.10178672,0.1782612,-0.09915805,3
268514018,268502929,527625,-0.10009577,0.18055442,-0.10054794,3
269014151,269002928,527625,-0.10477244,0.15955925,-0.11913431,3
269513941,269502929,527625,-0.11037261,0.15326145,-0.12587741,3
269994404,269993090,527625,-0.10249386,0.14790796,-0.13033868,3
270513964,270512928,527625,-0.10246121,0.15696602,-0.1274884,3
270993957,270992928,527625,-0.10959884,0.15658236,-0.12888393,3
271514036,271502928,527625,-0.10793549,0.15311296,-0.12746885,3
272013951,272002928,527625,-0.10015494,0.15412706,-0.1331859,3
272514160,272502929,527625,-0.07703098,0.15792212,-0.14302579,3
273014009,273012928,527625,-0.09264172,0.15409118,-0.13139817,3
273494069,273483059,527625,-0.104983464,0.15746832,-0.124146715,3
274013959,274002929,527625,-0.10642873,0.16451931,-0.12121719,3
274513996,274502947,527625,-0.105604306,0.16102678,-0.1204433,3
275013984,274992928,527625,-0.10498392,0.1585885,-0.12076616,3
275514042,275513030,527625,-0.10415153,0.15472272,-0.12639293,3
275994186,275992928,527625,-0.107935905,0.15272866,-0.12824354,3
276493970,276492966,527625,-0.1049838,0.16103669,-0.11412481,3
276994035,276983027,527625,-0.10706285,0.1634945,-0.12114055,3
277493947,277492928,527625,-0.10287399,0.16124147,-0.120554365,3
278014130,278003031,527625,-0.10728974,0.15959254,-0.120419815,3
278514014,278512931,527625,-0.10707706,0.15926933,-0.12314747,3
278933932,278932928,527625,-0.09469483,0.17454623,-0.10648947,3
279494140,279492928,527625,-0.10450803,0.18055311,-0.09824146,3
279993974,279982936,527625,-0.10496226,0.16126375,-0.12803474,3
280493968,280482971,527625,-0.1084763,0.15749869,-0.1188334,3
281013958,281012928,527625,-0.107935905,0.15272866,-0.12824354,3
281494145,281493125,527625,-0.10288592,0.15484035,-0.13008161,3
282013940,282002931,527625,-0.10391694,0.16400346,-0.11753702,3
282513950,282512928,527625,-0.106216826,0.16606258,-0.1182965,3
283014034,283002929,527625,-0.10287768,0.16041782,-0.12032893,3
283493953,283482928,527625,-0.10204645,0.15679306,-0.12450908,3
284014165,284002929,527625,-0.10826727,0.15458414,-0.1262191,3
284513947,284502929,527625,-0.1039086,0.16615869,-0.11725125,3
285014278,285013049,527625,-0.10457486,0.15465556,-0.12426185,3
285493958,285492928,527625,-0.104168415,0.15364493,-0.11796941,3
285993950,285992928,527625,-0.10161583,0.16234434,-0.11650994,3
286513960,286502930,527625,-0.112808734,0.15576196,-0.118494004,3
286993989,286982949,527625,-0.1132388,0.15078585,-0.12528883,3
287514112,287502928,527625,-0.11387284,0.150327,-0.12371209,3
287993954,287992928,527625,-0.10497569,0.15893523,-0.12536527,3
288513957,288502959,527625,-0.1041178,0.16041505,-0.13351524,3
289013950,289002928,527625,-0.12038496,0.15099004,-0.11930335,3
289494360,289493129,527625,-0.1203872,0.14850123,-0.1246347,3
289993960,289982928,527625,-0.117843956,0.1550639,-0.12274119,3
290493945,290482928,527625,-0.10993707,0.15691295,-0.12640437,3
