timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
154766043,154764931,527625,-0.17663348,0.046189874,-0.13504256,3
154805990,154794929,527625,-0.17557877,0.046664782,-0.1371023,3
155266381,155255130,527625,-0.17661677,0.049785644,-0.13644159,3
155765962,155754927,527625,-0.1785951,0.049122803,-0.13498276,3
156266034,156254937,527625,-0.17986646,0.045996767,-0.13567033,3
156746175,156734949,527625,-0.18101025,0.04260125,-0.13819171,3
157245965,157234927,527625,-0.17671672,0.045262847,-0.13807438,3
157765973,157754927,527625,-0.17712969,0.046335932,-0.13979593,3
158266060,158264927,527625,-0.17787851,0.048350107,-0.13897458,3
158766019,158764975,527625,-0.17747155,0.046220627,-0.13610494,3
159266313,159255014,527625,-0.17714512,0.04265186,-0.13949984,3
159745966,159744927,527625,-0.18224435,0.05001492,-0.13508959,3
160265970,160254927,527625,-0.17831445,0.046723023,-0.13262461,3
160746168,160734927,527625,-0.17796037,0.049782965,-0.13646796,3
161245975,161234928,527625,-0.18099418,0.047501475,-0.13556929,3
161746403,161745126,527625,-0.17787959,0.050361414,-0.132729,3
162266044,162254928,527625,-0.17881528,0.04677999,-0.13450442,3
162745978,162734932,527625,-0.1772463,0.051558733,-0.13178441,3
163246188,163244938,527625,-0.1757853,0.04785879,-0.13612139,3
163745966,163744927,527625,-0.17537752,0.044992153,-0.13581537,3
164265952,164254927,527625,-0.17922282,0.048409358,-0.13836426,3
164766095,164754947,527625,-0.17965323,0.04688839,-0.13543722,3
165245964,165244933,527625,-0.17158227,0.04719583,-0.14072601,3
