timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
16664184,16652927,527625,-0.12919915,0.13890079,-0.12653053,3
16704147,16692886,527625,-0.1308599,0.14388756,-0.12552434,3
17163945,17162887,527625,-0.12686013,0.14873427,-0.119523436,3
17663910,17652911,527625,-0.122723624,0.17525628,-0.08959721,3
18163921,18162901,527625,-0.11236812,0.17001003,-0.09335856,3
18644221,18642946,527625,-0.12033907,0.17576934,-0.08223804,3
19143935,19132888,527625,-0.11592525,0.17275238,-0.09387061,3
19644187,19642937,527625,-0.12242265,0.1756938,-0.09314835,3
20143918,20132886,527625,-0.11886251,0.17383704,-0.09222505,3
20643974,20632967,527625,-0.120123655,0.17286474,-0.093896,3
21163911,21152886,527625,-0.12180323,0.17229606,-0.09545022,3
21644238,21642993,527625,-0.11948661,0.17413412,-0.09527562,3
22144010,22142888,527625,-0.1190742,0.17210943,-0.09578664,3
22664274,22663006,527625,-0.11907952,0.17125435,-0.094546996,3
