timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
796192096,796191096,527625,0.1134527,0.12837675,-0.15392368,3
796212323,796211085,527625,0.11638696,0.126783,-0.15495221,3
796671935,796660872,527625,0.11136758,0.13323857,-0.15023848,3
797191873,797180868,527625,0.114695676,0.12531115,-0.15108046,3
797692008,797680867,527625,0.11282556,0.12917957,-0.15353025,3
798171893,798160864,527625,0.11387953,0.13058117,-0.15255454,3
798692080,798680864,527625,0.11324498,0.1287956,-0.15428086,3
799171922,799170882,527625,0.1121887,0.12716123,-0.1543339,3
799692007,799681000,527625,0.11451047,0.13173264,-0.15013093,3
800171902,800160863,527625,0.11471182,0.13006261,-0.1489285,3
800671895,800660867,527625,0.11324857,0.13093418,-0.15082292,3
801171963,801160860,527625,0.11451754,0.13224533,-0.15349752,3
801671929,801660884,527625,0.11449258,0.12544264,-0.15533942,3
802172120,802160862,527625,0.11639102,0.12893075,-0.1517901,3
802671908,802660862,527625,0.114502154,0.1306317,-0.14754608,3
803172185,803170925,527625,0.12158624,0.1259013,-0.15241659,3
803691888,803680866,527625,0.1170151,0.12769252,-0.15131016,3
804172326,804171071,527625,0.11807581,0.12922384,-0.154518,3
804671919,804670866,527625,0.113433555,0.12401911,-0.15297394,3
805171915,805160866,527625,0.11618537,0.13051823,-0.15033028,3
805692005,805690868,527625,0.11682639,0.13017091,-0.15883023,3
806191902,806190864,527625,0.12242167,0.1240886,-0.15446144,3
806672136,806660867,527625,0.11640389,0.13369435,-0.14739564,3
807171898,807170864,527625,0.12660544,0.1249358,-0.14192353,3
807691958,807680951,527625,0.13366365,0.12646116,-0.14048503,3
808191898,808180862,527625,0.14699167,0.12470498,-0.12881488,3
808692094,808691095,527625,0.16995448,0.096532635,-0.11771624,3
809171903,809170867,527625,0.14655873,0.12020034,-0.13237841,3
809671902,809660876,527625,0.1331303,0.13189396,-0.1340133,3
810172052,810160862,527625,0.14217418,0.13029075,-0.12105208,3
810691914,810690860,527625,0.11931494,0.13033633,-0.13761306,3
811172117,811170860,527625,0.11389483,0.13836402,-0.14149907,3
811671907,811670867,527625,0.10928746,0.1434649,-0.1352004,3
812171997,812170985,527625,0.11013603,0.14476526,-0.13756102,3
812671911,812660862,527625,0.11620475,0.13950902,-0.13872555,3
813171890,813160860,527625,0.11724886,0.13676931,-0.14246127,3
813691909,813680861,527625,0.11914089,0.13983285,-0.13575384,3
814191900,814180874,527625,0.11390988,0.14354602,-0.13742864,3
814672056,814660860,527625,0.10972152,0.14610961,-0.13749647,3
815191936,815170863,527625,0.099424966,0.15537032,-0.13414858,3
815692080,815680863,527625,0.100894615,0.15417045,-0.13746874,3
816191900,816180865,527625,0.08920558,0.16005939,-0.1387456,3
816692245,816680992,527625,0.08941813,0.16105112,-0.13778988,3
817191902,817190865,527625,0.09005021,0.16222486,-0.13608465,3
817671891,817670866,527625,0.0862695,0.15992509,-0.14124547,3
818171897,818160866,527625,0.08751641,0.1584781,-0.13661203,3
818611879,818590865,527625,0.08417505,0.16321485,-0.13558388,3
819172084,819160863,527625,0.078903764,0.16763845,-0.13647091,3
819671901,819660864,527625,0.08961472,0.15789682,-0.13744235,3
820192158,820180868,527625,0.087956965,0.1645971,-0.13375434,3
820671940,820670860,527625,0.082523726,0.17018962,-0.13548218,3
821192311,821190996,527625,0.08583224,0.15529974,-0.14223266,3
821691901,821680860,527625,0.08312536,0.16227221,-0.13819358,3
822171887,822160861,527625,0.08071626,0.16845444,-0.13893247,3
822691916,822680860,527625,0.08311945,0.15888473,-0.1435136,3
823191925,823180889,527625,0.08090534,0.16237086,-0.14156246,3
823692076,823680864,527625,0.07867649,0.16267565,-0.13840954,3
824171909,824170872,527625,0.080818474,0.16382,-0.13562873,3
824692133,824680868,527625,0.08397232,0.16685277,-0.13045764,3
825151901,825130860,527625,0.08626728,0.15999506,-0.13955092,3
825692300,825680999,527625,0.08813912,0.15664902,-0.1368293,3
826191892,826180864,527625,0.08543963,0.1649305,-0.13418344,3
826691909,826680863,527625,0.08109662,0.15918939,-0.13770467,3
827191917,827190870,527625,0.0862691,0.1606701,-0.13893542,3
827691905,827680880,527625,0.08819955,0.17278987,-0.13326964,3
828192044,828180864,527625,0.084814906,0.1658555,-0.1350972,3
828691904,828680863,527625,0.082176104,0.16759242,-0.13471101,3
829192108,829180860,527625,0.08008516,0.1686166,-0.13763043,3
829671898,829660862,527625,0.08166523,0.16621429,-0.13376367,3
830191966,830180969,527625,0.08155066,0.16918087,-0.13331756,3
830691909,830680861,527625,0.08353976,0.16141486,-0.13684535,3
831192079,831180975,527625,0.08609181,0.17130813,-0.13174897,3
831691893,831670862,527625,0.08149889,0.15230344,-0.14472869,3
832171961,832170864,527625,0.0796959,0.14726807,-0.16026449,3
832691990,832680865,527625,0.08267779,0.15161549,-0.14877993,3
833191889,833180862,527625,0.08195235,0.16495508,-0.13263533,3
833672123,833660860,527625,0.08860475,0.17521736,-0.116706,3
834191880,834180860,527625,0.08524029,0.17202058,-0.12187362,3
834691923,834680943,527625,0.08588071,0.17625251,-0.11739793,3
835191899,835180860,527625,0.0807845,0.19656181,-0.10780185,3
835692052,835681041,527625,0.078996375,0.15356214,-0.15261357,3
836171903,836160863,527625,0.07845222,0.15622786,-0.14644867,3
836671904,836660866,527625,0.08048328,0.16338159,-0.13732138,3
837171938,837160864,527625,0.06903602,0.1666676,-0.1389104,3
837691913,837680890,527625,0.082307175,0.16769116,-0.13788581,3
838172061,838160864,527625,0.051196232,0.16398387,-0.14998858,3
838691884,838680864,527625,0.09222428,0.16092072,-0.13334775,3
839192093,839180860,527625,0.092233926,0.16449344,-0.13005191,3
839691889,839690860,527625,0.08960492,0.15631557,-0.13517015,3
840192178,840180943,527625,0.07827811,0.17084062,-0.13049541,3
840691885,840680863,527625,0.07953735,0.16857776,-0.13642359,3
841172313,841171076,527625,0.08250224,0.1639052,-0.1382369,3
841691893,841690867,527625,0.08084676,0.1702354,-0.13709982,3
842172046,842160860,527625,0.078169584,0.16223958,-0.13755661,3
842691900,842680865,527625,0.08521508,0.16002008,-0.13781238,3
843191886,843180873,527625,0.080283165,0.16364574,-0.14322564,3
843692035,843690862,527625,0.08248512,0.15793101,-0.14309609,3
844171915,844160863,527625,0.07824366,0.15922661,-0.13914469,3
844672126,844670860,527625,0.080819234,0.16120058,-0.14333357,3
845191915,845180865,527625,0.07965459,0.16460928,-0.14143066,3
845692177,845690898,527625,0.08917265,0.15043147,-0.14296922,3
846191906,846190868,527625,0.085828066,0.15800367,-0.13198675,3
846692263,846681024,527625,0.09045768,0.1578472,-0.13972257,3
847171991,847170864,527625,0.09480209,0.15200658,-0.14062099,3
847691906,847680862,527625,0.0852218,0.15977335,-0.14302418,3
848191896,848170862,527625,0.08730818,0.15700555,-0.14181463,3
848671936,848660880,527625,0.10488062,0.15431154,-0.13509883,3
849191961,849180863,527625,0.08164585,0.15842783,-0.14206955,3
849691895,849680866,527625,0.07384954,0.16194564,-0.14160936,3
850172157,850160867,527625,0.06707694,0.16949894,-0.14084235,3
850671916,850670867,527625,0.06714038,0.16285676,-0.14522056,3
851172159,851170896,527625,0.09003386,0.16002822,-0.13108395,3
851691903,851680865,527625,0.07984416,0.15800837,-0.14581293,3
852192280,852190985,527625,0.077565804,0.13967311,-0.16043504,3
