timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
704913964,704902932,527625,-0.093641326,0.17255199,-0.11451444,3
704953957,704942931,527625,-0.090703875,0.1710198,-0.11752911,3
705414041,705402933,527625,-0.093413144,0.17693031,-0.11479572,3
705913957,705902932,527625,-0.09383176,0.17751819,-0.114038095,3
706394153,706382928,527625,-0.09747988,0.17986202,-0.110922165,3
706833953,706832931,527625,-0.09694145,0.17772596,-0.11178091,3
707394023,707383012,527625,-0.09275662,0.18429472,-0.112581074,3
707913972,707902928,527625,-0.09112996,0.17165181,-0.111608975,3
708414363,708413118,527625,-0.09300588,0.17586035,-0.109224506,3
708913994,708902928,527625,-0.09255338,0.18454228,-0.10737837,3
709393944,709382928,527625,-0.091310084,0.18009067,-0.1085594,3
709894056,709882930,527625,-0.08942938,0.17721635,-0.110517174,3
710413953,710412928,527625,-0.09001927,0.18844564,-0.10663408,3
710914192,710902928,527625,-0.08815948,0.18125468,-0.10632931,3
711413933,711402928,527625,-0.09194436,0.17831033,-0.110454746,3
711893998,711882995,527625,-0.09048265,0.17733361,-0.10780248,3
712413952,712402928,527625,-0.090466626,0.17990014,-0.11156364,3
712914386,712913084,527625,-0.0862583,0.18336575,-0.10841144,3
713393979,713392928,527625,-0.08709487,0.1841782,-0.108347,3
713913954,713902929,527625,-0.09028808,0.17252234,-0.11064246,3
714394020,714382928,527625,-0.08880277,0.17640305,-0.11057254,3
714894017,714882955,527625,-0.09129035,0.1843469,-0.11018948,3
715394173,715382952,527625,-0.08962755,0.1792112,-0.11297753,3
