timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
84446628,-0.19147874,-0.0040897257,-0.13341123
84457826,-0.17405686,-0.0047791395,-0.14035212
84647635,-0.18291833,-0.0047791395,-0.13991201
84848973,-0.17686017,-0.004434431,-0.13717505
85050192,-0.17405686,-0.0047791395,-0.14035212
85251694,-0.19147874,-0.0040897257,-0.13341123
85452768,-0.17716117,-0.0051238462,-0.14323574
85642765,-0.17405686,-0.0047791395,-0.14035212
85844006,-0.17420736,-0.0051238462,-0.14338244
86046618,-0.19162925,-0.004434431,-0.13644156
86247871,-0.17701067,-0.0047791395,-0.14020541
86449196,-0.17405686,-0.0047791395,-0.14035212
86650605,-0.17405686,-0.0047791395,-0.14035212
86851814,-0.1972359,-0.0037450173,-0.13008748
87053490,-0.17686017,-0.004434431,-0.13717505
87255045,-0.17701067,-0.0047791395,-0.14020541
87445204,-0.19161242,-0.0074199196,-0.13610278
87646241,-0.19426526,-0.0067305057,-0.1298954
87847431,-0.17405686,-0.0047791395,-0.14035212
88048566,-0.17405686,-0.0047791395,-0.14035212
88249675,-0.19161242,-0.0074199196,-0.13610278
88451324,-0.17390636,-0.004434431,-0.13732176
88653196,-0.17405686,-0.0047791395,-0.14035212
88843861,-0.17405686,-0.0047791395,-0.14035212
89045576,-0.17405686,-0.0047791395,-0.14035212
89246934,-0.17420736,-0.0051238462,-0.14338244
89448574,-0.17405686,-0.0047791395,-0.14035212
89649689,-0.17701067,-0.0047791395,-0.14020541
89851234,-0.17420736,-0.0051238462,-0.14338244
90041485,-0.17375585,-0.0040897257,-0.13429144
90242629,-0.17716117,-0.0051238462,-0.14323574
90443901,-0.18867543,-0.004434431,-0.13658826
90645300,-0.19131142,-0.0067305057,-0.1300421
90846943,-0.17405686,-0.0047791395,-0.14035212
91048110,-0.17670967,-0.0040897257,-0.13414474
91249425,-0.17390636,-0.004434431,-0.13732176
91450772,-0.17686017,-0.004434431,-0.13717505
91641578,-0.17405686,-0.0047791395,-0.14035212
91842898,-0.17405686,-0.0047791395,-0.14035212
92055861,-0.19162925,-0.004434431,-0.13644156
92256804,-0.18572162,-0.004434431,-0.13673496
92446523,-0.1625426,-0.0054685515,-0.14699958
92647670,-0.1681492,-0.0047791395,-0.14064552
92849240,-0.1651954,-0.0047791395,-0.14079222
