timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
63449564,0.13766867,0.08745118,-0.1397503
63460707,0.13766867,0.08745118,-0.1397503
63639537,0.13757141,0.08754264,-0.14280854
63840636,0.13766867,0.08745118,-0.1397503
64042022,0.13164026,0.08745118,-0.13955858
64243088,0.14068286,0.08745118,-0.13984618
64444319,0.13757141,0.08754264,-0.14280854
64645447,0.13173752,0.08735972,-0.13650034
64847061,0.12872615,0.09037637,-0.13631436
65049066,0.13747413,0.087634094,-0.14586675
65239282,0.14048545,0.08461744,-0.14605275
65451792,0.13757141,0.08754264,-0.14280854
65642170,0.13757141,0.08754264,-0.14280854
65843276,0.13766867,0.08745118,-0.1397503
66044860,0.1347517,0.08735972,-0.13659622
66245989,0.13193205,0.08717681,-0.1303839
66447637,0.13757141,0.08754264,-0.14280854
66637933,0.14048833,0.087634094,-0.14596263
66851042,0.13766867,0.08745118,-0.1397503
67052652,0.13747413,0.087634094,-0.14586675
67242898,0.13766867,0.08745118,-0.1397503
67444443,0.13757141,0.08754264,-0.14280854
67645828,0.13183478,0.08726826,-0.13344213
67848375,0.12882055,0.08726826,-0.13334626
68049839,0.13766867,0.08745118,-0.1397503
68250949,0.14048833,0.087634094,-0.14596263
68441500,0.13757141,0.08754264,-0.14280854
68642886,0.12882055,0.08726826,-0.13334626
68844596,0.13757141,0.08754264,-0.14280854
69046000,0.13174038,0.09037637,-0.13641022
69247442,0.13164026,0.08745118,-0.13955858
69448877,0.1405856,0.08754264,-0.1429044
69650229,0.13757141,0.08754264,-0.14280854
69840140,0.13747413,0.087634094,-0.14586675
70041306,0.13747413,0.087634094,-0.14586675
70243111,0.13766867,0.08745118,-0.1397503
70444389,0.13747413,0.087634094,-0.14586675
70646549,0.13757141,0.08754264,-0.14280854
70848296,0.13465445,0.08745118,-0.13965444
71049762,0.13766867,0.08745118,-0.1397503
71250985,0.13766867,0.08745118,-0.1397503
71441060,0.13757141,0.08754264,-0.14280854
71642408,0.12872615,0.09037637,-0.13631436
71843898,0.13757141,0.08754264,-0.14280854
72045004,0.13757141,0.08754264,-0.14280854
72246318,0.13766867,0.08745118,-0.1397503
72447692,0.13164026,0.08745118,-0.13955858
72649451,0.13766867,0.08745118,-0.1397503
72850635,0.13766867,0.08745118,-0.1397503
73040854,0.14068286,0.08745118,-0.13984618
73242128,0.13144572,0.087634094,-0.14567503
73443169,0.1405856,0.08754264,-0.1429044
73645631,0.14340527,0.08772555,-0.14911672
73847027,0.14048833,0.087634094,-0.14596263
74048398,0.14359981,0.08754264,-0.14300027
74249661,0.14340527,0.08772555,-0.14911672
74450809,0.14340527,0.08772555,-0.14911672
