timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
36141296,-0.12228182,-0.14635912,-0.1114334
36152697,-0.124934636,-0.1456697,-0.10522601
36353829,-0.12213131,-0.1460144,-0.10840305
36544019,-0.12198081,-0.1456697,-0.10537271
36745375,-0.13910173,-0.14429088,-0.09237116
36946623,-0.12198081,-0.1456697,-0.10537271
37147767,-0.12211449,-0.1489999,-0.10806428
37348954,-0.12198081,-0.1456697,-0.10537271
37539210,-0.122432314,-0.14670382,-0.114463724
37741391,-0.12183031,-0.14532499,-0.102342375
37943047,-0.12491781,-0.14865519,-0.10488724
38144335,-0.12198081,-0.1456697,-0.10537271
38345286,-0.12181348,-0.14831048,-0.102003604
38546563,-0.124934636,-0.1456697,-0.10522601
38748213,-0.122432314,-0.14670382,-0.114463724
38949178,-0.12198081,-0.1456697,-0.10537271
39150432,-0.12198081,-0.1456697,-0.10537271
39340837,-0.11932801,-0.14635912,-0.1115801
39541969,-0.11932801,-0.14635912,-0.1115801
39743295,-0.13955323,-0.14532499,-0.10146217
39944766,-0.12508515,-0.1460144,-0.10825635
40146203,-0.119026996,-0.1456697,-0.105519414
40347697,-0.12213131,-0.1460144,-0.10840305
40538636,-0.12523565,-0.14635912,-0.1112867
40740365,-0.12228182,-0.14635912,-0.1114334
40942024,-0.12213131,-0.1460144,-0.10840305
41142954,-0.12213131,-0.1460144,-0.10840305
41344482,-0.12213131,-0.1460144,-0.10840305
41545715,-0.12508515,-0.1460144,-0.10825635
41746835,-0.12183031,-0.14532499,-0.102342375
41936889,-0.13955323,-0.14532499,-0.10146217
42149290,-0.12198081,-0.1456697,-0.10537271
42350720,-0.124934636,-0.1456697,-0.10522601
42540753,-0.12213131,-0.1460144,-0.10840305
42741953,-0.13955323,-0.14532499,-0.10146217
42943331,-0.12211449,-0.1489999,-0.10806428
43144565,-0.12198081,-0.1456697,-0.10537271
43346661,-0.12183031,-0.14532499,-0.102342375
43548008,-0.13953641,-0.14831048,-0.1011234
43749707,-0.12228182,-0.14635912,-0.1114334
43951420,-0.1135877,-0.14371835,-0.1152426
44141351,-0.110165544,-0.1456697,-0.10595952
44342461,-0.113119364,-0.1456697,-0.10581282
44544078,-0.11295204,-0.14831048,-0.10244371
44745763,-0.113420375,-0.14635912,-0.11187351
